Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5768,92.00,5702.14,13.14,19,18.86,0.25,1.00,0.14,0.00,191.62,1.13,0.76
Akita,61,0.00,60.00,0.00,0,0.29,0.03,0.00,0.00,0.00,252.30,1.64,0.00
Aomori,150,1.00,128.00,0.14,2,7.14,0.58,0.00,0.00,0.00,4.90,1.06,0.00
Chiba,4734,76.00,4603.14,10.86,54,32.71,0.52,0.00,0.00,0.00,89.79,1.08,0.00
Ehime,116,6.00,116.00,0.86,0,0.00,0.00,0.00,0.00,0.00,654.21,,0.00
Fukui,256,11.00,255.71,1.57,0,0.29,0.04,0.00,0.00,0.00,204.35,0.52,0.00
Fukuoka,5174,101.00,5150.43,14.43,14,5.00,0.10,1.00,0.29,0.01,655.20,0.96,5.71
Fukushima,379,6.00,370.00,0.86,1,2.86,0.16,0.00,0.00,0.00,34.59,0.60,0.00
Gifu,668,11.00,650.57,1.57,8,3.71,0.19,1.00,0.14,0.01,227.73,2.13,3.85
Gunma,839,19.00,798.57,2.71,19,10.00,0.52,0.00,0.00,0.00,102.28,3.75,0.00
Hiroshima,651,5.00,650.29,0.71,0,0.29,0.01,0.00,0.14,0.01,257.41,0.19,50.00
Hokkaido,2652,108.00,2566.29,15.43,40,23.00,0.44,0.00,0.00,0.00,68.64,1.12,0.00
Hyogo,3056,61.00,3016.71,8.71,16,11.14,0.20,0.00,0.14,0.00,145.62,0.99,1.28
Ibaraki,737,18.00,730.57,2.57,2,1.71,0.06,0.00,0.00,0.00,200.95,0.78,0.00
Ishikawa,798,49.00,795.29,7.00,2,0.71,0.06,1.00,0.29,0.03,319.13,0.71,40.00
Iwate,27,0.00,26.14,0.00,1,0.14,0.01,0.00,0.00,0.00,78.27,0.61,0.00
Kagawa,101,2.00,99.29,0.29,1,0.43,0.05,0.00,0.00,0.00,113.84,0.81,0.00
Kagoshima,463,12.00,462.86,1.71,0,0.14,0.01,0.00,0.00,0.00,259.58,0.14,0.00
Kanagawa,8246,157.00,8044.71,22.43,91,50.43,0.55,2.00,0.43,0.00,90.93,0.96,0.85
Kochi,140,4.00,140.00,0.57,0,0.00,0.00,0.00,0.00,0.00,790.07,,0.85
Kumamoto,767,8.00,751.43,1.14,8,3.86,0.22,0.00,0.00,0.00,79.35,0.55,0.00
Kyoto,1958,30.00,1930.00,4.29,13,7.29,0.28,1.00,0.43,0.02,133.84,0.63,5.88
Mie,554,7.00,550.43,1.00,3,0.71,0.04,0.00,0.00,0.00,260.87,0.66,0.00
Miyagi,545,2.00,532.57,0.29,1,3.29,0.14,0.00,0.00,0.00,61.69,0.76,0.00
Miyazaki,366,1.00,366.00,0.14,0,0.00,0.00,0.00,0.00,0.00,110.56,,0.00
Nagano,330,4.00,327.14,0.57,1,0.57,0.03,0.00,0.00,0.00,233.97,1.23,0.00
Nagasaki,242,3.00,241.71,0.43,0,0.14,0.01,0.00,0.00,0.00,909.75,0.61,0.00
Nara,624,9.00,616.71,1.29,3,1.57,0.12,0.00,0.00,0.00,211.30,0.80,0.00
Niigata,180,0.00,180.00,0.00,0,0.00,0.00,0.00,0.00,0.00,870.94,,0.00
Oita,159,3.00,159.00,0.43,0,0.00,0.00,0.00,0.14,0.01,897.62,,0.00
Okayama,194,1.00,179.86,0.14,6,3.14,0.17,0.00,0.00,0.00,58.63,2.27,0.00
Okinawa,3094,58.00,2979.43,8.29,46,34.14,2.34,1.00,0.57,0.04,70.03,1.58,1.67
Osaka,11880,232.00,11645.00,33.14,100,59.43,0.67,1.00,0.71,0.01,142.01,1.25,1.20
Saga,253,0.00,252.43,0.00,0,0.14,0.02,0.00,0.00,0.00,327.32,0.61,0.00
Saitama,5561,103.00,5439.86,14.71,40,32.86,0.45,0.00,0.00,0.00,89.11,0.98,0.00
Shiga,535,9.00,528.86,1.29,2,1.86,0.13,0.00,0.14,0.01,216.62,1.74,7.69
Shimane,140,0.00,140.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,7.69
Shizuoka,588,2.00,580.86,0.29,3,1.86,0.05,0.00,0.00,0.00,224.33,1.21,0.00
Tochigi,476,1.00,469.57,0.14,3,1.86,0.10,0.00,0.00,0.00,106.79,1.00,0.00
Tokushima,164,9.00,161.14,1.29,0,0.86,0.12,0.00,0.00,0.00,61.93,,0.00
Tokyo,29706,445.00,29228.86,63.57,186,123.86,0.89,3.00,1.57,0.01,115.66,0.88,1.27
Tottori,35,0.00,35.57,0.00,0,-0.14,-0.03,0.00,0.00,0.00,,,1.27
Toyama,422,26.00,422.29,3.71,0,-0.14,-0.01,0.00,0.00,0.00,14340.18,,1.27
Wakayama,268,4.00,259.71,0.57,2,1.86,0.20,0.00,0.00,0.00,147.07,1.98,0.00
Yamagata,84,1.00,81.57,0.14,2,0.43,0.04,0.00,0.00,0.00,690.20,,0.00
Yamaguchi,213,2.00,210.00,0.29,2,0.57,0.04,0.00,0.00,0.00,1016.50,,0.00
Yamanashi,203,6.00,200.00,0.86,1,0.57,0.07,0.00,0.00,0.00,397.15,1.23,0.00
Zenkoku,94557,1705.00,92836.71,243.57,692,449.43,0.36,12.00,5.14,0.00,118.34,1.01,1.14
