Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,16554,214.00,15853.00,30.57,239,195.86,2.60,5.00,3.71,0.05,46.72,1.11,1.90
Akita,143,1.00,132.00,0.14,3,2.86,0.30,0.00,0.00,0.00,17.75,1.08,0.00
Aomori,492,8.00,453.43,1.14,10,10.00,0.81,0.00,0.14,0.01,37.73,2.15,1.43
Chiba,11222,121.00,10601.00,17.29,396,158.43,2.52,4.00,1.00,0.02,39.19,1.10,0.63
Ehime,471,13.00,441.57,1.86,6,9.14,0.69,0.00,0.29,0.02,33.31,2.01,3.12
Fukui,355,12.00,350.29,1.71,0,1.43,0.19,0.00,0.14,0.02,139.19,1.44,10.00
Fukuoka,8774,119.00,8478.43,17.00,0,111.29,2.18,0.00,0.29,0.01,40.61,1.06,0.26
Fukushima,956,21.00,911.14,3.00,12,13.00,0.71,1.00,0.57,0.03,28.14,0.71,4.40
Gifu,2348,35.00,2151.43,5.00,56,52.86,2.68,1.00,0.86,0.04,27.79,1.47,1.62
Gunma,2339,45.00,2236.14,6.43,24,29.29,1.52,1.00,1.43,0.07,40.73,1.02,4.88
Hiroshima,3318,35.00,3072.29,5.00,88,71.86,2.57,6.00,2.43,0.09,19.14,0.91,3.38
Hokkaido,13540,456.00,13184.43,65.14,98,94.86,1.82,3.00,4.14,0.08,78.73,1.01,4.37
Hyogo,10004,211.00,9478.14,30.14,193,145.00,2.67,2.00,6.71,0.12,37.65,1.20,4.63
Ibaraki,2488,38.00,2379.71,5.43,42,29.71,1.04,2.00,0.43,0.02,54.26,1.35,1.44
Ishikawa,1084,51.00,1052.14,7.29,13,8.86,0.78,0.00,0.14,0.01,66.00,1.08,1.61
Iwate,389,24.00,378.57,3.43,4,3.71,0.31,0.00,0.29,0.02,46.24,1.09,7.69
Kagawa,306,3.00,292.86,0.43,2,4.71,0.50,0.00,0.00,0.00,19.00,0.66,0.00
Kagoshima,1016,14.00,975.14,2.00,10,13.71,0.86,0.00,0.14,0.01,51.13,1.55,1.04
Kanagawa,21733,276.00,20350.43,39.43,470,365.71,3.97,3.00,2.57,0.03,32.23,1.16,0.70
Kochi,669,8.00,643.71,1.14,6,7.29,1.06,1.00,0.29,0.04,29.15,0.52,3.92
Kumamoto,1873,16.00,1765.86,2.29,0,29.14,1.68,0.00,0.00,0.00,27.84,0.92,0.00
Kyoto,4803,53.00,4404.71,7.57,348,99.71,3.88,6.00,1.14,0.04,34.09,1.19,1.15
Mie,1297,18.00,1254.57,2.57,6,12.29,0.70,0.00,0.29,0.02,64.75,1.20,2.33
Miyagi,2198,16.00,2100.14,2.29,23,30.71,1.34,0.00,0.43,0.02,32.91,0.97,1.40
Miyazaki,759,5.00,724.00,0.71,0,9.14,0.86,0.00,0.00,0.00,68.21,1.48,0.00
Nagano,1206,15.00,1150.29,2.14,23,14.43,0.71,0.00,0.29,0.01,57.65,1.54,1.98
Nagasaki,611,4.00,545.00,0.57,0,22.00,1.68,0.00,0.14,0.01,17.30,1.31,0.65
Nara,2041,24.00,1940.71,3.43,36,28.29,2.14,0.00,0.43,0.03,39.72,1.05,1.52
Niigata,545,3.00,521.43,0.43,5,6.00,0.27,0.00,0.00,0.00,35.28,0.87,0.00
Oita,700,6.00,655.14,0.86,11,11.86,1.05,0.00,0.14,0.01,41.68,1.78,1.20
Okayama,1390,13.00,1313.86,1.86,27,20.71,1.10,0.00,0.00,0.00,30.64,0.69,0.00
Okinawa,5413,81.00,5276.14,11.57,48,34.86,2.39,0.00,0.14,0.01,100.25,1.21,0.41
Osaka,30261,588.00,29431.86,84.00,262,223.86,2.54,9.00,7.43,0.08,73.43,0.98,3.32
Saga,469,3.00,456.57,0.43,1,3.71,0.46,0.00,0.00,0.00,58.59,0.90,0.00
Saitama,14519,210.00,13743.14,30.00,221,212.86,2.90,4.00,2.43,0.03,37.10,1.13,1.14
Shiga,1199,12.00,1129.29,1.71,24,19.57,1.39,1.00,0.14,0.01,29.55,1.30,0.73
Shimane,209,0.00,204.71,0.00,2,2.14,0.32,0.00,0.00,0.00,45.15,1.25,0.00
Shizuoka,2713,41.00,2619.43,5.86,34,24.86,0.69,0.00,0.57,0.02,60.77,1.07,2.30
Tochigi,1534,6.00,1353.43,0.86,56,46.71,2.42,0.00,0.00,0.00,21.21,1.64,0.00
Tokushima,199,9.00,196.14,1.29,1,0.57,0.08,0.00,0.00,0.00,253.79,0.75,0.00
Tokyo,60960,631.00,58189.00,90.14,783,729.86,5.22,4.00,3.43,0.02,48.58,1.19,0.47
Tottori,119,0.00,102.14,0.00,1,5.00,0.91,0.00,0.00,0.00,14.20,2.29,0.00
Toyama,560,26.00,547.43,3.71,7,3.14,0.30,0.00,0.00,0.00,59.52,0.60,0.00
Wakayama,629,7.00,605.43,1.00,13,5.00,0.55,0.00,0.00,0.00,137.44,1.61,0.00
Yamagata,390,7.00,376.00,1.00,3,4.14,0.39,1.00,0.43,0.04,35.08,0.65,10.34
Yamaguchi,589,3.00,555.14,0.43,2,10.43,0.78,0.00,0.00,0.00,32.37,1.41,0.00
Yamanashi,568,11.00,532.71,1.57,0,8.43,1.05,0.00,0.00,0.00,54.80,1.27,0.00
Zenkoku,235955,3513.00,225110.14,501.86,3609,2949.00,2.34,54.00,43.00,0.03,44.85,1.12,1.46
