Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,340,22.00,278.86,3.14,27,16.14,0.21,0.00,0.29,0.00,11.80,1.82,1.77
Akita,13,0.00,11.43,0.00,1,0.29,0.03,0.00,0.00,0.00,8.77,0.46,0.00
Aomori,22,0.00,13.57,0.00,8,1.57,0.13,0.00,0.00,0.00,10.95,2.06,0.00
Chiba,411,4.00,317.14,0.57,36,24.71,0.39,2.00,0.43,0.01,8.46,2.16,1.73
Ehime,30,1.00,22.57,0.14,2,2.57,0.19,0.00,0.00,0.00,5.01,1.78,0.00
Fukui,86,2.00,66.57,0.29,10,5.00,0.66,0.00,0.00,0.00,5.13,1.09,0.00
Fukuoka,332,0.00,180.29,0.00,108,31.86,0.62,0.00,0.00,0.00,3.66,3.14,0.00
Fukushima,37,0.00,27.29,0.00,1,3.00,0.16,0.00,0.00,0.00,3.36,1.49,0.00
Gifu,91,1.00,67.14,0.14,9,5.86,0.30,0.00,0.00,0.00,5.39,1.56,0.00
Gunma,79,2.00,36.71,0.29,44,7.57,0.39,1.00,0.14,0.01,8.38,4.25,1.89
Hiroshima,31,0.00,22.14,0.00,6,2.14,0.08,0.00,0.00,0.00,4.36,1.72,0.00
Hokkaido,255,11.00,216.29,1.57,16,8.71,0.17,0.00,0.43,0.01,28.90,2.49,4.92
Hyogo,358,13.00,253.57,1.86,42,23.29,0.43,1.00,0.29,0.01,10.08,2.33,1.23
Ibaraki,91,3.00,77.57,0.43,9,3.86,0.14,0.00,0.14,0.01,5.45,0.72,3.70
Ishikawa,104,0.00,67.57,0.00,12,8.71,0.77,0.00,0.00,0.00,3.54,2.01,0.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,4,0.00,2.86,0.00,0,0.29,0.03,0.00,0.00,0.00,9.50,1.64,0.00
Kagoshima,4,0.00,3.14,0.00,1,0.14,0.01,0.00,0.00,0.00,10.73,0.61,0.00
Kanagawa,465,6.00,336.86,0.86,40,34.14,0.37,0.00,0.00,0.00,5.73,2.01,0.00
Kochi,54,0.00,41.57,0.00,2,3.29,0.48,0.00,0.00,0.00,6.14,1.81,0.00
Kumamoto,23,1.00,21.86,0.14,0,0.43,0.02,0.00,0.14,0.01,10.41,0.61,33.33
Kyoto,181,1.00,146.57,0.14,13,10.00,0.39,0.00,0.14,0.01,7.02,1.13,1.43
Mie,17,0.00,14.14,0.00,2,0.57,0.03,0.00,0.00,0.00,20.35,1.23,0.00
Miyagi,46,0.00,32.71,0.00,9,3.29,0.14,0.00,0.00,0.00,3.95,1.19,0.00
Miyazaki,17,0.00,11.57,0.00,1,1.57,0.15,0.00,0.00,0.00,3.85,5.54,0.00
Nagano,28,0.00,19.43,0.00,0,2.29,0.11,0.00,0.00,0.00,6.31,3.31,0.00
Nagasaki,14,0.00,11.57,0.00,0,0.71,0.05,0.00,0.00,0.00,5.05,0.88,0.00
Nara,39,0.00,31.29,0.00,2,2.00,0.15,0.00,0.00,0.00,7.24,1.05,0.00
Niigata,41,0.00,36.57,0.00,0,1.29,0.06,0.00,0.00,0.00,31.08,4.80,0.00
Oita,42,0.00,37.29,0.00,0,1.57,0.14,0.00,0.00,0.00,20.50,2.53,0.00
Okayama,16,0.00,13.86,0.00,0,0.71,0.04,0.00,0.00,0.00,5.63,0.79,0.00
Okinawa,49,0.00,31.86,0.00,0,5.71,0.39,0.00,0.00,0.00,3.79,13.94,0.00
Osaka,767,6.00,556.86,0.86,70,51.14,0.58,0.00,0.43,0.00,7.25,1.64,0.84
Saga,12,0.00,10.14,0.00,0,0.57,0.07,0.00,0.00,0.00,4.30,0.85,0.00
Saitama,345,5.00,251.57,0.71,20,24.43,0.33,0.00,0.14,0.00,5.80,1.89,0.58
Shiga,38,0.00,25.14,0.00,4,2.86,0.20,0.00,0.00,0.00,4.95,1.53,0.00
Shimane,6,0.00,1.29,0.00,4,0.86,0.13,0.00,0.00,0.00,,,0.00
Shizuoka,39,0.00,19.14,0.00,5,4.14,0.11,0.00,0.00,0.00,4.36,3.08,0.00
Tochigi,32,0.00,22.57,0.00,1,2.57,0.13,0.00,0.00,0.00,9.34,4.80,0.00
Tokushima,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,22.96,,0.00
Tokyo,1914,19.00,1410.29,2.71,197,124.86,0.89,0.00,1.00,0.01,5.96,1.58,0.80
Tottori,1,0.00,0.29,0.00,0,0.14,0.03,0.00,0.00,0.00,,,0.00
Toyama,23,0.00,15.57,0.00,0,1.86,0.18,0.00,0.00,0.00,4.27,1.21,0.00
Wakayama,33,1.00,29.57,0.14,0,1.14,0.13,0.00,0.00,0.00,10.61,1.64,0.00
Yamagata,32,0.00,21.43,0.00,5,3.14,0.30,0.00,0.00,0.00,1.79,2.53,0.00
Yamaguchi,19,0.00,14.71,0.00,2,1.57,0.12,0.00,0.00,0.00,5.70,5.54,0.00
Yamanashi,32,0.00,21.57,0.00,5,2.71,0.34,0.00,0.00,0.00,4.55,2.04,0.00
Zenkoku,6616,98.00,4855.00,14.00,714,435.29,0.35,4.00,3.57,0.00,6.83,1.77,0.82
