Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,105964,1152.00,105852.43,164.57,38,37.29,0.49,1.00,1.29,0.02,1234.73,0.67,3.45
Akita,1893,27.00,1892.43,3.86,0,0.29,0.03,0.00,0.14,0.02,627.72,0.15,50.00
Aomori,5847,38.00,5790.43,5.43,8,14.43,1.17,0.00,0.00,0.00,373.61,1.68,0.00
Chiba,100142,1011.00,100052.00,144.43,18,29.14,0.46,1.00,0.86,0.01,1552.10,0.70,2.94
Ehime,5294,82.00,5264.86,11.71,7,9.71,0.73,0.00,0.14,0.01,332.43,0.99,1.47
Fukui,3097,37.00,3085.00,5.29,6,3.43,0.45,0.00,0.00,0.00,549.04,1.03,0.00
Fukuoka,74255,619.00,74187.57,88.43,25,20.00,0.39,1.00,0.57,0.01,2114.99,0.81,2.86
Fukushima,9470,175.00,9465.71,25.00,1,1.00,0.05,0.00,0.14,0.01,2676.70,0.51,14.29
Gifu,18998,216.00,18946.29,30.86,12,16.86,0.85,0.00,0.00,0.00,599.53,0.94,0.00
Gunma,16682,174.00,16657.57,24.86,3,7.71,0.40,0.00,0.14,0.01,1263.26,1.00,1.85
Hiroshima,21854,199.00,21810.57,28.43,26,12.71,0.45,0.00,0.00,0.00,790.70,0.69,0.00
Hokkaido,60519,1469.00,60434.71,209.86,45,22.86,0.44,0.00,0.00,0.00,2151.42,1.33,0.00
Hyogo,78054,1392.00,77923.14,198.86,39,45.86,0.84,0.00,0.43,0.01,826.71,0.80,0.93
Ibaraki,24337,217.00,24308.14,31.00,5,10.43,0.37,0.00,0.14,0.01,1051.99,0.76,1.37
Ishikawa,7928,129.00,7918.57,18.43,2,2.43,0.21,0.00,0.71,0.06,1376.79,0.39,29.41
Iwate,3486,53.00,3485.71,7.57,0,0.14,0.01,0.00,0.14,0.01,4733.16,0.28,100.00
Kagawa,4695,38.00,4693.14,5.43,0,0.43,0.05,0.00,0.00,0.00,3185.55,0.42,0.00
Kagoshima,9088,65.00,9077.86,9.29,5,2.71,0.17,0.00,0.00,0.00,2369.28,1.24,0.00
Kanagawa,168586,1290.00,168410.57,184.29,52,56.71,0.62,2.00,2.00,0.02,1465.73,0.85,3.53
Kochi,4126,31.00,4120.00,4.43,3,1.43,0.21,0.00,0.00,0.00,1624.70,0.88,0.00
Kumamoto,14337,136.00,14328.86,19.43,1,2.14,0.12,1.00,0.14,0.01,1898.62,0.54,6.67
Kyoto,35766,289.00,35722.29,41.29,3,16.14,0.63,0.00,0.86,0.03,1036.34,0.81,5.31
Mie,14727,163.00,14707.71,23.29,5,6.86,0.39,0.00,0.00,0.00,1038.27,1.05,0.00
Miyagi,16249,117.00,16242.57,16.71,3,2.00,0.09,0.00,0.00,0.00,3445.49,0.63,0.00
Miyazaki,6146,41.00,6144.14,5.86,0,0.57,0.05,0.00,0.00,0.00,2707.72,0.49,0.00
Nagano,8822,96.00,8805.00,13.71,5,5.57,0.27,0.00,0.00,0.00,816.90,0.79,0.00
Nagasaki,6056,73.00,6042.86,10.43,4,4.86,0.37,0.00,0.14,0.01,700.45,0.96,2.94
Nara,15802,149.00,15763.29,21.29,17,10.86,0.82,0.00,0.00,0.00,969.24,1.16,0.00
Niigata,7963,61.00,7950.86,8.71,3,4.57,0.21,0.00,0.00,0.00,595.01,0.51,0.00
Oita,8177,84.00,8168.00,12.00,1,4.43,0.39,0.00,0.00,0.00,707.08,0.74,0.00
Okayama,15205,136.00,15184.86,19.43,3,6.14,0.33,0.00,0.00,0.00,1146.22,0.79,0.00
Okinawa,49980,356.00,49896.86,50.86,33,22.71,1.56,6.00,3.43,0.24,1339.38,0.88,15.09
Osaka,201541,3018.00,201188.86,431.14,112,111.57,1.27,3.00,4.00,0.05,885.93,0.81,3.59
