Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,64240,1020.00,61254.00,145.71,1221,754.14,10.00,0.00,0.57,0.01,66.19,1.68,0.08
Akita,1328,21.00,1234.71,3.00,38,22.00,2.31,0.00,0.00,0.00,45.02,1.58,0.00
Aomori,3458,33.00,3259.86,4.71,74,47.00,3.82,1.00,0.14,0.01,47.45,1.32,0.30
Chiba,69961,777.00,65916.29,111.00,1410,1054.71,16.79,5.00,3.29,0.05,39.54,1.18,0.31
Ehime,4006,77.00,3752.71,11.00,77,68.29,5.15,0.00,0.00,0.00,35.52,1.29,0.00
Fukui,2162,36.00,2067.71,5.14,37,25.57,3.35,0.00,0.00,0.00,55.63,1.26,0.00
Fukuoka,54780,557.00,51631.71,79.57,1195,808.57,15.83,2.00,1.29,0.03,40.33,1.18,0.16
Fukushima,7775,164.00,7470.57,23.43,108,85.43,4.67,0.00,0.29,0.02,43.44,0.94,0.33
Gifu,12022,191.00,11398.00,27.29,0,178.43,9.04,0.00,0.29,0.01,48.84,1.80,0.16
Gunma,12269,156.00,11442.29,22.29,304,209.57,10.88,0.00,0.14,0.01,38.36,1.49,0.07
Hiroshima,14813,180.00,14026.57,25.71,362,196.00,7.01,0.00,0.00,0.00,58.21,2.18,0.00
Hokkaido,52012,1435.00,50483.00,205.00,523,403.71,7.75,1.00,0.71,0.01,79.47,1.18,0.18
Hyogo,54295,1328.00,51697.43,189.71,1078,652.14,11.99,0.00,0.71,0.01,57.97,1.42,0.11
Ibaraki,17644,178.00,16731.86,25.43,356,240.00,8.41,1.00,0.43,0.02,39.27,1.07,0.18
Ishikawa,6629,121.00,6396.71,17.29,82,62.86,5.56,0.00,0.14,0.01,56.16,1.02,0.23
Iwate,2653,48.00,2507.43,6.86,63,38.14,3.15,0.00,0.00,0.00,40.19,1.28,0.00
Kagawa,3406,34.00,3140.71,4.86,105,67.14,7.08,0.00,0.29,0.03,29.31,1.36,0.43
Kagoshima,6142,42.00,5679.14,6.00,0,141.29,8.90,0.00,0.00,0.00,23.34,1.32,0.00
Kanagawa,122416,1049.00,115224.00,149.86,2877,1988.43,21.58,4.00,4.00,0.04,35.35,1.16,0.20
Kochi,2597,31.00,2409.71,4.43,78,44.14,6.40,0.00,0.14,0.02,55.50,2.45,0.32
Kumamoto,10179,122.00,9383.86,17.43,317,204.00,11.75,1.00,0.14,0.01,31.47,1.47,0.07
Kyoto,24700,250.00,23368.86,35.71,548,361.43,14.07,0.00,0.14,0.01,41.24,1.24,0.04
Mie,8369,118.00,7515.00,16.86,388,206.00,11.65,0.00,0.29,0.02,31.84,1.94,0.14
Miyagi,12674,94.00,11969.29,13.43,292,177.43,7.74,0.00,0.29,0.01,46.83,1.35,0.16
Miyazaki,4286,28.00,3955.71,4.00,106,82.86,7.79,1.00,0.14,0.01,40.99,1.57,0.17
Nagano,6826,94.00,6442.00,13.43,136,98.57,4.85,0.00,0.00,0.00,46.67,1.51,0.00
Nagasaki,4570,69.00,4296.57,9.86,94,68.00,5.19,0.00,0.00,0.00,45.03,1.41,0.00
Nara,11235,134.00,10743.14,19.14,195,128.00,9.68,0.00,0.00,0.00,59.09,1.32,0.00
Niigata,5641,54.00,5332.71,7.71,106,79.43,3.61,0.00,0.00,0.00,38.49,1.06,0.00
Oita,5234,65.00,4716.29,9.29,214,128.29,11.40,0.00,0.14,0.01,31.30,1.93,0.11
Okayama,11115,127.00,10388.71,18.14,274,187.00,9.93,0.00,0.00,0.00,38.75,1.48,0.00
Okinawa,36204,248.00,34099.29,35.43,743,565.14,38.74,0.00,0.43,0.03,34.88,1.13,0.08
Osaka,142592,2754.00,135995.57,393.43,2586,1701.29,19.29,1.00,1.71,0.02,56.14,1.38,0.10
Saga,4138,27.00,3722.57,3.86,139,105.57,13.05,0.00,0.14,0.02,26.24,1.65,0.14
Saitama,84820,866.00,79300.29,123.71,1823,1450.14,19.75,1.00,1.14,0.02,33.54,1.17,0.08
Shiga,8557,95.00,7967.00,13.57,210,151.29,10.71,0.00,0.00,0.00,33.93,1.30,0.00
Shimane,1046,2.00,971.14,0.29,19,20.43,3.06,0.00,0.00,0.00,30.53,1.60,0.00
Shizuoka,16290,162.00,14806.71,23.14,604,371.14,10.26,2.00,0.57,0.02,30.11,1.52,0.15
Tochigi,11316,99.00,10668.57,14.14,262,157.14,8.13,1.00,0.71,0.04,44.67,1.25,0.45
Tokushima,2114,63.00,2008.14,9.00,28,27.29,3.78,0.00,0.00,0.00,69.42,2.34,0.00
Tokyo,302796,2365.00,287796.86,337.86,5405,3994.14,28.59,7.00,4.71,0.03,41.87,1.10,0.12
Tottori,1200,3.00,1136.86,0.43,22,17.43,3.16,0.00,0.00,0.00,44.79,1.09,0.00
Toyama,3499,38.00,3159.14,5.43,117,87.14,8.42,0.00,0.00,0.00,28.64,1.68,0.00
Wakayama,3822,51.00,3600.29,7.29,90,56.86,6.22,1.00,0.14,0.02,52.99,1.79,0.25
Yamagata,2753,47.00,2623.29,6.71,53,32.14,3.02,0.00,0.00,0.00,56.74,1.23,0.00
Yamaguchi,4208,80.00,3931.43,11.43,94,68.29,5.09,0.00,0.00,0.00,43.70,1.63,0.00
Yamanashi,3598,23.00,3322.14,3.29,84,77.29,9.59,0.00,0.14,0.02,30.96,1.26,0.18
Zenkoku,1248390,15556.00,1180945.86,2222.29,24937,17691.29,14.07,29.00,23.29,0.02,43.04,1.24,0.13
