Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,506,34.00,506.00,4.86,0,0.00,0.00,0.00,0.00,0.00,371.18,,29.22
Akita,16,0.00,16.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,29.22
Aomori,27,1.00,27.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,29.22
Chiba,904,44.00,902.43,6.29,0,0.57,0.01,0.00,0.29,0.00,349.87,0.39,50.00
Ehime,80,4.00,76.14,0.57,1,1.00,0.08,0.00,0.14,0.01,21.65,0.43,14.29
Fukui,122,8.00,122.00,1.14,0,0.00,0.00,0.00,0.00,0.00,,,14.29
Fukuoka,662,25.00,658.57,3.57,4,0.57,0.01,0.00,0.00,0.00,1313.33,1.23,0.00
Fukushima,81,0.00,81.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Gifu,150,7.00,150.00,1.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Gunma,149,19.00,148.29,2.71,0,0.29,0.01,0.00,0.14,0.01,557.17,,50.00
Hiroshima,167,2.00,166.43,0.29,0,0.14,0.01,0.00,0.00,0.00,562.83,,0.00
Hokkaido,1039,79.00,1022.71,11.29,9,3.57,0.07,1.00,0.57,0.01,120.30,0.59,16.00
Hyogo,699,40.00,699.14,5.71,0,-0.14,-0.00,0.00,0.29,0.01,1128.33,,16.00
Ibaraki,168,9.00,168.00,1.29,0,0.00,0.00,0.00,0.00,0.00,,,16.00
Ishikawa,295,24.00,291.86,3.43,0,1.14,0.10,0.00,0.29,0.03,181.13,1.10,25.00
Iwate,0,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,25.00
Kagawa,28,0.00,28.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,25.00
Kagoshima,10,0.00,10.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,25.00
Kanagawa,1322,71.00,1306.14,10.14,0,6.57,0.07,0.00,1.00,0.01,74.03,0.72,15.22
Kochi,74,3.00,74.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,15.22
Kumamoto,48,3.00,48.00,0.43,0,0.00,0.00,0.00,0.00,0.00,,,15.22
Kyoto,358,14.00,358.00,2.00,0,0.00,0.00,0.00,0.00,0.00,808.18,,15.22
Mie,45,1.00,45.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,15.22
Miyagi,88,1.00,88.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,15.22
Miyazaki,17,0.00,17.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,15.22
Nagano,76,,76.00,,0,0.00,0.00,,,,1288.21,,15.22
Nagasaki,17,1.00,17.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,15.22
Nara,91,2.00,90.71,0.29,0,0.14,0.01,0.00,0.00,0.00,613.78,,0.00
Niigata,83,0.00,83.00,0.00,0,0.00,0.00,0.00,0.00,0.00,702.33,,0.00
Oita,60,1.00,60.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,25,,25.00,,0,0.00,0.00,,,,846.68,,0.00
Okinawa,142,6.00,142.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Osaka,1781,78.00,1776.86,11.14,0,1.43,0.02,0.00,1.14,0.01,469.05,0.54,80.00
Saga,47,0.00,47.00,0.00,0,0.00,0.00,0.00,0.00,0.00,225.61,,80.00
Saitama,999,46.00,995.86,6.57,0,1.14,0.02,0.00,0.00,0.00,255.76,0.54,0.00
Shiga,100,1.00,99.29,0.14,0,0.14,0.01,0.00,0.00,0.00,304.13,0.61,0.00
Shimane,24,0.00,24.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Shizuoka,75,1.00,73.71,0.14,1,0.29,0.01,0.00,0.00,0.00,498.30,,0.00
Tochigi,64,0.00,62.71,0.00,0,0.57,0.03,0.00,0.00,0.00,58.40,1.00,0.00
Tokushima,5,1.00,5.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Tokyo,5152,280.00,5109.86,40.00,14,12.43,0.09,9.00,5.57,0.04,234.01,0.61,44.83
Tottori,3,0.00,3.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,44.83
Toyama,227,21.00,227.00,3.00,0,0.00,0.00,0.00,0.14,0.01,283.12,,44.83
Wakayama,63,3.00,63.00,0.43,0,0.00,0.00,0.00,0.00,0.00,2137.32,,44.83
Yamagata,69,0.00,69.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,44.83
Yamaguchi,37,0.00,37.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,44.83
Yamanashi,60,0.00,59.29,0.00,0,0.43,0.05,0.00,0.00,0.00,109.42,2.19,0.00
Zenkoku,16255,830.00,16156.00,118.57,29,30.29,0.02,10.00,9.57,0.01,232.57,0.61,31.60
