Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,29757,608.00,29161.29,86.86,224,153.71,2.04,0.00,0.86,0.01,124.75,1.26,0.56
Akita,362,9.00,345.43,1.29,6,4.43,0.47,0.00,0.43,0.05,46.83,1.20,9.68
Aomori,1299,20.00,1226.14,2.86,26,19.43,1.58,0.00,0.00,0.00,52.62,1.47,0.00
Chiba,31463,600.00,31062.29,85.71,156,102.43,1.63,0.00,2.00,0.03,201.04,1.14,1.95
Ehime,1907,27.00,1793.00,3.86,43,27.86,2.10,0.00,0.43,0.03,40.35,0.98,1.54
Fukui,710,31.00,679.00,4.43,7,7.57,0.99,2.00,0.57,0.07,68.50,1.29,7.55
Fukuoka,19995,343.00,19662.14,49.00,138,80.00,1.57,0.00,1.29,0.03,213.54,1.86,1.61
Fukushima,2948,118.00,2866.86,16.86,21,20.29,1.11,0.00,0.00,0.00,104.20,0.82,0.00
Gifu,5333,129.00,5218.43,18.43,38,28.14,1.43,0.00,0.00,0.00,156.52,1.48,0.00
Gunma,5460,102.00,5357.71,14.57,36,28.43,1.48,0.00,0.14,0.01,133.16,1.31,0.50
Hiroshima,5373,107.00,5315.29,15.29,23,14.14,0.51,0.00,0.14,0.01,278.33,1.54,1.01
Hokkaido,22283,797.00,22003.43,113.86,109,71.86,1.38,3.00,2.86,0.05,189.83,1.03,3.98
Hyogo,24796,622.00,23472.71,88.86,510,326.43,6.00,4.00,2.29,0.04,50.18,1.34,0.70
Ibaraki,7385,129.00,7227.29,18.43,63,38.86,1.36,0.00,0.14,0.01,129.04,1.27,0.37
Ishikawa,2164,66.00,2100.00,9.43,16,16.57,1.47,0.00,0.00,0.00,87.27,1.33,0.00
Iwate,776,31.00,766.00,4.43,2,3.43,0.28,0.00,0.14,0.01,80.67,0.68,4.17
Kagawa,1055,19.00,1015.71,2.71,16,10.00,1.05,0.00,0.00,0.00,64.53,0.95,0.00
Kagoshima,1946,28.00,1933.00,4.00,0,4.00,0.25,0.00,0.00,0.00,183.55,0.59,0.00
Kanagawa,50659,800.00,50025.86,114.29,247,158.71,1.72,0.00,0.29,0.00,223.84,1.26,0.18
Kochi,960,19.00,949.86,2.71,7,2.00,0.29,0.00,0.00,0.00,381.63,0.70,0.00
Kumamoto,3591,74.00,3562.86,10.57,0,8.57,0.49,0.00,0.00,0.00,473.99,2.83,0.00
Kyoto,10616,176.00,10392.71,25.14,0,85.14,3.31,0.00,0.43,0.02,90.22,1.23,0.50
Mie,3153,74.00,3066.86,10.57,28,22.86,1.29,0.00,0.14,0.01,86.73,1.12,0.62
Miyagi,7552,46.00,7350.86,6.57,65,55.43,2.42,1.00,0.57,0.02,55.87,0.70,1.03
Miyazaki,2043,22.00,2021.71,3.14,0,10.29,0.97,0.00,0.00,0.00,180.67,6.72,0.00
Nagano,3413,50.00,3299.71,7.14,62,30.43,1.50,1.00,1.00,0.05,57.99,0.97,3.29
Nagasaki,1749,39.00,1694.43,5.57,24,12.71,0.97,0.00,0.00,0.00,173.02,5.59,0.00
Nara,4997,61.00,4740.71,8.71,90,67.14,5.08,0.00,0.71,0.05,39.56,0.95,1.06
Niigata,1915,18.00,1811.29,2.57,33,26.71,1.21,0.00,0.00,0.00,44.53,1.16,0.00
Oita,1373,22.00,1357.71,3.14,6,4.14,0.37,0.00,0.00,0.00,236.50,1.30,0.00
Okayama,3153,35.00,3037.57,5.00,53,28.57,1.52,0.00,0.00,0.00,64.06,1.19,0.00
Okinawa,11397,130.00,11012.57,18.57,157,99.00,6.79,0.00,0.14,0.01,61.11,0.97,0.14
Osaka,66752,1266.00,63247.43,180.86,1161,951.43,10.79,12.00,7.29,0.08,44.89,1.29,0.77
Saga,1327,13.00,1294.86,1.86,18,8.86,1.10,0.00,0.00,0.00,110.32,1.32,0.00
Saitama,35286,728.00,34764.43,104.00,207,136.29,1.86,2.00,1.86,0.03,168.39,1.15,1.36
Shiga,3173,60.00,3060.00,8.57,38,29.71,2.10,1.00,0.14,0.01,88.96,1.60,0.48
Shimane,297,0.00,294.00,0.00,1,0.86,0.13,0.00,0.00,0.00,309.61,1.64,0.00
Shizuoka,6110,121.00,6025.57,17.29,20,21.43,0.59,0.00,0.00,0.00,191.55,1.20,0.00
Tochigi,5057,70.00,4985.43,10.00,30,18.57,0.96,0.00,0.00,0.00,154.64,0.85,0.00
Tokushima,865,25.00,768.57,3.57,44,24.57,3.41,0.00,0.43,0.06,23.59,1.58,1.74
Tokyo,129540,1846.00,127553.71,263.71,759,508.86,3.64,10.00,6.14,0.04,171.03,1.17,1.21
Tottori,334,2.00,313.43,0.29,8,6.14,1.11,0.00,0.00,0.00,47.28,2.23,0.00
Toyama,1120,29.00,1073.29,4.14,20,11.14,1.08,0.00,0.00,0.00,59.43,0.95,0.00
Wakayama,1734,19.00,1628.71,2.71,35,30.43,3.33,0.00,0.14,0.02,36.81,1.17,0.47
Yamagata,1323,26.00,1262.86,3.71,16,18.00,1.69,2.00,1.14,0.11,36.37,0.87,6.35
Yamaguchi,1540,43.00,1484.57,6.14,37,11.29,0.84,0.00,0.00,0.00,183.62,2.67,0.00
Yamanashi,1057,19.00,1038.43,2.71,0,6.43,0.80,0.00,0.00,0.00,120.88,1.30,0.00
Zenkoku,527098,9619.00,514325.71,1374.14,4600,3353.29,2.67,38.00,31.71,0.03,104.12,1.21,0.95
