Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5463,89.00,5416.86,12.71,14,14.29,0.19,3.00,0.43,0.01,150.88,0.63,3.00
Akita,58,0.00,55.86,0.00,0,0.71,0.08,0.00,0.00,0.00,92.41,,0.00
Aomori,37,1.00,36.86,0.14,0,0.14,0.01,0.00,0.00,0.00,122.74,1.00,0.00
Chiba,4154,72.00,4041.71,10.29,44,31.43,0.50,0.00,0.14,0.00,80.14,1.15,0.45
Ehime,115,6.00,114.57,0.86,0,0.14,0.01,0.00,0.00,0.00,970.40,,0.00
Fukui,247,11.00,244.71,1.57,1,0.43,0.06,0.00,0.00,0.00,1659.88,,0.00
Fukuoka,5061,99.00,5052.29,14.14,4,3.00,0.06,0.00,0.14,0.00,795.70,0.88,4.76
Fukushima,279,4.00,266.57,0.57,7,3.71,0.20,0.00,0.14,0.01,58.72,1.16,3.85
Gifu,631,10.00,629.00,1.43,0,0.57,0.03,0.00,0.00,0.00,254.96,0.32,0.00
Gunma,735,19.00,724.86,2.71,2,4.14,0.22,0.00,0.00,0.00,124.46,1.77,0.00
Hiroshima,612,3.00,597.86,0.43,7,5.00,0.18,0.00,0.00,0.00,35.76,0.60,0.00
Hokkaido,2229,107.00,2165.71,15.29,12,17.43,0.33,0.00,0.00,0.00,82.88,1.20,0.00
Hyogo,2822,59.00,2775.43,8.43,18,15.00,0.28,0.00,0.00,0.00,110.86,1.13,0.00
Ibaraki,693,17.00,675.00,2.43,12,4.86,0.17,0.00,0.00,0.00,97.67,1.21,0.00
Ishikawa,778,47.00,777.43,6.71,0,0.14,0.01,0.00,0.00,0.00,849.34,0.16,0.00
Iwate,24,0.00,23.43,0.00,0,0.14,0.01,0.00,0.00,0.00,262.81,,0.00
Kagawa,93,2.00,93.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagoshima,440,12.00,429.86,1.71,0,2.57,0.16,0.00,0.00,0.00,79.11,0.77,0.00
Kanagawa,7266,145.00,7125.00,20.71,54,41.57,0.45,1.00,1.00,0.01,81.63,0.81,2.41
Kochi,138,4.00,138.00,0.57,0,0.00,0.00,0.00,0.00,0.00,1559.93,,2.41
Kumamoto,642,8.00,608.43,1.14,3,9.14,0.53,0.00,0.00,0.00,79.55,11.89,0.00
Kyoto,1796,27.00,1776.71,3.86,5,4.86,0.19,1.00,0.29,0.01,154.30,0.86,5.88
Mie,532,7.00,525.14,1.00,2,3.29,0.19,0.00,0.00,0.00,76.47,1.10,0.00
Miyagi,441,2.00,423.43,0.29,8,5.00,0.22,0.00,0.00,0.00,56.48,1.31,0.00
Miyazaki,344,1.00,344.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,316,1.00,312.57,0.14,3,0.86,0.04,0.00,0.00,0.00,180.60,1.64,0.00
Nagasaki,238,3.00,237.71,0.43,0,0.29,0.02,0.00,0.00,0.00,670.39,,0.00
Nara,583,9.00,579.29,1.29,2,1.29,0.10,0.00,0.00,0.00,178.07,0.87,0.00
Niigata,171,0.00,170.14,0.00,1,0.14,0.01,0.00,0.00,0.00,1153.33,0.61,0.00
Oita,158,2.00,158.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,161,,159.00,,0,0.57,0.03,,,,120.29,0.61,
Okinawa,2656,47.00,2586.57,6.71,27,20.00,1.37,0.00,0.14,0.01,76.41,1.24,0.71
Osaka,10950,221.00,10808.00,31.57,51,40.14,0.46,1.00,1.71,0.02,138.96,0.91,4.27
Saga,248,0.00,246.00,0.00,2,0.43,0.05,0.00,0.00,0.00,925.93,2.19,0.00
Saitama,4879,102.00,4786.29,14.57,39,27.71,0.38,0.00,0.00,0.00,107.17,1.16,0.00
Shiga,508,8.00,505.00,1.14,1,0.71,0.05,0.00,0.00,0.00,204.21,0.39,0.00
Shimane,140,0.00,140.00,0.00,0,0.00,0.00,0.00,0.00,0.00,2375.07,,0.00
Shizuoka,564,2.00,554.43,0.29,6,2.29,0.06,0.00,0.00,0.00,103.94,1.00,0.00
Tochigi,443,1.00,437.14,0.14,1,1.57,0.08,0.00,0.00,0.00,176.44,0.65,0.00
Tokushima,149,9.00,148.57,1.29,0,0.14,0.02,0.00,0.00,0.00,502.18,1.00,0.00
Tokyo,26869,416.00,26449.71,59.43,142,128.00,0.92,2.00,1.00,0.01,101.21,0.87,0.78
Tottori,36,0.00,36.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.78
Toyama,422,26.00,421.43,3.71,0,0.43,0.04,0.00,0.00,0.00,240.17,0.50,0.00
Wakayama,242,4.00,242.00,0.57,0,0.00,0.00,0.00,0.00,0.00,481.06,,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,206,2.00,202.14,0.29,2,0.71,0.05,0.00,0.00,0.00,226.42,0.79,0.00
Yamanashi,196,6.00,193.43,0.86,1,0.86,0.11,0.00,0.00,0.00,76.70,1.00,0.00
Zenkoku,85843,1612.00,84513.14,230.29,471,393.71,0.31,8.00,5.00,0.00,113.13,0.93,1.27
