Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,154088,1183.00,140499.86,169.00,5196,3485.14,46.22,2.00,2.14,0.03,28.42,1.54,0.06
Akita,3871,27.00,3132.57,3.86,261,200.14,21.02,0.00,0.00,0.00,14.22,3.00,0.00
Aomori,9535,40.00,8553.57,5.71,368,243.00,19.75,1.00,0.14,0.01,24.66,1.31,0.06
Chiba,138345,1048.00,128168.14,149.71,3364,2791.71,44.44,1.00,2.00,0.03,33.15,1.60,0.07
Ehime,9900,85.00,8940.86,12.14,357,256.00,19.30,0.00,0.43,0.03,21.30,1.18,0.17
Fukui,5205,38.00,4690.57,5.43,160,138.29,18.13,0.00,0.00,0.00,23.69,1.55,0.00
Fukuoka,111877,643.00,102653.86,91.86,3865,2403.14,47.06,4.00,1.43,0.03,26.28,1.26,0.06
Fukushima,12561,178.00,11449.43,25.43,448,275.00,15.03,2.00,0.29,0.02,40.32,2.48,0.10
Gifu,28232,222.00,25858.71,31.71,833,633.00,32.06,0.00,0.29,0.01,28.60,1.46,0.05
Gunma,27193,190.00,25160.29,27.14,0,617.86,32.07,2.00,0.86,0.04,23.64,1.29,0.14
Hiroshima,46239,233.00,42096.71,33.29,1599,1140.43,40.80,4.00,2.71,0.10,19.44,1.07,0.24
Hokkaido,87266,1499.00,79516.71,214.14,3002,1978.43,37.96,1.00,2.86,0.05,30.05,1.60,0.14
Hyogo,118649,1418.00,107057.57,202.57,4341,2973.00,54.66,6.00,2.29,0.04,25.18,1.52,0.08
Ibaraki,34168,223.00,31568.14,31.86,904,693.86,24.31,0.00,0.43,0.02,31.69,1.53,0.06
Ishikawa,12014,141.00,10796.14,20.14,389,327.71,29.00,0.00,0.14,0.01,24.92,1.79,0.04
Iwate,4497,53.00,4108.71,7.57,156,99.57,8.21,0.00,0.00,0.00,43.00,3.18,0.00
Kagawa,7915,41.00,6945.86,5.86,331,250.00,26.35,1.00,0.43,0.05,20.96,1.74,0.17
Kagoshima,15506,70.00,13890.29,10.00,483,434.57,27.38,0.00,0.57,0.04,22.23,1.60,0.13
Kanagawa,233382,1337.00,213929.00,191.00,8681,5043.29,54.73,3.00,1.29,0.01,33.65,1.74,0.03
Kochi,5706,36.00,5209.29,5.14,186,125.29,18.16,0.00,0.43,0.06,33.61,1.69,0.34
Kumamoto,26813,142.00,23631.00,20.29,1037,837.14,48.23,1.00,0.43,0.02,17.80,1.18,0.05
Kyoto,60497,298.00,53903.00,42.57,2754,1841.43,71.69,0.00,0.86,0.03,22.88,1.53,0.05
Mie,21302,172.00,19526.71,24.57,632,461.86,26.13,1.00,0.71,0.04,30.71,1.53,0.15
Miyagi,20707,118.00,19222.86,16.86,554,373.86,16.31,0.00,0.00,0.00,43.83,1.99,0.00
Miyazaki,10777,42.00,9424.00,6.00,807,411.14,38.65,1.00,0.14,0.01,18.58,1.58,0.03
Nagano,16692,98.00,14954.14,14.00,591,469.00,23.06,1.00,0.14,0.01,19.42,1.31,0.03
Nagasaki,13387,75.00,11544.43,10.71,668,496.57,37.89,0.00,0.14,0.01,13.97,1.33,0.03
Nara,24729,153.00,22276.71,21.86,755,639.14,48.31,0.00,0.14,0.01,25.63,1.52,0.02
Niigata,15658,63.00,14054.71,9.00,486,440.86,20.04,0.00,0.00,0.00,18.45,1.21,0.00
Oita,12771,85.00,11616.71,12.14,448,309.86,27.54,0.00,0.14,0.01,23.39,1.31,0.05
Okayama,24436,139.00,22026.71,19.86,877,634.14,33.69,1.00,0.43,0.02,23.70,1.48,0.07
Okinawa,81510,399.00,78314.57,57.00,979,884.86,60.65,0.00,0.00,0.00,46.17,0.89,0.00
Osaka,316014,3111.00,287062.71,444.43,10383,7618.71,86.41,6.00,4.71,0.05,25.75,1.39,0.06
Saga,10734,33.00,9497.14,4.71,402,334.00,41.29,0.00,0.14,0.02,19.80,1.45,0.04
Saitama,160045,1065.00,148540.29,152.14,3824,3158.86,43.02,0.00,0.57,0.01,33.29,1.50,0.02
Shiga,21685,106.00,19409.29,15.14,751,581.29,41.16,0.00,0.14,0.01,21.57,1.36,0.02
Shimane,4071,6.00,3788.86,0.86,68,89.29,13.39,0.00,0.14,0.02,15.94,0.73,0.16
Shizuoka,42984,211.00,38874.57,30.14,1391,1096.43,30.30,0.00,0.14,0.00,23.15,1.39,0.01
Tochigi,23212,123.00,21270.14,17.57,708,517.71,26.80,0.00,0.43,0.02,28.28,1.47,0.08
