Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,51665,984.00,51492.29,140.57,42,52.86,0.70,1.00,1.14,0.02,662.04,1.24,2.16
Akita,944,20.00,933.86,2.86,3,3.71,0.39,0.00,0.00,0.00,129.17,0.74,0.00
Aomori,2548,31.00,2539.00,4.43,7,2.43,0.20,0.00,0.00,0.00,490.34,0.74,0.00
Chiba,42338,718.00,41830.86,102.57,180,151.43,2.41,0.00,0.71,0.01,182.00,1.18,0.47
Ehime,2761,75.00,2756.86,10.71,3,0.86,0.06,0.00,0.00,0.00,6239.87,3.60,0.00
Fukui,1399,35.00,1370.43,5.00,6,8.29,1.09,0.00,0.00,0.00,122.34,1.16,0.00
Fukuoka,36024,526.00,35883.57,75.14,50,40.57,0.79,1.00,0.43,0.01,628.40,1.43,1.06
Fukushima,5108,161.00,5065.86,23.00,9,13.71,0.75,0.00,0.00,0.00,191.76,0.95,0.00
Gifu,9512,187.00,9491.43,26.71,9,5.14,0.26,0.00,0.00,0.00,1381.13,1.14,0.00
Gunma,8100,154.00,8080.14,22.00,9,5.71,0.30,0.00,0.00,0.00,1141.05,1.77,0.00
Hiroshima,11592,176.00,11568.00,25.14,9,6.71,0.24,0.00,0.00,0.00,1113.76,1.05,0.00
Hokkaido,41935,1413.00,41767.43,201.86,60,48.43,0.93,1.00,0.29,0.01,599.95,1.47,0.59
Hyogo,41306,1310.00,41198.86,187.14,17,32.71,0.60,0.00,0.14,0.00,889.97,1.35,0.44
Ibaraki,10893,166.00,10798.29,23.71,36,27.00,0.95,0.00,0.00,0.00,287.49,1.26,0.00
Ishikawa,4061,115.00,4020.86,16.43,16,11.43,1.01,0.00,0.00,0.00,271.24,1.61,0.00
Iwate,1812,47.00,1777.14,6.71,12,9.43,0.78,0.00,0.00,0.00,115.45,1.10,0.00
Kagawa,2120,31.00,2113.29,4.43,1,2.29,0.24,0.00,0.00,0.00,729.98,1.80,0.00
Kagoshima,3742,39.00,3729.14,5.57,2,4.29,0.27,0.00,0.00,0.00,475.52,0.95,0.00
Kanagawa,70904,964.00,69937.43,137.71,308,280.57,3.05,0.00,1.14,0.01,178.10,1.34,0.41
Kochi,1904,27.00,1887.43,3.86,6,5.14,0.75,0.00,0.00,0.00,204.35,1.02,0.00
Kumamoto,6501,119.00,6496.29,17.00,1,1.00,0.06,0.00,0.00,0.00,3499.82,0.91,0.00
Kyoto,16850,247.00,16782.86,35.29,18,20.14,0.78,0.00,0.14,0.01,573.93,1.45,0.71
Mie,5359,113.00,5329.14,16.14,10,9.00,0.51,0.00,0.14,0.01,454.64,1.74,1.59
Miyagi,9362,91.00,9293.14,13.00,30,20.00,0.87,0.00,0.14,0.01,362.89,1.49,0.71
Miyazaki,3114,27.00,3108.14,3.86,3,1.43,0.13,0.00,0.00,0.00,1443.68,0.88,0.00
Nagano,5065,94.00,5058.14,13.43,2,2.29,0.11,1.00,0.14,0.01,1289.27,1.51,6.25
Nagasaki,3232,69.00,3226.57,9.86,3,1.86,0.14,0.00,0.00,0.00,797.48,0.53,0.00
Nara,8497,132.00,8448.57,18.86,24,13.71,1.04,0.00,0.00,0.00,500.11,1.51,0.00
Niigata,3497,54.00,3474.29,7.71,6,7.00,0.32,0.00,0.29,0.01,285.38,1.33,4.08
Oita,3506,64.00,3502.86,9.14,1,1.43,0.13,0.00,0.00,0.00,1747.16,1.92,0.00
Okayama,7628,127.00,7613.71,18.14,6,3.57,0.19,1.00,0.14,0.01,1899.00,1.80,4.00
Okinawa,21442,206.00,21301.00,29.43,65,39.57,2.71,0.00,1.43,0.10,296.65,0.89,3.61
Osaka,105179,2696.00,104671.29,385.14,225,137.86,1.56,3.00,1.29,0.01,535.65,1.28,0.93
Saga,2572,24.00,2570.29,3.43,1,0.43,0.05,0.00,0.00,0.00,1709.29,0.37,0.00
Saitama,48217,839.00,47764.14,119.86,179,129.00,1.76,1.00,0.86,0.01,240.13,1.18,0.66
Shiga,5640,90.00,5616.00,12.86,9,7.43,0.53,0.00,0.00,0.00,548.85,1.69,0.00
Shimane,562,2.00,559.43,0.29,1,1.00,0.15,0.00,0.00,0.00,429.40,4.01,0.00
Shizuoka,9660,153.00,9566.57,21.86,44,27.43,0.76,1.00,0.14,0.00,245.41,1.37,0.52
Tochigi,7280,82.00,7225.29,11.71,28,15.29,0.79,0.00,0.00,0.00,271.15,0.85,0.00
Tokushima,1668,63.00,1662.43,9.00,2,1.43,0.20,0.00,0.00,0.00,1409.15,3.16,0.00
Tokyo,182970,2258.00,180779.14,322.57,830,659.14,4.72,2.00,2.00,0.01,173.58,1.22,0.30
Tottori,496,2.00,494.57,0.29,1,0.29,0.05,0.00,0.00,0.00,320.60,0.26,0.00
Toyama,2066,38.00,2057.86,5.43,7,2.14,0.21,0.00,0.00,0.00,682.80,1.57,0.00
Wakayama,2715,49.00,2705.86,7.00,3,2.57,0.28,0.00,0.00,0.00,856.47,1.52,0.00
Yamagata,2070,47.00,2051.57,6.71,3,5.71,0.54,0.00,0.00,0.00,368.21,3.16,0.00
Yamaguchi,3177,80.00,3171.86,11.43,2,2.00,0.15,0.00,0.00,0.00,845.84,0.75,0.00
Yamanashi,2171,21.00,2148.14,3.00,11,5.14,0.64,0.00,0.00,0.00,265.80,1.20,0.00
Zenkoku,821164,14966.00,814921.29,2138.00,2300,1830.57,1.46,12.00,10.57,0.01,295.87,1.24,0.58
