Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,4187,57.00,3985.71,8.14,50,57.14,0.76,3.00,1.71,0.02,32.61,0.85,3.00
Akita,45,0.00,44.71,0.00,0,0.14,0.02,0.00,0.00,0.00,33.67,0.23,0.00
Aomori,33,1.00,33.00,0.14,0,0.00,0.00,0.00,0.00,0.00,371.18,,0.00
Chiba,2801,59.00,2680.00,8.43,27,38.43,0.61,0.00,0.14,0.00,38.05,0.99,0.37
Ehime,114,6.00,112.14,0.86,0,0.57,0.04,0.00,0.00,0.00,156.26,1.23,0.00
Fukui,164,8.00,158.57,1.14,1,1.29,0.17,0.00,0.00,0.00,177.09,4.80,0.00
Fukuoka,4118,50.00,3900.14,7.14,63,62.14,1.22,2.00,1.14,0.02,32.11,0.85,1.84
Fukushima,128,0.00,120.14,0.00,3,2.71,0.15,0.00,0.00,0.00,30.42,1.85,0.00
Gifu,543,9.00,532.57,1.29,4,3.29,0.17,0.00,0.14,0.01,73.55,0.66,4.35
Gunma,384,19.00,354.14,2.71,4,11.00,0.57,0.00,0.00,0.00,17.89,1.08,0.00
Hiroshima,451,3.00,442.71,0.43,1,2.00,0.07,0.00,0.00,0.00,146.44,0.72,0.00
Hokkaido,1712,103.00,1668.29,14.71,14,11.43,0.22,0.00,0.00,0.00,109.32,1.20,0.00
Hyogo,2129,49.00,2030.00,7.00,24,29.29,0.54,0.00,0.14,0.00,36.28,0.90,0.49
Ibaraki,507,11.00,488.00,1.57,4,6.29,0.22,0.00,0.14,0.01,43.31,0.91,2.27
Ishikawa,573,31.00,531.57,4.43,17,12.43,1.10,0.00,0.29,0.03,22.35,1.02,2.30
Iwate,12,0.00,10.29,0.00,1,0.43,0.04,0.00,0.00,0.00,16.87,1.34,0.00
Kagawa,71,1.00,69.14,0.14,0,0.86,0.09,0.00,0.00,0.00,41.84,1.14,0.00
Kagoshima,346,9.00,340.00,1.29,4,1.57,0.10,1.00,0.29,0.02,29.32,0.33,18.18
Kanagawa,4459,108.00,4253.71,15.43,39,67.29,0.73,1.00,0.43,0.00,30.48,0.84,0.64
Kochi,109,3.00,106.29,0.43,0,0.86,0.12,0.00,0.00,0.00,30.33,0.42,0.00
Kumamoto,471,7.00,448.00,1.00,0,7.71,0.44,0.00,0.00,0.00,32.65,1.04,0.00
Kyoto,1319,21.00,1221.71,3.00,76,25.86,1.01,0.00,0.00,0.00,31.19,1.28,0.00
Mie,342,2.00,314.86,0.29,5,8.14,0.46,0.00,0.00,0.00,28.68,1.42,0.00
Miyagi,192,2.00,188.57,0.29,1,1.00,0.04,0.00,0.14,0.01,175.47,2.45,14.29
Miyazaki,321,1.00,299.00,0.14,4,6.86,0.64,0.00,0.00,0.00,28.85,1.55,0.00
Nagano,183,,163.29,,11,4.71,0.23,,,,37.13,1.76,
Nagasaki,204,3.00,194.14,0.43,3,2.14,0.16,0.00,0.00,0.00,55.38,1.00,0.00
Nara,492,3.00,469.71,0.43,2,7.43,0.56,0.00,0.00,0.00,19.42,0.86,0.00
Niigata,139,0.00,137.00,0.00,0,0.86,0.04,0.00,0.00,0.00,80.64,2.19,0.00
Oita,140,1.00,133.86,0.14,2,2.86,0.25,0.00,0.00,0.00,15.56,1.00,0.00
Okayama,141,,133.57,,3,1.86,0.10,,,,51.54,1.13,
Okinawa,1911,23.00,1821.43,3.29,22,31.71,2.17,4.00,1.29,0.09,22.69,0.64,4.05
Osaka,7901,131.00,7551.00,18.71,60,114.29,1.30,2.00,2.00,0.02,32.53,0.90,1.75
Saga,224,0.00,212.43,0.00,2,3.57,0.44,0.00,0.00,0.00,31.38,0.77,0.00
Saitama,3592,86.00,3455.29,12.29,30,44.57,0.61,0.00,0.57,0.01,46.07,1.03,1.28
Shiga,401,4.00,375.71,0.57,10,6.71,0.48,0.00,0.00,0.00,32.77,1.05,0.00
Shimane,135,0.00,133.86,0.00,1,0.29,0.04,0.00,0.00,0.00,214.06,0.46,0.00
Shizuoka,446,1.00,433.14,0.14,13,3.00,0.08,0.00,0.00,0.00,51.23,0.61,0.00
Tochigi,289,1.00,286.00,0.14,0,1.00,0.05,0.00,0.00,0.00,68.97,0.37,0.00
Tokushima,109,1.00,101.57,0.14,3,2.00,0.28,0.00,0.00,0.00,17.76,0.58,0.00
Tokyo,19428,352.00,18814.86,50.29,95,192.29,1.38,2.00,1.14,0.01,49.97,0.87,0.59
Tottori,22,0.00,21.86,0.00,0,0.14,0.03,0.00,0.00,0.00,121.28,,0.00
Toyama,342,23.00,333.71,3.29,1,3.29,0.32,0.00,0.14,0.01,47.03,1.36,4.35
Wakayama,227,4.00,220.43,0.57,2,2.57,0.28,0.00,0.00,0.00,33.86,1.20,0.00
Yamagata,77,1.00,76.71,0.14,0,0.14,0.01,0.00,0.00,0.00,518.68,,0.00
Yamaguchi,114,0.00,100.71,0.00,3,4.29,0.32,0.00,0.00,0.00,22.27,3.60,0.00
Yamanashi,167,1.00,157.57,0.14,5,3.57,0.44,0.00,0.00,0.00,32.04,2.26,0.00
Zenkoku,62215,1195.00,59661.14,170.71,610,792.00,0.63,15.00,9.71,0.01,38.52,0.90,1.23
