Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,10112,119.00,9618.00,17.00,0,155.57,2.06,0.00,1.29,0.02,37.13,1.05,0.83
Akita,90,1.00,88.00,0.14,0,1.00,0.11,0.00,0.00,0.00,28.32,4.01,0.00
Aomori,299,6.00,288.86,0.86,4,2.43,0.20,0.00,0.00,0.00,161.08,7.57,0.00
Chiba,7082,89.00,6835.71,12.71,74,74.29,1.18,2.00,0.43,0.01,56.96,1.05,0.58
Ehime,320,6.00,298.86,0.86,6,7.86,0.59,0.00,0.00,0.00,10.89,0.62,0.00
Fukui,319,11.00,312.71,1.57,3,2.00,0.26,0.00,0.00,0.00,105.93,0.95,0.00
Fukuoka,5860,108.00,5724.57,15.43,33,38.43,0.75,0.00,0.14,0.00,121.16,1.66,0.37
Fukushima,501,7.00,493.29,1.00,0,3.00,0.16,1.00,0.14,0.01,96.69,0.86,4.76
Gifu,1093,14.00,1031.71,2.00,21,17.71,0.90,0.00,0.14,0.01,36.37,1.32,0.81
Gunma,1239,22.00,1167.14,3.14,32,21.71,1.13,1.00,0.14,0.01,37.40,1.40,0.66
Hiroshima,856,6.00,798.57,0.86,18,12.29,0.44,0.00,0.00,0.00,59.04,1.43,0.00
Hokkaido,8869,194.00,8251.43,27.71,151,183.43,3.52,5.00,5.14,0.10,22.39,0.90,2.80
Hyogo,5626,81.00,5305.14,11.57,56,99.71,1.83,1.00,0.29,0.01,29.18,0.97,0.29
Ibaraki,1611,23.00,1486.43,3.29,50,37.71,1.32,2.00,0.57,0.02,22.17,1.07,1.52
Ishikawa,859,50.00,847.86,7.14,6,3.00,0.27,0.00,0.14,0.01,274.46,2.45,4.76
Iwate,204,4.00,182.14,0.57,10,6.00,0.49,1.00,0.43,0.04,12.00,0.70,7.14
Kagawa,147,2.00,138.71,0.29,4,2.14,0.23,0.00,0.00,0.00,61.21,1.34,0.00
Kagoshima,612,13.00,609.14,1.86,0,1.43,0.09,0.00,0.00,0.00,119.26,0.42,0.00
Kanagawa,12716,197.00,12246.57,28.14,157,153.71,1.67,2.00,1.29,0.01,49.76,1.13,0.84
Kochi,157,4.00,150.71,0.57,5,1.14,0.17,0.00,0.00,0.00,143.81,1.64,0.00
Kumamoto,1021,13.00,1001.57,1.86,9,6.29,0.36,0.00,0.14,0.01,104.19,1.18,2.27
Kyoto,2671,39.00,2594.57,5.57,8,21.43,0.83,2.00,0.43,0.02,67.10,0.99,2.00
Mie,865,7.00,818.14,1.00,7,15.71,0.89,0.00,0.00,0.00,30.75,1.14,0.00
Miyagi,1211,10.00,1176.00,1.43,9,11.86,0.52,0.00,0.14,0.01,53.32,0.95,1.20
Miyazaki,513,1.00,479.14,0.14,10,9.14,0.86,0.00,0.00,0.00,32.21,1.13,0.00
Nagano,736,6.00,687.14,0.86,18,14.00,0.69,0.00,0.00,0.00,29.57,0.96,0.00
Nagasaki,271,3.00,266.43,0.43,0,1.14,0.09,0.00,0.00,0.00,107.91,0.85,0.00
Nara,1157,12.00,1101.71,1.71,16,17.00,1.28,0.00,0.14,0.01,37.54,0.94,0.84
Niigata,336,0.00,328.86,0.00,5,1.71,0.08,0.00,0.00,0.00,43.12,0.40,0.00
Oita,309,3.00,270.86,0.43,14,10.14,0.90,0.00,0.00,0.00,19.17,1.53,0.00
Okayama,609,11.00,575.00,1.57,10,11.29,0.60,0.00,0.00,0.00,25.97,0.95,0.00
Okinawa,4353,69.00,4225.29,9.86,27,42.29,2.90,0.00,0.14,0.01,72.29,1.33,0.34
Osaka,20591,326.00,19559.14,46.57,318,304.71,3.46,6.00,5.86,0.07,36.87,1.01,1.92
Saga,319,2.00,305.86,0.29,10,2.86,0.35,1.00,0.14,0.02,100.41,1.36,5.00
Saitama,8531,143.00,8212.71,20.43,104,98.43,1.34,4.00,1.00,0.01,50.68,1.07,1.02
Shiga,793,9.00,774.57,1.29,10,5.29,0.37,0.00,0.00,0.00,73.58,0.80,0.00
Shimane,148,0.00,145.57,0.00,1,0.71,0.11,0.00,0.00,0.00,195.33,,0.00
Shizuoka,1674,11.00,1480.57,1.57,54,48.57,1.34,0.00,1.00,0.03,16.84,1.05,2.06
Tochigi,664,2.00,622.29,0.29,26,9.86,0.51,0.00,0.00,0.00,44.50,1.15,0.00
Tokushima,181,9.00,180.57,1.29,0,0.29,0.04,0.00,0.00,0.00,253.11,0.52,0.00
Tokyo,41311,494.00,40059.14,70.57,372,387.57,2.77,5.00,1.71,0.01,64.19,1.07,0.44
Tottori,58,0.00,57.71,0.00,0,0.29,0.05,0.00,0.00,0.00,58.80,1.64,0.00
Toyama,459,26.00,454.71,3.71,0,1.71,0.17,0.00,0.00,0.00,161.86,1.06,0.00
Wakayama,462,6.00,435.14,0.86,10,7.71,0.84,0.00,0.29,0.03,33.92,0.96,3.70
Yamagata,138,1.00,123.57,0.14,3,4.00,0.38,0.00,0.00,0.00,32.78,2.25,0.00
Yamaguchi,391,2.00,377.71,0.29,5,4.00,0.30,0.00,0.00,0.00,37.24,0.51,0.00
Yamanashi,344,9.00,336.86,1.29,6,1.71,0.21,0.00,0.29,0.04,42.22,0.46,16.67
Zenkoku,148688,2171.00,142526.43,310.14,1682,1864.29,1.48,33.00,21.43,0.02,45.49,1.04,1.15
