Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,5403,86.00,5332.43,12.29,19,23.14,0.31,0.00,0.43,0.01,130.73,1.07,1.85
Akita,53,0.00,53.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,1.85
Aomori,37,1.00,36.14,0.14,0,0.29,0.02,0.00,0.00,0.00,151.01,,0.00
Chiba,4010,72.00,3899.57,10.29,42,29.29,0.47,0.00,0.29,0.00,91.75,1.27,0.98
Ehime,114,6.00,114.00,0.86,0,0.00,0.00,0.00,0.00,0.00,,,0.98
Fukui,244,11.00,244.00,1.57,0,0.00,0.00,0.00,0.00,0.00,,,0.98
Fukuoka,5054,99.00,5035.29,14.14,11,4.43,0.09,0.00,0.57,0.01,902.44,1.76,12.90
Fukushima,263,3.00,254.43,0.43,0,2.29,0.12,0.00,0.14,0.01,49.91,0.82,6.25
Gifu,627,10.00,624.00,1.43,0,1.57,0.08,0.00,0.00,0.00,153.40,0.68,0.00
Gunma,725,19.00,706.86,2.71,6,3.71,0.19,0.00,0.00,0.00,142.19,0.81,0.00
Hiroshima,597,3.00,560.14,0.43,10,11.57,0.41,0.00,0.00,0.00,34.82,1.99,0.00
Hokkaido,2141,107.00,2091.00,15.29,15,14.57,0.28,0.00,0.00,0.00,93.65,1.11,0.00
Hyogo,2767,59.00,2706.00,8.43,29,15.57,0.29,0.00,0.00,0.00,128.11,1.43,0.00
Ibaraki,671,17.00,656.29,2.43,3,4.71,0.17,-1.00,0.00,0.00,118.70,1.95,0.00
Ishikawa,777,47.00,776.43,6.71,0,0.14,0.01,0.00,0.00,0.00,269.43,0.12,0.00
Iwate,23,0.00,23.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagawa,93,2.00,93.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Kagoshima,422,12.00,415.29,1.71,0,3.14,0.20,0.00,0.00,0.00,64.39,0.94,0.00
Kanagawa,7099,143.00,6905.00,20.43,59,50.71,0.55,3.00,1.00,0.01,78.98,1.14,1.97
Kochi,138,4.00,138.00,0.57,0,0.00,0.00,0.00,0.00,0.00,667.15,,1.97
Kumamoto,588,8.00,576.57,1.14,9,2.29,0.13,0.00,0.00,0.00,541.54,7.25,0.00
Kyoto,1767,26.00,1746.14,3.71,0,8.14,0.32,0.00,0.14,0.01,139.10,1.08,1.75
Mie,525,7.00,507.29,1.00,2,4.43,0.25,0.00,0.00,0.00,85.91,1.42,0.00
Miyagi,418,2.00,402.00,0.29,5,4.14,0.18,0.00,0.00,0.00,66.50,1.30,0.00
Miyazaki,344,1.00,344.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Nagano,312,1.00,307.71,0.14,1,1.00,0.05,0.00,0.00,0.00,296.18,2.45,0.00
Nagasaki,238,3.00,236.57,0.43,0,0.29,0.02,0.00,0.00,0.00,2006.31,,0.00
Nara,580,9.00,570.71,1.29,5,2.57,0.19,0.00,0.00,0.00,208.26,1.78,0.00
Niigata,170,0.00,170.00,0.00,0,0.00,0.00,0.00,0.00,0.00,238.15,,0.00
Oita,158,2.00,158.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Okayama,158,,155.71,,1,0.71,0.04,,,,110.08,1.17,
Okinawa,2569,47.00,2491.43,6.71,28,20.29,1.39,1.00,0.14,0.01,101.77,1.97,0.70
Osaka,10770,217.00,10602.14,31.00,51,46.14,0.52,2.00,2.29,0.03,131.82,0.97,4.95
Saga,246,0.00,245.14,0.00,1,0.14,0.02,0.00,0.00,0.00,1187.01,1.00,0.00
Saitama,4765,102.00,4660.43,14.57,50,26.14,0.36,0.00,0.14,0.00,124.90,1.40,0.55
Shiga,503,8.00,500.29,1.14,0,1.14,0.08,0.00,0.00,0.00,132.41,0.75,0.00
Shimane,140,0.00,140.00,0.00,0,0.00,0.00,0.00,0.00,0.00,337.21,,0.00
Shizuoka,551,2.00,540.00,0.29,0,3.57,0.10,0.00,0.14,0.00,135.46,2.07,4.00
Tochigi,435,1.00,430.43,0.14,2,1.14,0.06,0.00,0.00,0.00,93.73,0.32,0.00
Tokushima,148,9.00,147.57,1.29,0,0.14,0.02,0.00,0.00,0.00,1250.61,,0.00
Tokyo,26376,411.00,25770.71,58.71,207,159.86,1.14,2.00,1.57,0.01,101.38,1.16,0.98
Tottori,36,0.00,36.00,0.00,0,0.00,0.00,0.00,0.00,0.00,,,0.98
Toyama,422,26.00,417.29,3.71,1,1.43,0.14,0.00,0.14,0.01,286.81,3.16,10.00
Wakayama,242,4.00,241.29,0.57,0,0.29,0.03,0.00,0.00,0.00,290.25,1.00,0.00
Yamagata,78,1.00,78.00,0.14,0,0.00,0.00,0.00,0.00,0.00,,,0.00
Yamaguchi,201,2.00,200.29,0.29,0,0.43,0.03,0.00,0.00,0.00,186.52,2.19,0.00
Yamanashi,193,6.00,186.71,0.86,0,1.86,0.23,0.00,0.00,0.00,132.49,,0.00
Zenkoku,84191,1596.00,82526.29,228.00,557,451.29,0.36,7.00,7.00,0.01,116.45,1.18,1.55
