Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,21420,330.00,20665.57,47.14,151,239.00,3.17,7.00,6.00,0.08,47.22,0.85,2.51
Akita,219,1.00,198.14,0.14,3,5.86,0.62,0.00,0.00,0.00,29.25,1.88,0.00
Aomori,656,8.00,627.00,1.14,12,10.57,0.86,0.00,0.00,0.00,40.37,1.82,0.00
Chiba,18168,181.00,16745.43,25.86,487,396.14,6.31,7.00,4.14,0.07,24.66,1.07,1.05
Ehime,849,15.00,795.57,2.14,22,16.43,1.24,1.00,0.29,0.02,20.98,0.73,1.74
Fukui,461,13.00,436.57,1.86,5,8.43,1.11,0.00,0.14,0.02,43.72,1.96,1.69
Fukuoka,13623,143.00,12550.86,20.43,203,266.57,5.22,4.00,1.43,0.03,29.92,1.13,0.54
Fukushima,1483,34.00,1402.71,4.86,14,26.29,1.44,1.00,0.57,0.03,27.83,0.93,2.17
Gifu,3618,59.00,3426.29,8.43,65,60.14,3.05,4.00,1.43,0.07,31.56,0.99,2.38
Gunma,3375,60.00,3206.57,8.57,48,52.71,2.74,0.00,0.57,0.03,33.84,0.95,1.08
Hiroshima,4424,72.00,4304.86,10.29,28,37.43,1.34,2.00,1.43,0.05,49.14,0.66,3.82
Hokkaido,16035,546.00,15628.29,78.00,92,132.71,2.55,6.00,4.00,0.08,64.87,0.93,3.01
Hyogo,13955,308.00,13229.14,44.00,146,222.00,4.08,1.00,3.57,0.07,34.41,0.99,1.61
Ibaraki,3941,45.00,3682.86,6.43,66,83.86,2.94,0.00,0.57,0.02,24.67,1.05,0.68
Ishikawa,1356,55.00,1304.43,7.86,19,15.43,1.37,1.00,0.29,0.03,60.47,1.16,1.85
Iwate,475,25.00,459.57,3.57,4,4.43,0.37,0.00,0.00,0.00,51.73,0.98,0.00
Kagawa,546,6.00,512.29,0.86,8,12.29,1.29,1.00,0.29,0.03,20.74,0.84,2.33
Kagoshima,1387,15.00,1331.29,2.14,16,12.29,0.77,0.00,0.14,0.01,42.93,0.63,1.16
Kanagawa,34879,361.00,32365.86,51.57,737,738.86,8.02,5.00,5.43,0.06,24.22,1.05,0.73
Kochi,791,13.00,768.14,1.86,12,5.29,0.77,0.00,0.14,0.02,80.90,0.95,2.70
Kumamoto,3029,41.00,2820.43,5.86,90,75.00,4.32,3.00,0.86,0.05,21.77,1.23,1.14
Kyoto,6877,84.00,6427.86,12.00,414,114.00,4.44,6.00,1.14,0.04,32.65,0.98,1.00
Mie,1822,24.00,1742.14,3.43,22,25.43,1.44,1.00,0.29,0.02,33.12,0.89,1.12
Miyagi,3017,21.00,2869.71,3.00,50,44.00,1.92,1.00,0.57,0.02,35.79,0.91,1.30
Miyazaki,1599,13.00,1486.29,1.86,29,31.14,2.93,2.00,0.43,0.04,21.51,0.72,1.38
Nagano,2028,23.00,1918.71,3.29,14,37.14,1.83,2.00,0.57,0.03,22.76,0.76,1.54
Nagasaki,1263,17.00,1168.29,2.43,17,26.14,1.99,1.00,1.00,0.08,20.64,0.81,3.83
Nara,2674,32.00,2563.71,4.57,25,31.86,2.41,1.00,0.14,0.01,45.56,0.97,0.45
Niigata,781,7.00,755.57,1.00,14,8.71,0.40,2.00,0.57,0.03,30.75,0.73,6.56
Oita,939,11.00,909.29,1.57,6,10.00,0.89,0.00,0.29,0.03,44.75,0.91,2.86
Okayama,2124,16.00,2033.14,2.29,22,27.86,1.48,0.00,0.14,0.01,32.53,0.72,0.51
Okinawa,6580,86.00,6297.57,12.29,113,77.57,5.32,0.00,0.14,0.01,60.66,1.34,0.18
Osaka,39051,765.00,37511.57,109.29,525,458.43,5.20,13.00,8.86,0.10,46.41,0.98,1.93
Saga,812,4.00,746.29,0.57,19,20.00,2.47,0.00,0.14,0.02,19.19,1.12,0.71
Saitama,21534,282.00,20154.29,40.29,421,386.71,5.27,7.00,3.86,0.05,31.74,1.06,1.00
Shiga,1798,19.00,1716.43,2.71,27,26.57,1.88,0.00,0.43,0.03,35.75,0.88,1.61
Shimane,237,0.00,233.14,0.00,2,1.29,0.19,0.00,0.00,0.00,107.54,0.87,0.00
Shizuoka,3964,65.00,3765.00,9.29,52,65.29,1.80,0.00,1.57,0.04,29.20,0.94,2.41
Tochigi,3340,23.00,3089.00,3.29,94,71.57,3.70,4.00,1.00,0.05,18.14,0.77,1.40
Tokushima,304,10.00,286.14,1.43,7,5.14,0.71,0.00,0.14,0.02,21.78,0.80,2.78
Tokyo,87914,744.00,83519.86,106.29,1240,1335.43,9.56,16.00,5.71,0.04,34.53,0.90,0.43
Tottori,179,2.00,173.86,0.29,2,1.86,0.34,0.00,0.00,0.00,61.04,0.86,0.00
Toyama,810,27.00,779.57,3.86,8,9.57,0.93,0.00,0.14,0.01,34.14,0.64,1.49
Wakayama,904,11.00,851.29,1.57,19,15.14,1.66,0.00,0.43,0.05,36.65,1.12,2.83
Yamagata,447,13.00,441.14,1.86,4,1.71,0.16,0.00,0.29,0.03,137.59,0.75,16.67
Yamaguchi,968,5.00,831.29,0.71,47,32.29,2.41,0.00,0.00,0.00,25.29,1.95,0.00
Yamanashi,855,11.00,817.00,1.57,8,11.57,1.44,0.00,0.00,0.00,24.78,0.71,0.00
Zenkoku,337511,4646.00,319550.00,663.71,5429,5298.14,4.21,99.00,59.14,0.05,33.93,0.97,1.12
