Pref.,npatients,ndeaths,Total cases(ave7),Total deaths(ave7),Daily cases,cases(ave7),cases/100000pop,Daily deaths,deaths(ave7),deaths/10000pop.,Td7,Rt,CFR(%)
Aichi,50361,929.00,50059.00,132.71,88,92.14,1.22,6.00,5.86,0.08,245.70,0.73,6.36
Akita,769,20.00,764.71,2.86,4,0.86,0.09,0.00,0.14,0.02,925.18,2.19,16.67
Aomori,2453,31.00,2451.57,4.43,0,0.71,0.06,0.00,0.14,0.01,761.48,0.28,20.00
Chiba,39173,701.00,38812.71,100.14,103,109.86,1.75,0.00,1.00,0.02,233.35,1.27,0.91
Ehime,2749,75.00,2743.43,10.71,0,1.86,0.14,0.00,0.00,0.00,1207.68,1.21,0.00
Fukui,1118,34.00,1083.29,4.86,22,7.86,1.03,0.00,0.00,0.00,203.11,3.96,0.00
Fukuoka,35221,512.00,35104.57,73.14,36,35.29,0.69,2.00,3.00,0.06,529.37,0.88,8.50
Fukushima,4775,161.00,4743.00,23.00,11,8.71,0.48,2.00,0.86,0.05,330.40,1.04,9.84
Gifu,9366,183.00,9320.71,26.14,9,14.14,0.72,0.00,0.57,0.03,320.27,0.75,4.04
Gunma,8003,149.00,7993.43,21.29,4,3.29,0.17,0.00,0.14,0.01,848.64,0.51,4.35
Hiroshima,11375,166.00,11297.57,23.71,22,25.86,0.93,1.00,1.86,0.07,242.75,0.97,7.18
Hokkaido,40995,1342.00,40775.43,191.71,52,74.71,1.43,2.00,7.71,0.15,235.32,0.68,10.33
Hyogo,40699,1273.00,40605.57,181.86,17,29.86,0.55,1.00,2.43,0.04,636.36,0.76,8.13
Ibaraki,10271,161.00,10204.00,23.00,17,19.43,0.68,0.00,0.57,0.02,235.92,0.80,2.94
Ishikawa,3912,114.00,3894.71,16.29,1,5.29,0.47,0.00,0.29,0.03,463.35,1.16,5.41
Iwate,1633,46.00,1617.43,6.57,1,6.14,0.51,0.00,0.00,0.00,94.27,0.65,0.00
Kagawa,2083,30.00,2077.71,4.29,0,2.57,0.27,1.00,0.43,0.05,359.46,0.77,16.67
Kagoshima,3635,35.00,3617.86,5.00,3,7.29,0.46,1.00,0.29,0.02,202.02,0.78,3.92
Kanagawa,65464,936.00,64881.71,133.71,162,181.29,1.97,0.00,1.71,0.02,208.00,1.03,0.95
Kochi,1725,23.00,1696.71,3.29,10,9.14,1.33,0.00,0.29,0.04,115.16,1.16,3.12
Kumamoto,6432,111.00,6420.86,15.86,0,4.29,0.25,0.00,0.29,0.02,571.46,0.67,6.67
Kyoto,16465,235.00,16411.86,33.57,16,16.71,0.65,0.00,0.86,0.03,390.95,0.63,5.13
Mie,5186,109.00,5166.86,15.57,4,5.86,0.33,0.00,0.14,0.01,305.98,0.62,2.44
Miyagi,9066,86.00,9053.43,12.29,2,5.14,0.22,0.00,0.29,0.01,762.48,0.81,5.56
Miyazaki,3067,27.00,3061.57,3.86,0,1.57,0.15,0.00,0.00,0.00,1313.82,1.07,0.00
Nagano,4971,91.00,4950.43,13.00,10,5.29,0.26,0.00,0.29,0.01,479.34,0.75,5.41
Nagasaki,3112,69.00,3087.86,9.86,6,6.71,0.51,0.00,0.14,0.01,220.71,0.87,2.13
Nara,8159,125.00,8120.43,17.86,14,11.71,0.89,1.00,0.57,0.04,465.83,1.27,4.88
Niigata,3384,47.00,3377.43,6.71,0,3.14,0.14,0.00,0.14,0.01,285.79,0.49,4.55
Oita,3481,61.00,3474.29,8.71,1,2.00,0.18,0.00,0.29,0.03,691.70,0.61,14.29
Okayama,7579,124.00,7566.43,17.71,2,4.14,0.22,0.00,0.57,0.03,643.27,0.54,13.79
Okinawa,20125,167.00,19856.86,23.86,61,88.14,6.04,0.00,1.14,0.08,102.20,0.76,1.30
Osaka,102440,2592.00,102129.29,370.29,106,95.14,1.08,3.00,8.86,0.10,570.54,0.87,9.31
Saga,2546,24.00,2542.57,3.43,0,1.00,0.12,0.00,0.14,0.02,1346.89,0.78,14.29
Saitama,45531,826.00,45302.29,118.00,72,70.14,0.96,0.00,1.29,0.02,360.72,0.95,1.83
Shiga,5495,88.00,5458.29,12.57,10,12.86,0.91,0.00,0.57,0.04,241.50,0.91,4.44
Shimane,551,1.00,550.86,0.14,0,0.14,0.02,0.00,0.14,0.02,777.13,0.37,100.00
Shizuoka,9024,147.00,8947.00,21.00,12,24.00,0.66,0.00,0.57,0.02,191.61,0.90,2.38
Tochigi,6791,81.00,6740.00,11.57,15,17.14,0.89,0.00,0.14,0.01,191.56,0.76,0.83
Tokushima,1650,63.00,1649.00,9.00,0,0.57,0.08,0.00,0.00,0.00,672.35,0.85,0.00
Tokyo,169085,2197.00,167811.86,313.86,376,388.00,2.78,1.00,5.86,0.04,265.73,1.10,1.51
Tottori,466,2.00,466.00,0.29,0,0.00,0.00,0.00,0.00,0.00,,,1.51
Toyama,2009,37.00,1986.00,5.29,3,7.14,0.69,0.00,0.00,0.00,205.75,1.38,0.00
Wakayama,2660,48.00,2655.43,6.86,3,1.14,0.13,0.00,0.14,0.02,1046.29,0.67,12.50
Yamagata,2020,47.00,2016.00,6.71,0,1.57,0.15,1.00,0.14,0.01,675.51,1.15,9.09
Yamaguchi,3108,72.00,3090.57,10.29,7,6.00,0.45,1.00,0.43,0.03,248.09,0.69,7.14
Yamanashi,1881,20.00,1856.86,2.86,0,14.86,1.84,0.00,0.00,0.00,58.18,0.62,0.00
Zenkoku,782064,14418.00,777495.43,2059.71,1282,1430.71,1.14,23.00,50.29,0.04,293.17,0.91,3.51
