2020/06/11 00:20:09 UTC
"
North America
","2,354,611","+26,891","139,625","+1,686","980,497","1,234,489","19,418",,,,,,North America
"
South America
","1,267,115","+48,087","54,623","+1,778","625,773","586,719","11,919",,,,,,South America
"
Europe
","2,139,738","+14,351","180,941",+757,"1,120,777","838,020","6,903",,,,,,Europe
"
Asia
","1,462,196","+37,926","37,081",+784,"889,424","535,691","15,080",,,,,,Asia
"
Africa
","212,011","+6,491","5,717",+149,"97,163","109,131",499,,,,,,Africa
"
Oceania
","8,887",+9,124,,"8,332",431,3,,,,,,Australia/Oceania
"

",721,,15,,651,55,4,,,,,,
World,"7,445,279","+133,755","418,126","+5,154","3,722,617","3,304,536","53,826",955,53.6,,,,All
USA,"2,066,213","+20,664","115,129 ",+981,"801,473","1,149,611","16,852","6,244",348,"22,592,337","68,276","330,896,410 ",North America
Brazil,"775,184","+33,100","39,797 ","+1,300","380,300","355,087","8,318","3,648",187,"1,182,581","5,566","212,475,738 ",South America
Russia,"493,657","+8,404","6,358 ",+216,"252,783","234,516","2,300","3,383",44,"13,545,303","92,820","145,931,211 ",Europe
UK,"290,143","+1,003","41,128 ",+245,N/A,N/A,516,"4,275",606,"6,042,622","89,037","67,866,605 ",Europe
Spain,"289,360",+314,"27,136 ",,N/A,N/A,617,"6,189",580,"4,465,338","95,507","46,753,838 ",Europe
India,"287,155","+12,375","8,107 ",+388,"140,979","138,069","8,944",208,6,"5,061,332","3,670","1,379,233,699 ",Asia
Italy,"235,763",+202,"34,114 ",+71,"169,939","31,710",249,"3,899",564,"4,381,349","72,459","60,466,359 ",Europe
Peru,"208,823","+5,087","5,903 ",+165,"98,031","104,889","1,065","6,339",179,"1,255,756","38,117","32,944,770 ",South America
Germany,"186,866",+350,"8,844 ",+13,"170,700","7,322",492,"2,231",106,"4,694,147","56,036","83,769,646 ",Europe
Iran,"177,938","+2,011","8,506 ",+81,"140,590","28,842","2,639","2,120",101,"1,128,601","13,447","83,930,199 ",Asia
Turkey,"173,036",+922,"4,746 ",+17,"146,839","21,451",631,"2,053",56,"2,451,700","29,087","84,287,073 ",Asia
France,"155,136",+545,"29,319 ",+23,"71,832","53,985",933,"2,377",449,"1,384,633","21,215","65,265,877 ",Europe
Chile,"148,496","+5,737","2,475 ",+192,"95,631","50,390","1,689","7,772",130,"761,090","39,833","19,106,987 ",South America
Mexico,"124,301","+4,199","14,649 ",+596,"90,748","18,904",378,965,114,"357,055","2,771","128,855,326 ",North America
Pakistan,"113,702","+5,385","2,255 ",+83,"36,308","75,139",111,515,10,"754,252","3,419","220,626,768 ",Asia
Saudi Arabia,"112,288","+3,717",819 ,+36,"77,954","33,515","1,693","3,228",24,"1,019,812","29,321","34,781,424 ",Asia
Canada,"97,125",+472,"7,960 ",+63,"56,639","32,526","1,864","2,575",211,"1,989,255","52,732","37,723,541 ",North America
Bangladesh,"74,865","+3,190","1,012 ",+37,"15,900","57,953",1,455,6,"441,560","2,683","164,596,070 ",Asia
Qatar,"73,595","+1,716",66 ,+4,"49,413","24,116",226,"26,211",24,"269,964","96,148","2,807,805 ",Asia
Belgium,"59,569",+132,"9,629 ",+10,"16,392","33,548",102,"5,141",831,"969,619","83,682","11,586,902 ",Europe
South Africa,"55,421","+2,430","1,210 ",+48,"31,505","22,706",208,935,20,"998,400","16,846","59,265,120 ",Africa
Belarus,"51,066",+801,288 ,+6,"25,667","25,111",92,"5,404",30,"659,565","69,799","9,449,483 ",Europe
Netherlands,"48,087",+184,"6,042 ",+11,N/A,N/A,80,"2,807",353,"435,587","25,424","17,132,868 ",Europe
Sweden,"46,814",+198,"4,795 ",+78,N/A,N/A,288,"4,637",475,"325,000","32,192","10,095,806 ",Europe
Ecuador,"44,440",+523,"3,720 ",+30,"21,862","18,858",219,"2,521",211,"128,175","7,271","17,627,077 ",South America
Colombia,"43,682","+1,604","1,433 ",+61,"17,333","24,916",335,859,28,"444,933","8,750","50,851,849 ",South America
UAE,"40,507",+603,284 ,+1,"24,017","16,206",1,"4,098",29,"2,537,000","256,691","9,883,472 ",Asia
Singapore,"38,965",+451,25 ,,"26,532","12,408",3,"6,663",4,"488,695","83,569","5,847,776 ",Asia
Egypt,"38,284","+1,455","1,342 ",+36,"10,289","26,653",41,375,13,"135,000","1,321","102,215,478 ",Africa
Portugal,"35,600",+294,"1,497 ",+5,"21,742","12,361",70,"3,491",147,"954,069","93,553","10,198,203 ",Europe
Indonesia,"34,316","+1,240","1,959 ",+36,"12,129","20,228",,126,7,"446,918","1,635","273,358,192 ",Asia
Kuwait,"33,823",+683,275 ,+2,"23,288","10,260",193,"7,927",64,"324,373","76,022","4,266,818 ",Asia
Switzerland,"31,011",+23,"1,936 ",+2,"28,700",375,21,"3,585",224,"435,458","50,336","8,651,110 ",Europe
Ukraine,"28,381",+525,833 ,+23,"12,769","14,779",306,649,19,"445,940","10,194","43,746,561 ",Europe
Poland,"27,842",+282,"1,206 ",+23,"13,411","13,225",160,736,32,"1,109,909","29,325","37,848,732 ",Europe
Argentina,"25,987","+1,226",735 ,+18,"7,991","17,261",274,575,16,"208,519","4,616","45,172,359 ",South America
Ireland,"25,231",+16,"1,695 ",+4,"22,698",838,34,"5,113",343,"367,780","74,531","4,934,614 ",Europe
Philippines,"23,732",+740,"1,027 ",+10,"4,895","17,810",82,217,9,"461,962","4,219","109,495,553 ",Asia
Afghanistan,"22,142",+683,405 ,+21,"3,013","18,724",19,570,10,"50,658","1,303","38,872,577 ",Asia
Romania,"20,945",+196,"1,360 ",+6,"15,103","4,482",150,"1,088",71,"520,564","27,051","19,243,900 ",Europe
Dominican Republic,"20,808",+393,550 ,+6,"12,318","7,940",110,"1,919",51,"100,035","9,227","10,841,720 ",North America
Oman,"18,887",+689,84 ,+1,"5,640","13,163",85,"3,705",16,"116,722","22,895","5,098,156 ",Asia
Israel,"18,355",+175,299 ,,"15,168","2,888",31,"1,996",33,"692,745","75,318","9,197,590 ",Asia
Japan,"17,251",+41,919 ,+3,"15,298","1,034",91,136,7,"324,675","2,567","126,495,892 ",Asia
Panama,"17,233",,403 ,,"10,561","6,269",90,"3,998",93,"80,720","18,726","4,310,696 ",North America
Austria,"17,005",+26,673 ,+1,"15,910",422,17,"1,889",75,"506,344","56,238","9,003,589 ",Europe
Bahrain,"16,200",+469,31 ,+2,"11,109","5,060",12,"9,544",18,"386,134","227,485","1,697,405 ",Asia
Iraq,"15,414","+1,146",426 ,+34,"6,214","8,774",88,384,11,"330,526","8,229","40,165,118 ",Asia
Bolivia,"14,644",+695,487 ,+12,"2,190","11,967",3,"1,256",42,"39,610","3,396","11,663,656 ",South America
Armenia,"14,103",+428,227 ,+10,"5,226","8,650",10,"4,760",77,"73,156","24,690","2,962,951 ",Asia
Nigeria,"13,873",+409,382 ,+17,"4,351","9,140",7,67,2,"82,935",403,"205,808,201 ",Africa
Kazakhstan,"13,319",+245,67 ,+6,"8,345","4,907",62,710,4,"1,023,417","54,542","18,763,697 ",Asia
Serbia,"12,031",+66,251 ,+1,"11,348",432,14,"1,377",29,"287,064","32,848","8,739,120 ",Europe
Denmark,"12,016",+15,593 ,,"10,904",519,17,"2,075",102,"739,575","127,709","5,791,110 ",Europe
S. Korea,"11,902",+50,276 ,+2,"10,611","1,015",15,232,5,"1,051,972","20,520","51,266,883 ",Asia
Algeria,"10,484",+102,732 ,+8,"7,074","2,678",33,239,17,,,"43,802,599 ",Africa
Moldova,"10,321",+296,371 ,+6,"5,930","4,020",308,"2,558",92,"63,328","15,697","4,034,437 ",Europe
Ghana,"10,201",,48 ,,"3,755","6,398",10,329,2,"239,395","7,714","31,032,265 ",Africa
Czechia,"9,824",+73,330 ,+2,"7,111","2,383",11,917,31,"478,825","44,717","10,707,935 ",Europe
Cameroon,"8,681",+369,212 ,,"4,836","3,633",28,328,8,,,"26,502,964 ",Africa
Norway,"8,594",+18,239 ,,"8,138",217,2,"1,586",44,"267,877","49,434","5,418,878 ",Europe
Azerbaijan,"8,530",+339,102 ,+4,"4,720","3,708",66,842,10,"356,032","35,132","10,134,025 ",Asia
Morocco,"8,508",+71,211 ,+1,"7,565",732,15,231,6,"356,051","9,653","36,885,243 ",Africa
Malaysia,"8,338",+2,118 ,+1,"7,014","1,206",5,258,4,"618,360","19,120","32,341,792 ",Asia
Guatemala,"7,866",+364,289 ,+22,"1,413","6,164",5,440,16,"31,427","1,756","17,895,213 ",North America
Australia,"7,276",+9,102 ,,"6,744",430,3,286,4,"1,679,954","65,925","25,482,802 ",Australia/Oceania
Finland,"7,040",+15,324 ,,"5,800",916,4,"1,271",58,"208,300","37,597","5,540,268 ",Europe
Honduras,"6,935",+485,271 ,+9,787,"5,877",13,701,27,"21,540","2,177","9,895,152 ",North America
Sudan,"6,582",+155,401 ,+12,"2,202","3,979",,150,9,401,9,"43,783,668 ",Africa
Tajikistan,"4,763",+73,48 ,,"2,947","1,768",,500,5,,,"9,524,025 ",Asia
Senegal,"4,640",+124,52 ,,"2,885","1,703",18,278,3,"55,634","3,328","16,714,923 ",Africa
Uzbekistan,"4,623",+103,19 ,+1,"3,532","1,072",9,138,0.6,"748,555","22,385","33,440,454 ",Asia
DRC,"4,390",+131,96 ,+6,565,"3,729",,49,1,,,"89,376,223 ",Africa
Djibouti,"4,373",+42,34 ,,"2,260","2,079",,"4,430",34,"38,240","38,738","987,148 ",Africa
Nepal,"4,364",+278,15 ,,674,"3,675",,150,0.5,"283,624","9,745","29,104,766 ",Asia
Guinea,"4,258",,23 ,,"2,942","1,293",24,325,2,"14,407","1,099","13,109,226 ",Africa
Ivory Coast,"4,181",+186,41 ,+3,"2,174","1,966",,159,2,"33,476","1,271","26,335,915 ",Africa
Luxembourg,"4,049",+3,110 ,,"3,904",35,2,"6,475",176,"88,914","142,179","625,365 ",Europe
