2020/08/29 02:31:51 UTC
"
North America
","7,216,432","+5,824","268,009",+552,"4,138,534","2,809,889","20,455",,,,,,North America
"
South America
","6,132,405","+1,280","198,418",+55,"4,711,150","1,222,837","15,112",,,,,,South America
"
Asia
","6,785,446",+332,"138,147",+5,"5,413,386","1,233,913","18,643",,,,,,Asia
"
Europe
","3,509,878",,"206,931",,"2,045,742","1,257,205","5,639",,,,,,Europe
"
Africa
","1,233,365",,"29,141",,"964,846","239,378","1,289",,,,,,Africa
"
Oceania
","28,256",+108,629,+17,"22,681","4,946",46,,,,,,Australia/Oceania
"

",721,,15,,651,55,4,,,,,,
World,"24,906,503","+7,544","841,290",+629,"17,296,990","6,768,223","61,188","3,195",107.9,,,,All
USA,"6,096,235",,"185,901 ",,"3,375,838","2,534,496","16,184","18,400",561,"80,299,670","242,367","331,314,584 ",North America
Brazil,"3,812,605",,"119,594 ",,"2,976,796","716,215","8,318","17,916",562,"14,172,764","66,601","212,801,376 ",South America
India,"3,461,240",,"62,713 ",,"2,647,538","750,989","8,944","2,504",45,"39,477,848","28,562","1,382,159,883 ",Asia
Russia,"980,405",,"16,914 ",,"798,466","165,025","2,300","6,718",116,"35,751,747","244,968","145,944,672 ",Europe
Peru,"629,961",,"28,471 ",,"438,017","163,473","1,517","19,064",862,"3,124,076","94,543","33,043,934 ",South America
South Africa,"620,132",,"13,743 ",,"533,935","72,454",539,"10,435",231,"3,632,311","61,123","59,426,511 ",Africa
Colombia,"590,520",,"18,767 ",,"429,620","142,133","1,493","11,586",368,"2,654,983","52,090","50,968,843 ",South America
Mexico,"585,738","+5,824","63,146 ",+552,"404,667","117,925","3,221","4,535",489,"1,319,957","10,221","129,147,534 ",North America
Spain,"455,621",,"29,011 ",,N/A,N/A,751,"9,744",620,"8,517,446","182,161","46,757,733 ",Europe
Chile,"405,972",,"11,132 ",,"379,452","15,388","1,012","21,208",582,"2,333,516","121,903","19,142,366 ",South America
Argentina,"392,009",,"8,271 ",,"280,165","103,573","2,114","8,661",183,"1,196,878","26,443","45,261,789 ",South America
Iran,"369,911",,"21,249 ",,"318,270","30,392","3,811","4,395",252,"3,161,894","37,569","84,162,243 ",Asia
UK,"331,644",,"41,486 ",,N/A,N/A,71,"4,881",611,"16,273,209","239,511","67,943,420 ",Europe
Saudi Arabia,"312,924",,"3,813 ",,"287,403","21,708","1,576","8,967",109,"4,792,192","137,318","34,898,530 ",Asia
Bangladesh,"306,794",,"4,174 ",,"196,836","105,784",,"1,860",25,"1,514,126","9,179","164,949,951 ",Asia
Pakistan,"295,053",,"6,283 ",,"279,937","8,833",644,"1,332",28,"2,559,261","11,551","221,554,094 ",Asia
France,"267,077",,"30,596 ",,"86,177","150,304",387,"4,090",469,"6,030,812","92,360","65,296,963 ",Europe
Turkey,"265,515",,"6,245 ",,"241,809","17,461",896,"3,143",74,"6,835,674","80,912","84,482,851 ",Asia
Italy,"265,409",,"35,472 ",,"206,902","23,035",74,"4,391",587,"8,410,510","139,138","60,447,245 ",Europe
Germany,"242,114",,"9,360 ",,"217,061","15,693",245,"2,888",112,"11,208,091","133,705","83,827,321 ",Europe
Iraq,"223,612",,"6,814 ",,"164,874","51,924",582,"5,540",169,"1,547,498","38,342","40,360,411 ",Asia
Philippines,"209,544",,"3,325 ",,"134,474","71,745",580,"1,908",30,"2,472,563","22,517","109,810,397 ",Asia
Indonesia,"165,887",,"7,169 ",,"120,900","37,818",,605,26,"2,169,418","7,918","273,982,115 ",Asia
Canada,"127,358",,"9,108 ",,"113,234","5,016",50,"3,370",241,"5,355,340","141,695","37,794,891 ",North America
Qatar,"118,196",,196 ,,"115,017","2,983",68,"42,096",70,"614,354","218,802","2,807,805 ",Asia
Ukraine,"114,497",,"2,451 ",,"55,083","56,963",177,"2,621",56,"1,494,243","34,201","43,690,148 ",Europe
Bolivia,"114,409","+1,280","4,846 ",+55,"54,914","54,649",71,"9,780",414,"239,073","20,437","11,698,031 ",South America
Ecuador,"112,141",,"6,504 ",,"95,311","10,326",381,"6,341",368,"323,303","18,281","17,684,937 ",South America
Israel,"112,000",,894 ,,"91,051","20,055",414,"12,177",97,"2,217,857","241,135","9,197,590 ",Asia
Kazakhstan,"105,408",,"1,523 ",,"95,253","8,632",221,"5,603",81,"2,434,444","129,408","18,812,164 ",Asia
Egypt,"98,285",,"5,362 ",,"70,419","22,504",41,958,52,"135,000","1,315","102,632,718 ",Africa
Dominican Republic,"93,390",,"1,648 ",,"65,285","26,457",233,"8,595",152,"360,999","33,225","10,865,182 ",North America
