2020/10/17 20:32:27 UTC
"
North America
","9,988,113","+55,166","333,674","+1,041","6,645,864","3,008,575","18,880",,,,,,North America
"
Asia
","12,424,048","+97,076","222,686","+1,813","10,782,324","1,419,038","20,887",,,,,,Asia
"
South America
","8,921,784","+6,939","277,973",+238,"7,831,650","812,161","17,460",,,,,,South America
"
Europe
","6,861,869","+137,440","238,135","+1,071","3,180,193","3,443,541","12,680",,,,,,Europe
"
Africa
","1,640,240","+7,553","39,482",+125,"1,348,117","252,641","1,837",,,,,,Africa
"
Oceania
","33,707",+18,952,,"30,357","2,398",10,,,,,,Australia/Oceania
"

",721,,15,,659,47,4,,,,,,
World,"39,870,482","+304,192","1,112,917","+4,288","29,819,164","8,938,401","71,758","5,115",142.8,,,,All
USA,"8,331,243","+42,965","224,164 ",+520,"5,422,427","2,684,652","15,322","25,126",676,"124,592,606","375,761","331,573,957 ",North America
India,"7,492,727","+62,092","114,064 ","+1,032","6,594,399","784,264","8,944","5,414",82,"93,254,017","67,381","1,383,974,858 ",Asia
Brazil,"5,205,686","+4,116","153,358 ",+129,"4,619,560","432,768","8,318","24,439",720,"17,900,000","84,036","213,003,354 ",South America
Russia,"1,384,235","+14,922","24,002 ",+279,"1,065,199","295,034","2,300","9,484",164,"53,305,957","365,227","145,953,021 ",Europe
Spain,"982,723",,"33,775 ",,N/A,N/A,"1,768","21,016",722,"14,590,713","312,033","46,760,149 ",Europe
Argentina,"965,609",,"25,723 ",,"778,501","161,385","4,346","21,308",568,"2,338,651","51,606","45,317,258 ",South America
Colombia,"945,354",,"28,616 ",,"837,001","79,737","2,068","18,521",561,"4,357,639","85,375","51,041,409 ",South America
France,"867,197","+32,427","33,392 ",+89,"104,696","729,109","1,800","13,277",511,"13,336,528","204,184","65,316,244 ",Europe
Peru,"862,417",,"33,648 ",,"769,077","59,692","1,149","26,051","1,016","4,181,976","126,323","33,105,442 ",South America
Mexico,"841,661","+6,751","85,704 ",+419,"612,216","143,741","2,590","6,508",663,"2,160,139","16,703","129,328,777 ",North America
UK,"705,428","+16,171","43,579 ",+150,N/A,N/A,592,"10,375",641,"28,986,852","426,333","67,991,065 ",Europe
South Africa,"702,131","+1,928","18,408 ",+38,"630,436","53,287",546,"11,795",309,"4,528,141","76,069","59,526,614 ",Africa
Iran,"526,490","+4,103","30,123 ",+253,"423,921","72,446","4,721","6,245",357,"4,482,263","53,166","84,306,169 ",Asia
Chile,"490,003","+1,813","13,588 ",+59,"462,712","13,703",791,"25,569",709,"3,857,820","201,302","19,164,310 ",South America
Iraq,"423,524","+3,221","10,198 ",+56,"357,291","56,035",491,"10,462",252,"2,605,466","64,362","40,481,542 ",Asia
Italy,"402,536","+10,925","36,474 ",+47,"249,127","116,935",705,"6,661",604,"13,394,041","221,626","60,435,389 ",Europe
Bangladesh,"387,295","+1,209","5,646 ",+23,"302,298","79,351",,"2,345",34,"2,151,702","13,027","165,169,446 ",Asia
Germany,"361,443","+4,651","9,853 ",+17,"290,000","61,590",730,"4,310",117,"19,276,507","229,857","83,863,094 ",Europe
Indonesia,"357,762","+4,301","12,431 ",+84,"281,592","63,739",,"1,304",45,"4,019,958","14,652","274,369,105 ",Asia
Philippines,"354,338","+2,673","6,603 ",+73,"295,312","52,423","1,562","3,221",60,"4,333,359","39,392","110,005,681 ",Asia
Turkey,"345,678","+1,723","9,224 ",+71,"302,499","33,955","1,428","4,086",109,"12,306,909","145,464","84,604,283 ",Asia
Saudi Arabia,"341,854",+359,"5,165 ",+21,"328,165","8,524",829,"9,775",148,"7,315,751","209,194","34,971,166 ",Asia
Pakistan,"322,452",+575,"6,638 ",+17,"306,640","9,174",567,"1,452",30,"4,041,962","18,196","222,129,270 ",Asia
Israel,"302,770",+874,"2,190 ",+49,"265,445","35,135",690,"32,918",238,"4,185,767","455,094","9,197,590 ",Asia
Ukraine,"293,641","+6,410","5,517 ",+109,"124,113","164,011",177,"6,726",126,"2,729,496","62,524","43,655,157 ",Europe
Netherlands,"220,052","+8,114","6,737 ",+29,N/A,N/A,372,"12,834",393,"2,872,319","167,520","17,146,089 ",Europe
Belgium,"202,151","+10,192","10,359 ",+32,"20,867","170,925",358,"17,420",893,"3,984,249","343,337","11,604,501 ",Europe
Canada,"196,192","+2,086","9,746 ",+24,"165,417","21,029",188,"5,185",258,"8,563,059","226,302","37,839,146 ",North America
Romania,"176,468","+3,952","5,812 ",+63,"129,556","41,100",745,"9,191",303,"2,832,679","147,541","19,199,264 ",Europe
Morocco,"170,911","+3,763","2,878 ",+60,"141,381","26,652",523,"4,614",78,"3,017,488","81,470","37,038,205 ",Africa
Poland,"167,230","+9,622","3,524 ",+84,"90,162","73,544",604,"4,420",93,"3,935,143","104,010","37,834,291 ",Europe
Czechia,"164,422","+4,310","1,338 ",+55,"68,896","94,188",596,"15,345",125,"1,765,806","164,800","10,714,862 ",Europe
Ecuador,"152,422",+763,"12,375 ",+18,"128,134","11,913",362,"8,601",698,"491,885","27,757","17,720,825 ",South America
Bolivia,"139,562",+243,"8,439 ",+32,"103,896","27,227",71,"11,909",720,"319,993","27,305","11,719,353 ",South America
