2020/06/16 00:09:57 UTC
"
North America
","2,507,989","+27,288","145,738",+759,"1,088,122","1,274,129","19,453",,,,,,North America
"
South America
","1,462,546","+36,850","61,540","+1,083","781,086","619,920","12,091",,,,,,South America
"
Europe
","2,220,090","+13,612","183,215",+347,"1,174,907","861,968","6,565",,,,,,Europe
"
Asia
","1,654,119","+37,157","41,158",+910,"1,018,299","594,662","15,928",,,,,,Asia
"
Africa
","254,214","+9,636","6,793",+303,"116,730","130,691",517,,,,,,Africa
"
Oceania
","8,946",+15,124,,"8,439",383,4,,,,,,Australia/Oceania
"

",721,,15,,651,55,4,,,,,,
World,"8,108,625","+124,558","438,583","+3,402","4,188,234","3,481,808","54,562","1,040",56.3,,,,All
USA,"2,182,908","+20,680","118,282 ",+424,"881,120","1,183,506","16,716","6,596",357,"25,241,128","76,275","330,922,877 ",North America
Brazil,"891,556","+23,674","44,118 ",+729,"453,568","393,870","8,318","4,196",208,"1,604,784","7,552","212,496,348 ",South America
Russia,"537,210","+8,246","7,091 ",+143,"284,539","245,580","2,300","3,681",49,"15,161,152","103,892","145,932,063 ",Europe
India,"343,026","+10,243","9,915 ",+395,"180,320","152,791","8,944",249,7,"5,774,133","4,186","1,379,418,901 ",Asia
UK,"296,857",+968,"41,736 ",+38,N/A,N/A,392,"4,374",615,"6,866,481","101,169","67,871,466 ",Europe
Spain,"291,189",+181,"27,136 ",,N/A,N/A,617,"6,228",580,"4,826,516","103,232","46,754,084 ",Europe
Italy,"237,290",+301,"34,371 ",+26,"177,010","25,909",207,"3,924",568,"4,648,825","76,884","60,465,149 ",Europe
Peru,"232,992","+3,256","6,860 ",+172,"119,409","106,723","1,121","7,071",208,"1,376,478","41,773","32,951,046 ",South America
Iran,"189,876","+2,449","8,950 ",+113,"150,590","30,336","2,765","2,262",107,"1,269,194","15,119","83,944,885 ",Asia
Germany,"188,044",+373,"8,885 ",+15,"172,600","6,559",425,"2,245",106,"4,694,147","56,034","83,773,297 ",Europe
Turkey,"179,831","+1,592","4,825 ",+18,"152,364","22,642",722,"2,133",57,"2,674,203","31,723","84,299,464 ",Asia
Chile,"179,436","+5,143","3,362 ",+39,"148,792","27,282","1,723","9,390",176,"858,958","44,950","19,109,226 ",South America
France,"157,372",+152,"29,436 ",+29,"73,044","54,892",846,"2,411",451,"1,384,633","21,215","65,267,844 ",Europe
Mexico,"146,837","+4,147","17,141 ",+269,"108,110","21,586",378,"1,139",133,"406,547","3,155","128,873,820 ",North America
