20200412 04:17:07 JST
都道府県,2020/04/05,2020/04/12,Td
山形県,1.0,27.0,1.472
沖縄県,9.0,49.0,2.863
静岡県,8.0,34.0,3.353
福島県,9.0,36.0,3.500
宮崎県,4.0,16.0,3.500
石川県,24.0,92.0,3.611
福岡県,66.0,224.0,3.971
広島県,8.0,25.0,4.258
山梨県,9.0,27.0,4.417
富山県,8.0,23.0,4.594
宮城県,13.0,37.0,4.639
長野県,10.0,28.0,4.712
愛媛県,11.0,28.0,5.193
埼玉県,131.0,325.0,5.340
高知県,21.0,52.0,5.351
滋賀県,14.0,34.0,5.468
山口県,7.0,17.0,5.468
佐賀県,5.0,12.0,5.542
神奈川県,181.0,425.0,5.684
栃木県,14.0,31.0,6.104
東京都,779.0,1717.0,6.139
岐阜県,39.0,82.0,6.529
全国,2855.0,5902.0,6.681
大阪府,347.0,697.0,6.957
香川県,2.0,4.0,7.000
長崎県,7.0,14.0,7.000
千葉県,192.0,375.0,7.248
福井県,40.0,76.0,7.559
京都府,91.0,168.0,7.914
兵庫県,172.0,316.0,7.977
岡山県,9.0,16.0,8.433
奈良県,21.0,37.0,8.567
愛知県,198.0,313.0,10.595
和歌山県,21.0,33.0,10.735
熊本県,15.0,23.0,11.351
茨城県,54.0,82.0,11.615
群馬県,24.0,35.0,12.860
大分県,31.0,42.0,15.977
秋田県,9.0,12.0,16.866
新潟県,32.0,41.0,19.578
青森県,11.0,14.0,20.119
北海道,190.0,239.0,21.147
三重県,12.0,15.0,21.744
