20200821 05:34:27 JST
都道府県,2020/08/14,2020/08/21,Td,K,R0
徳島県,62.0,96.0,11.098,0.354,1.548
大分県,93.0,130.0,14.486,0.285,1.398
沖縄県,1307.0,1759.0,16.336,0.257,1.346
群馬県,244.0,322.0,17.492,0.242,1.320
奈良県,341.0,450.0,17.493,0.242,1.320
岩手県,7.0,9.0,19.307,0.222,1.286
高知県,83.0,105.0,20.636,0.210,1.265
石川県,399.0,500.0,21.503,0.202,1.253
秋田県,36.0,44.0,24.179,0.182,1.222
鹿児島県,277.0,337.0,24.747,0.178,1.217
神奈川県,3398.0,4083.0,26.421,0.168,1.202
福岡県,3138.0,3728.0,28.163,0.158,1.188
大阪府,6178.0,7288.0,29.364,0.152,1.180
佐賀県,174.0,203.0,31.476,0.143,1.167
京都府,1001.0,1164.0,32.162,0.140,1.163
愛知県,3306.0,3843.0,32.236,0.140,1.162
滋賀県,311.0,361.0,32.545,0.139,1.161
三重県,249.0,288.0,33.346,0.135,1.157
和歌山県,186.0,215.0,33.487,0.135,1.156
兵庫県,1692.0,1949.0,34.313,0.132,1.152
熊本県,371.0,427.0,34.514,0.131,1.151
全国,50295.0,57617.0,35.700,0.127,1.146
茨城県,416.0,476.0,36.012,0.126,1.144
千葉県,2258.0,2578.0,36.610,0.124,1.142
山口県,78.0,89.0,36.778,0.124,1.141
福島県,100.0,113.0,39.700,0.115,1.130
静岡県,382.0,431.0,40.203,0.114,1.128
宮崎県,243.0,273.0,41.680,0.110,1.123
山梨県,133.0,149.0,42.713,0.107,1.120
香川県,60.0,67.0,43.970,0.104,1.117
富山県,293.0,327.0,44.195,0.104,1.116
埼玉県,3001.0,3342.0,45.083,0.102,1.114
長崎県,170.0,189.0,45.796,0.101,1.112
東京都,16474.0,18268.0,46.940,0.098,1.109
岡山県,117.0,129.0,49.694,0.093,1.103
長野県,139.0,152.0,54.269,0.086,1.094
栃木県,261.0,284.0,57.452,0.081,1.088
岐阜県,484.0,523.0,62.610,0.075,1.081
新潟県,129.0,136.0,91.821,0.051,1.054
鳥取県,21.0,22.0,104.300,0.045,1.048
愛媛県,107.0,111.0,132.203,0.036,1.037
北海道,1579.0,1638.0,132.265,0.036,1.037
広島県,423.0,437.0,149.013,0.032,1.033
青森県,32.0,33.0,157.679,0.030,1.031
島根県,130.0,133.0,212.671,0.023,1.023
宮城県,182.0,185.0,296.776,0.016,1.016
福井県,154.0,155.0,749.636,0.006,1.006
山形県,76.0,76.0,5000,0.000,1
