20201027 09:26:33 JST
都道府県,2020/10/20,2020/10/27,Td,K,R0
青森県,104.0,175.0,9.324,0.406,1.683
岡山県,173.0,203.0,30.341,0.148,1.173
群馬県,774.0,867.0,42.762,0.107,1.120
北海道,2518.0,2763.0,52.255,0.089,1.097
宮城県,524.0,572.0,55.359,0.084,1.092
沖縄県,2918.0,3165.0,59.714,0.078,1.085
和歌山県,255.0,272.0,75.180,0.062,1.067
福島県,362.0,386.0,75.585,0.062,1.066
千葉県,4530.0,4811.0,80.621,0.058,1.062
神奈川県,7942.0,8369.0,92.650,0.051,1.054
岐阜県,642.0,672.0,106.241,0.045,1.047
大阪府,11514.0,12046.0,107.420,0.044,1.046
埼玉県,5371.0,5619.0,107.489,0.044,1.046
兵庫県,2995.0,3126.0,113.339,0.042,1.044
全国,91874.0,95775.0,116.681,0.041,1.042
岩手県,26.0,27.0,128.564,0.037,1.038
徳島県,158.0,164.0,130.181,0.037,1.038
山形県,81.0,84.0,133.416,0.036,1.037
東京都,28971.0,30033.0,134.773,0.035,1.037
秋田県,59.0,61.0,145.547,0.033,1.034
愛知県,5664.0,5853.0,147.820,0.032,1.033
熊本県,744.0,768.0,152.826,0.031,1.032
京都府,1907.0,1958.0,183.843,0.026,1.027
滋賀県,524.0,538.0,184.020,0.026,1.027
栃木県,465.0,477.0,190.432,0.025,1.026
静岡県,575.0,588.0,217.026,0.022,1.023
香川県,99.0,101.0,242.593,0.020,1.020
山梨県,199.0,203.0,243.806,0.020,1.020
奈良県,613.0,625.0,250.276,0.019,1.020
山口県,209.0,213.0,255.937,0.019,1.019
茨城県,728.0,741.0,274.133,0.018,1.018
高知県,140.0,142.0,342.062,0.014,1.014
長野県,326.0,330.0,397.862,0.012,1.012
新潟県,180.0,182.0,439.104,0.011,1.011
三重県,549.0,555.0,446.382,0.011,1.011
広島県,649.0,655.0,527.250,0.009,1.009
佐賀県,252.0,254.0,613.779,0.008,1.008
福岡県,5139.0,5179.0,625.787,0.008,1.008
石川県,795.0,799.0,966.765,0.005,1.005
長崎県,241.0,242.0,1171.764,0.004,1.004
富山県,423.0,422.0,5000,-0.002,1
福井県,256.0,256.0,5000,0.000,1
鳥取県,36.0,35.0,5000,-0.029,1
島根県,140.0,140.0,5000,0.000,1
愛媛県,116.0,116.0,5000,0.000,1
大分県,159.0,159.0,5000,0.000,1
宮崎県,366.0,366.0,5000,0.000,1
鹿児島県,463.0,463.0,5000,0.000,1
