20200413 03:24:33 JST
都道府県,2020/04/06,2020/04/13,Td
沖縄県,9.0,49.0,2.863
山形県,6.0,32.0,2.899
福岡県,67.0,332.0,3.032
宮崎県,4.0,17.0,3.353
静岡県,10.0,39.0,3.565
石川県,32.0,104.0,4.117
群馬県,25.0,79.0,4.217
山梨県,11.0,32.0,4.544
山口県,7.0,19.0,4.859
福島県,14.0,37.0,4.993
長野県,11.0,28.0,5.193
愛媛県,12.0,30.0,5.295
広島県,13.0,31.0,5.583
神奈川県,197.0,465.0,5.650
宮城県,20.0,46.0,5.825
富山県,10.0,23.0,5.825
栃木県,14.0,32.0,5.869
埼玉県,153.0,345.0,5.967
高知県,24.0,54.0,5.983
滋賀県,17.0,38.0,6.032
東京都,897.0,1914.0,6.402
岐阜県,43.0,91.0,6.472
全国,3191.0,6616.0,6.654
青森県,11.0,22.0,7.000
香川県,2.0,4.0,7.000
佐賀県,6.0,12.0,7.000
大阪府,388.0,767.0,7.120
兵庫県,182.0,358.0,7.172
福井県,44.0,86.0,7.240
千葉県,219.0,411.0,7.707
長崎県,8.0,14.0,8.670
京都府,105.0,181.0,8.910
奈良県,24.0,39.0,9.994
岡山県,10.0,16.0,10.323
愛知県,216.0,340.0,10.695
和歌山県,21.0,33.0,10.735
茨城県,59.0,91.0,11.197
熊本県,16.0,23.0,13.370
三重県,12.0,17.0,13.930
大分県,31.0,42.0,15.977
鹿児島県,3.0,4.0,16.866
北海道,193.0,255.0,17.417
秋田県,10.0,13.0,18.493
新潟県,32.0,41.0,19.578
