20200420 04:55:28 JST
都道府県,2020/04/13,2020/04/20,Td
香川県,4.0,24.0,2.708
広島県,31.0,124.0,3.500
富山県,23.0,69.0,4.417
島根県,6.0,15.0,5.295
沖縄県,49.0,101.0,6.708
三重県,17.0,32.0,7.671
山形県,32.0,58.0,8.159
滋賀県,38.0,68.0,8.338
宮城県,46.0,79.0,8.972
長野県,28.0,47.0,9.368
埼玉県,345.0,575.0,9.498
山口県,19.0,30.0,10.623
石川県,104.0,160.0,11.263
神奈川県,465.0,710.0,11.464
熊本県,23.0,35.0,11.556
鹿児島県,4.0,6.0,11.967
岐阜県,91.0,136.0,12.076
千葉県,411.0,609.0,12.339
東京都,1914.0,2807.0,12.671
全国,6616.0,9654.0,12.840
北海道,255.0,370.0,13.035
群馬県,79.0,114.0,13.230
茨城県,91.0,131.0,13.317
山梨県,32.0,46.0,13.370
奈良県,39.0,56.0,13.411
福岡県,332.0,476.0,13.467
福島県,37.0,52.0,14.257
大阪府,767.0,1076.0,14.333
栃木県,32.0,44.0,15.236
愛媛県,30.0,41.0,15.533
兵庫県,358.0,480.0,16.546
佐賀県,12.0,16.0,16.866
静岡県,39.0,51.0,18.087
京都府,181.0,235.0,18.584
新潟県,41.0,53.0,18.900
大分県,42.0,54.0,19.307
秋田県,13.0,16.0,23.368
長崎県,14.0,17.0,24.990
福井県,86.0,104.0,25.531
和歌山県,33.0,39.0,29.045
高知県,54.0,63.0,31.476
岡山県,16.0,18.0,41.195
愛知県,340.0,374.0,50.908
