20200717 05:35:31 JST
都道府県,2020/07/10,2020/07/17,Td,K,R0
長崎県,18.0,31.0,8.925,0.419,1.722
和歌山県,64.0,84.0,17.843,0.238,1.312
奈良県,100.0,131.0,17.969,0.237,1.310
鹿児島県,122.0,158.0,18.765,0.228,1.295
鳥取県,4.0,5.0,21.744,0.200,1.250
東京都,7048.0,8354.0,28.542,0.156,1.185
埼玉県,1330.0,1568.0,29.474,0.152,1.179
栃木県,88.0,103.0,30.828,0.146,1.170
千葉県,1040.0,1191.0,35.789,0.127,1.145
京都府,413.0,468.0,38.810,0.118,1.133
全国,19861.0,22301.0,41.874,0.109,1.123
宮城県,98.0,110.0,42.004,0.109,1.122
神奈川県,1628.0,1826.0,42.274,0.108,1.122
茨城県,188.0,209.0,45.820,0.100,1.112
徳島県,9.0,10.0,46.052,0.100,1.111
宮崎県,18.0,20.0,46.052,0.100,1.111
香川県,28.0,31.0,47.670,0.097,1.107
静岡県,88.0,97.0,49.829,0.093,1.102
三重県,46.0,50.0,58.191,0.080,1.087
大阪府,1905.0,2065.0,60.163,0.077,1.084
広島県,171.0,184.0,66.219,0.071,1.076
青森県,27.0,29.0,67.900,0.069,1.074
岡山県,28.0,30.0,70.327,0.067,1.071
福岡県,885.0,928.0,102.268,0.046,1.049
兵庫県,717.0,748.0,114.632,0.041,1.043
山形県,71.0,74.0,117.241,0.041,1.042
島根県,24.0,25.0,118.858,0.040,1.042
長野県,77.0,80.0,126.946,0.037,1.039
群馬県,155.0,161.0,127.755,0.037,1.039
岐阜県,160.0,166.0,131.799,0.036,1.037
新潟県,86.0,89.0,141.504,0.034,1.035
滋賀県,104.0,107.0,170.618,0.028,1.029
沖縄県,144.0,148.0,177.088,0.027,1.028
福井県,122.0,125.0,199.732,0.024,1.025
福島県,82.0,84.0,201.350,0.024,1.024
北海道,1278.0,1304.0,240.914,0.020,1.020
愛知県,526.0,536.0,257.635,0.019,1.019
高知県,74.0,75.0,361.471,0.013,1.014
山梨県,75.0,76.0,366.323,0.013,1.013
富山県,229.0,230.0,1113.539,0.004,1.004
岩手県,0.0,0.0,5000,0,1
秋田県,16.0,16.0,5000,0.000,1
石川県,300.0,300.0,5000,0.000,1
山口県,37.0,37.0,5000,0.000,1
愛媛県,82.0,82.0,5000,0.000,1
佐賀県,47.0,47.0,5000,0.000,1
熊本県,49.0,49.0,5000,0.000,1
大分県,60.0,60.0,5000,0.000,1
