20200419 05:01:48 JST
都道府県,2020/04/12,2020/04/19,Td
島根県,2.0,15.0,2.408
香川県,4.0,24.0,2.708
広島県,25.0,124.0,3.030
群馬県,35.0,114.0,4.109
富山県,23.0,69.0,4.417
山形県,27.0,58.0,6.346
宮城県,37.0,79.0,6.397
三重県,15.0,32.0,6.404
福岡県,224.0,476.0,6.437
沖縄県,49.0,101.0,6.708
滋賀県,34.0,68.0,7.000
鹿児島県,3.0,6.0,7.000
埼玉県,325.0,575.0,8.504
山口県,17.0,30.0,8.543
石川県,92.0,160.0,8.768
山梨県,27.0,46.0,9.107
長野県,28.0,47.0,9.368
神奈川県,425.0,710.0,9.455
岐阜県,82.0,136.0,9.590
全国,5902.0,9654.0,9.860
東京都,1717.0,2807.0,9.871
千葉県,375.0,609.0,10.006
茨城県,82.0,131.0,10.357
青森県,14.0,22.0,10.735
北海道,239.0,370.0,11.102
大阪府,697.0,1076.0,11.174
熊本県,23.0,35.0,11.556
兵庫県,316.0,480.0,11.607
奈良県,37.0,56.0,11.708
静岡県,34.0,51.0,11.967
愛媛県,28.0,41.0,12.723
福島県,36.0,52.0,13.195
栃木県,31.0,44.0,13.855
京都府,168.0,235.0,14.457
福井県,76.0,104.0,15.469
秋田県,12.0,16.0,16.866
佐賀県,12.0,16.0,16.866
新潟県,41.0,53.0,18.900
大分県,42.0,54.0,19.307
長崎県,14.0,17.0,24.990
高知県,52.0,63.0,25.285
愛知県,313.0,374.0,27.251
和歌山県,33.0,39.0,29.045
岡山県,16.0,18.0,41.195
宮崎県,16.0,17.0,80.034
