20200416 04:46:34 JST
都道府県,2020/04/09,2020/04/16,Td
香川県,2.0,20.0,2.107
静岡県,10.0,46.0,3.179
富山県,12.0,54.0,3.226
広島県,19.0,66.0,3.897
群馬県,29.0,97.0,4.019
福岡県,136.0,403.0,4.467
滋賀県,18.0,51.0,4.659
沖縄県,27.0,76.0,4.688
石川県,51.0,131.0,5.143
栃木県,15.0,38.0,5.220
長野県,14.0,35.0,5.295
岐阜県,51.0,127.0,5.318
宮崎県,7.0,17.0,5.468
宮城県,27.0,64.0,5.622
神奈川県,279.0,594.0,6.421
埼玉県,209.0,433.0,6.661
山形県,19.0,39.0,6.747
青森県,11.0,22.0,7.000
東京都,1203.0,2332.0,7.330
山口県,13.0,25.0,7.420
全国,4168.0,7964.0,7.494
山梨県,19.0,36.0,7.592
兵庫県,216.0,403.0,7.780
大阪府,482.0,895.0,7.840
千葉県,284.0,490.0,8.896
愛媛県,23.0,39.0,9.188
奈良県,28.0,47.0,9.368
高知県,36.0,60.0,9.498
佐賀県,9.0,15.0,9.498
福島県,24.0,39.0,9.994
福井県,57.0,92.0,10.135
長崎県,9.0,14.0,10.982
京都府,139.0,210.0,11.759
茨城県,77.0,116.0,11.840
三重県,13.0,19.0,12.786
秋田県,11.0,16.0,12.949
北海道,198.0,279.0,14.148
熊本県,21.0,29.0,15.032
大分県,32.0,43.0,16.422
岡山県,12.0,16.0,16.866
鹿児島県,3.0,4.0,16.866
新潟県,34.0,45.0,17.310
愛知県,258.0,338.0,17.965
和歌山県,28.0,35.0,21.744
