20200902 05:28:54 JST
都道府県,2020/08/26,2020/09/02,Td,K,R0
岩手県,12.0,19.0,10.559,0.368,1.583
山口県,114.0,168.0,12.513,0.321,1.474
長野県,183.0,256.0,14.454,0.285,1.399
福井県,164.0,228.0,14.726,0.281,1.390
福島県,128.0,161.0,21.153,0.205,1.258
徳島県,109.0,130.0,27.539,0.162,1.193
高知県,109.0,125.0,35.425,0.128,1.147
群馬県,384.0,440.0,35.642,0.127,1.146
長崎県,204.0,231.0,39.036,0.117,1.132
富山県,342.0,387.0,39.251,0.116,1.132
滋賀県,401.0,450.0,42.087,0.109,1.122
沖縄県,1911.0,2139.0,43.048,0.107,1.119
神奈川県,4459.0,4962.0,45.395,0.101,1.113
福岡県,4118.0,4568.0,46.786,0.099,1.109
熊本県,471.0,520.0,49.025,0.094,1.104
京都府,1319.0,1448.0,51.999,0.089,1.098
埼玉県,3592.0,3929.0,54.106,0.086,1.094
石川県,573.0,626.0,54.847,0.085,1.092
千葉県,2801.0,3050.0,56.972,0.082,1.089
秋田県,45.0,49.0,56.977,0.082,1.089
香川県,71.0,77.0,59.809,0.078,1.085
全国,62215.0,67446.0,60.101,0.078,1.084
大阪府,7901.0,8544.0,62.015,0.075,1.081
静岡県,446.0,480.0,66.044,0.071,1.076
三重県,342.0,368.0,66.219,0.071,1.076
茨城県,507.0,545.0,67.133,0.070,1.075
愛知県,4187.0,4493.0,68.788,0.068,1.073
東京都,19428.0,20817.0,70.264,0.067,1.071
兵庫県,2129.0,2268.0,76.717,0.061,1.065
宮城県,192.0,204.0,80.034,0.059,1.062
青森県,33.0,35.0,82.461,0.057,1.061
佐賀県,224.0,237.0,86.007,0.055,1.058
奈良県,492.0,518.0,94.221,0.050,1.053
栃木県,289.0,303.0,102.567,0.046,1.048
宮崎県,321.0,336.0,106.241,0.045,1.047
鹿児島県,346.0,362.0,107.333,0.044,1.046
山梨県,167.0,173.0,137.460,0.035,1.036
大分県,140.0,145.0,138.269,0.034,1.036
北海道,1712.0,1773.0,138.587,0.034,1.036
新潟県,139.0,143.0,171.023,0.028,1.029
岡山県,141.0,145.0,173.449,0.028,1.028
岐阜県,543.0,555.0,221.972,0.022,1.022
広島県,451.0,458.0,315.029,0.015,1.016
島根県,135.0,137.0,329.932,0.015,1.015
和歌山県,227.0,230.0,369.558,0.013,1.013
山形県,77.0,78.0,376.027,0.013,1.013
鳥取県,22.0,22.0,5000,0.000,1
愛媛県,114.0,114.0,5000,0.000,1
