20200424 03:27:19 JST
都道府県,2020/04/17,2020/04/24,Td
鳥取県,1.0,3.0,4.417
鹿児島県,4.0,10.0,5.295
富山県,54.0,115.0,6.418
広島県,67.0,138.0,6.715
三重県,20.0,41.0,6.759
徳島県,3.0,5.0,9.498
福島県,40.0,64.0,10.323
北海道,302.0,473.0,10.814
長野県,36.0,54.0,11.967
滋賀県,52.0,76.0,12.786
沖縄県,86.0,125.0,12.975
山形県,45.0,64.0,13.776
埼玉県,479.0,681.0,13.790
大阪府,969.0,1351.0,14.600
奈良県,53.0,73.0,15.155
石川県,140.0,190.0,15.888
東京都,2457.0,3320.0,16.118
全国,8442.0,11350.0,16.392
千葉県,525.0,704.0,16.538
神奈川県,614.0,816.0,17.059
熊本県,31.0,41.0,17.354
栃木県,39.0,51.0,18.087
香川県,20.0,26.0,18.493
宮城県,65.0,84.0,18.921
兵庫県,423.0,546.0,19.009
山梨県,39.0,50.0,19.528
和歌山県,37.0,47.0,20.282
新潟県,46.0,58.0,20.932
福岡県,433.0,539.0,22.158
島根県,13.0,16.0,23.368
京都府,215.0,264.0,23.633
茨城県,119.0,146.0,23.728
群馬県,107.0,131.0,23.976
愛知県,350.0,422.0,25.937
大分県,50.0,60.0,26.612
岡山県,16.0,19.0,28.234
福井県,100.0,118.0,29.315
愛媛県,40.0,47.0,30.087
長崎県,15.0,17.0,38.766
静岡県,47.0,53.0,40.385
高知県,62.0,69.0,45.358
山口県,28.0,31.0,47.670
岐阜県,128.0,140.0,54.145
