20201105 16:39:41 JST
都道府県,2020/10/29,2020/11/05,Td,K,R0
岡山県,206.0,303.0,12.575,0.320,1.471
青森県,187.0,245.0,17.961,0.237,1.310
宮城県,602.0,772.0,19.507,0.220,1.282
北海道,2804.0,3301.0,29.734,0.151,1.177
静岡県,596.0,661.0,46.874,0.098,1.109
奈良県,626.0,675.0,64.383,0.073,1.078
愛知県,5869.0,6319.0,65.677,0.071,1.077
大阪府,12089.0,12876.0,76.932,0.061,1.065
山梨県,203.0,216.0,78.167,0.060,1.064
沖縄県,3194.0,3392.0,80.671,0.058,1.062
千葉県,4836.0,5119.0,85.316,0.055,1.059
熊本県,769.0,814.0,85.319,0.055,1.059
神奈川県,8389.0,8868.0,87.380,0.054,1.057
全国,96191.0,101544.0,89.593,0.053,1.056
埼玉県,5653.0,5945.0,96.339,0.049,1.052
秋田県,61.0,64.0,101.065,0.047,1.049
東京都,30127.0,31502.0,108.719,0.044,1.046
長野県,334.0,349.0,110.447,0.043,1.045
京都府,1974.0,2061.0,112.499,0.042,1.044
茨城県,743.0,775.0,115.067,0.041,1.043
兵庫県,3142.0,3275.0,117.034,0.041,1.042
群馬県,870.0,905.0,123.018,0.039,1.040
佐賀県,254.0,264.0,125.652,0.038,1.039
滋賀県,539.0,560.0,126.946,0.037,1.039
岐阜県,672.0,698.0,127.817,0.037,1.039
栃木県,477.0,492.0,156.708,0.030,1.031
鳥取県,37.0,38.0,181.940,0.026,1.027
鹿児島県,463.0,475.0,189.623,0.025,1.026
三重県,555.0,569.0,194.764,0.025,1.025
山形県,84.0,86.0,206.202,0.023,1.024
和歌山県,272.0,277.0,266.369,0.018,1.018
石川県,799.0,812.0,300.633,0.016,1.016
高知県,142.0,144.0,346.915,0.014,1.014
福島県,386.0,391.0,376.998,0.013,1.013
新潟県,182.0,184.0,443.956,0.011,1.011
香川県,101.0,102.0,492.477,0.010,1.010
福岡県,5189.0,5238.0,516.242,0.009,1.009
山口県,213.0,215.0,519.163,0.009,1.009
広島県,656.0,662.0,532.911,0.009,1.009
宮崎県,367.0,369.0,892.771,0.005,1.005
福井県,256.0,257.0,1244.544,0.004,1.004
富山県,422.0,423.0,2049.982,0.002,1.002
岩手県,27.0,27.0,5000,0.000,1
島根県,141.0,141.0,5000,0.000,1
徳島県,164.0,164.0,5000,0.000,1
愛媛県,116.0,116.0,5000,0.000,1
長崎県,244.0,244.0,5000,0.000,1
大分県,159.0,159.0,5000,0.000,1
