20200804 05:43:11 JST
都道府県,2020/07/28,2020/08/04,Td,K,R0
熊本県,72.0,217.0,4.398,0.668,3.014
鳥取県,6.0,18.0,4.417,0.667,3.000
沖縄県,186.0,517.0,4.746,0.640,2.780
宮崎県,62.0,157.0,5.222,0.605,2.532
徳島県,12.0,28.0,5.726,0.571,2.333
静岡県,119.0,269.0,5.949,0.558,2.261
長崎県,52.0,112.0,6.324,0.536,2.154
愛知県,1010.0,1977.0,7.224,0.489,1.957
三重県,65.0,112.0,8.917,0.420,1.723
福岡県,1342.0,2047.0,11.492,0.344,1.525
大阪府,2915.0,4446.0,11.494,0.344,1.525
岐阜県,231.0,351.0,11.598,0.342,1.519
岡山県,61.0,88.0,13.240,0.307,1.443
佐賀県,67.0,95.0,13.895,0.295,1.418
和歌山県,122.0,167.0,15.454,0.269,1.369
広島県,257.0,347.0,16.160,0.259,1.350
茨城県,242.0,322.0,16.988,0.248,1.331
兵庫県,965.0,1252.0,18.635,0.229,1.297
全国,29303.0,37923.0,18.816,0.227,1.294
京都府,586.0,758.0,18.853,0.227,1.294
奈良県,205.0,264.0,19.183,0.223,1.288
長野県,92.0,117.0,20.184,0.214,1.272
新潟県,92.0,116.0,20.932,0.207,1.261
栃木県,159.0,195.0,23.773,0.185,1.226
鹿児島県,211.0,256.0,25.099,0.176,1.213
千葉県,1475.0,1780.0,25.815,0.171,1.207
滋賀県,153.0,184.0,26.299,0.168,1.203
東京都,11214.0,13455.0,26.632,0.167,1.200
埼玉県,2068.0,2461.0,27.888,0.160,1.190
山口県,49.0,58.0,28.774,0.155,1.184
宮城県,140.0,165.0,29.531,0.152,1.179
神奈川県,2239.0,2615.0,31.256,0.144,1.168
大分県,60.0,68.0,38.766,0.118,1.133
愛媛県,85.0,95.0,43.623,0.105,1.118
山梨県,85.0,94.0,48.210,0.096,1.106
福井県,129.0,140.0,59.294,0.079,1.085
群馬県,179.0,192.0,69.206,0.068,1.073
北海道,1386.0,1446.0,114.491,0.041,1.043
富山県,235.0,244.0,129.103,0.037,1.038
島根県,28.0,29.0,138.269,0.034,1.036
福島県,86.0,89.0,141.504,0.034,1.035
青森県,31.0,32.0,152.826,0.031,1.032
石川県,313.0,323.0,154.282,0.031,1.032
高知県,79.0,81.0,194.071,0.025,1.025
香川県,45.0,46.0,220.758,0.022,1.022
山形県,75.0,76.0,366.323,0.013,1.013
岩手県,0.0,4.0,5000,0,1
秋田県,18.0,18.0,5000,0.000,1
