20200411 04:44:58 JST,,,
都道府県,2020/04/04,2020/04/11,Td
山形県,1,27,1.472
宮崎県,3,16,2.899
沖縄県,9,42,3.15
石川県,16,72,3.226
広島県,6,25,3.4
福島県,8,33,3.424
岐阜県,22,76,3.914
滋賀県,8,26,4.117
茨城県,26,81,4.27
福岡県,62,187,4.395
宮城県,12,36,4.417
山口県,6,17,4.659
長崎県,5,14,4.712
佐賀県,4,11,4.796
山梨県,9,24,4.947
静岡県,6,16,4.947
神奈川県,153,375,5.412
埼玉県,113,271,5.547
愛媛県,11,26,5.641
長野県,9,21,5.726
福井県,31,72,5.758
岡山県,7,16,5.869
高知県,21,47,6.023
東京都,690,1528,6.103
栃木県,14,31,6.104
全国,2541,5246,6.693
京都府,79,159,6.937
富山県,8,16,7
千葉県,181,342,7.625
大阪府,312,589,7.636
奈良県,19,34,8.338
群馬県,20,33,9.689
兵庫県,167,273,9.872
愛知県,186,299,10.221
和歌山県,20,32,10.323
秋田県,7,11,10.735
青森県,9,14,10.982
熊本県,15,23,11.351
香川県,2,3,11.967
大分県,30,41,15.533
新潟県,31,39,21.135
三重県,12,15,21.744
北海道,185,226,24.238
