20200605 05:57:02 JST
都道府県,2020/05/29,2020/06/05,Td,K,R0
福岡県,674.0,780.0,33.219,0.136,1.157
山梨県,60.0,65.0,60.618,0.077,1.083
北海道,1066.0,1099.0,159.149,0.030,1.031
神奈川県,1341.0,1375.0,193.786,0.025,1.025
東京都,5180.0,5295.0,220.969,0.022,1.022
全国,16349.0,16658.0,259.136,0.019,1.019
栃木県,65.0,66.0,317.802,0.015,1.015
静岡県,75.0,76.0,366.323,0.013,1.013
愛媛県,81.0,82.0,395.436,0.012,1.012
石川県,296.0,298.0,720.524,0.007,1.007
岐阜県,150.0,151.0,730.228,0.007,1.007
埼玉県,1000.0,1005.0,972.830,0.005,1.005
愛知県,507.0,509.0,1232.414,0.004,1.004
千葉県,905.0,907.0,2197.969,0.002,1.002
青森県,27.0,27.0,5000,0.000,1
岩手県,0.0,0.0,5000,0,1
宮城県,88.0,88.0,5000,0.000,1
秋田県,16.0,16.0,5000,0.000,1
山形県,69.0,69.0,5000,0.000,1
福島県,81.0,81.0,5000,0.000,1
茨城県,168.0,168.0,5000,0.000,1
群馬県,149.0,149.0,5000,0.000,1
新潟県,83.0,83.0,5000,0.000,1
富山県,227.0,227.0,5000,0.000,1
福井県,122.0,122.0,5000,0.000,1
長野県,76.0,76.0,5000,0.000,1
三重県,45.0,45.0,5000,0.000,1
滋賀県,100.0,100.0,5000,0.000,1
京都府,358.0,358.0,5000,0.000,1
兵庫県,699.0,699.0,5000,0.000,1
奈良県,92.0,92.0,5000,0.000,1
和歌山県,63.0,63.0,5000,0.000,1
鳥取県,3.0,3.0,5000,0.000,1
島根県,24.0,24.0,5000,0.000,1
岡山県,25.0,25.0,5000,0.000,1
広島県,167.0,167.0,5000,0.000,1
山口県,37.0,37.0,5000,0.000,1
徳島県,5.0,5.0,5000,0.000,1
香川県,28.0,28.0,5000,0.000,1
高知県,74.0,74.0,5000,0.000,1
佐賀県,47.0,47.0,5000,0.000,1
長崎県,17.0,17.0,5000,0.000,1
熊本県,48.0,48.0,5000,0.000,1
大分県,60.0,60.0,5000,0.000,1
宮崎県,17.0,17.0,5000,0.000,1
鹿児島県,10.0,10.0,5000,0.000,1
沖縄県,142.0,142.0,5000,0.000,1
大阪府,1782.0,1783.0,8648.744,0.001,1.001
