20201113 21:33:26 JST
都道府県,2020/11/06,2020/11/13,Td,K,R0
鳥取県,38.0,51.0,16.490,0.255,1.342
北海道,3372.0,4387.0,18.439,0.231,1.301
山梨県,218.0,257.0,29.481,0.152,1.179
新潟県,184.0,216.0,30.260,0.148,1.174
静岡県,680.0,787.0,33.202,0.136,1.157
岩手県,29.0,33.0,37.551,0.121,1.138
奈良県,679.0,771.0,38.185,0.119,1.135
宮城県,788.0,892.0,39.139,0.117,1.132
滋賀県,563.0,636.0,39.797,0.115,1.130
岡山県,309.0,348.0,40.821,0.112,1.126
長野県,350.0,393.0,41.872,0.109,1.123
鹿児島県,488.0,542.0,46.232,0.100,1.111
愛知県,6404.0,7052.0,50.338,0.092,1.101
茨城県,779.0,854.0,52.785,0.088,1.096
岐阜県,700.0,765.0,54.643,0.085,1.093
大阪府,13191.0,14376.0,56.402,0.082,1.090
山口県,215.0,233.0,60.348,0.077,1.084
埼玉県,5986.0,6479.0,61.307,0.076,1.082
兵庫県,3327.0,3596.0,62.405,0.075,1.081
神奈川県,8912.0,9604.0,64.883,0.072,1.078
全国,102470.0,110260.0,66.220,0.071,1.076
青森県,256.0,275.0,67.772,0.069,1.074
和歌山県,278.0,298.0,69.841,0.067,1.072
山形県,86.0,92.0,71.945,0.065,1.070
千葉県,5149.0,5499.0,73.780,0.064,1.068
秋田県,64.0,68.0,80.034,0.059,1.062
香川県,102.0,108.0,84.887,0.056,1.059
沖縄県,3408.0,3597.0,89.895,0.053,1.055
東京都,31624.0,33377.0,89.934,0.053,1.055
熊本県,824.0,866.0,97.598,0.048,1.051
京都府,2081.0,2187.0,97.661,0.048,1.051
三重県,574.0,603.0,98.443,0.048,1.051
福島県,401.0,419.0,110.501,0.043,1.045
福井県,257.0,268.0,115.770,0.041,1.043
徳島県,164.0,170.0,135.034,0.035,1.037
佐賀県,266.0,275.0,145.817,0.033,1.034
群馬県,910.0,937.0,165.946,0.029,1.030
広島県,663.0,680.0,191.645,0.025,1.026
栃木県,493.0,505.0,201.754,0.024,1.024
大分県,159.0,162.0,259.576,0.019,1.019
長崎県,245.0,249.0,299.606,0.016,1.016
福岡県,5246.0,5328.0,312.831,0.015,1.016
石川県,813.0,825.0,331.145,0.015,1.015
愛媛県,116.0,117.0,565.258,0.009,1.009
宮崎県,371.0,373.0,902.475,0.005,1.005
富山県,423.0,425.0,1028.629,0.005,1.005
島根県,141.0,141.0,5000,0.000,1
高知県,144.0,144.0,5000,0.000,1
