20200904 04:22:44 JST
都道府県,2020/08/28,2020/09/04,Td,K,R0
岩手県,12.0,22.0,8.005,0.455,1.833
長野県,194.0,268.0,15.016,0.276,1.381
福井県,177.0,236.0,16.866,0.250,1.333
山口県,135.0,175.0,18.697,0.229,1.296
福島県,139.0,168.0,25.606,0.173,1.209
徳島県,119.0,137.0,34.446,0.131,1.151
長崎県,205.0,232.0,39.215,0.116,1.132
石川県,592.0,666.0,41.195,0.111,1.125
富山県,357.0,396.0,46.799,0.098,1.109
神奈川県,4601.0,5096.0,47.484,0.097,1.108
群馬県,408.0,451.0,48.423,0.095,1.105
福岡県,4222.0,4636.0,51.870,0.089,1.098
京都府,1343.0,1474.0,52.131,0.089,1.098
熊本県,482.0,528.0,53.230,0.087,1.095
宮城県,192.0,210.0,54.145,0.086,1.094
高知県,118.0,129.0,54.439,0.085,1.093
埼玉県,3681.0,4013.0,56.187,0.083,1.090
沖縄県,1977.0,2152.0,57.206,0.081,1.089
全国,63752.0,68636.0,65.731,0.071,1.077
三重県,353.0,380.0,65.832,0.071,1.076
大阪府,8139.0,8752.0,66.819,0.070,1.075
千葉県,2877.0,3092.0,67.324,0.070,1.075
滋賀県,423.0,454.0,68.604,0.068,1.073
静岡県,453.0,484.0,73.302,0.064,1.068
愛知県,4273.0,4559.0,74.892,0.063,1.067
東京都,19846.0,21128.0,77.513,0.061,1.065
兵庫県,2159.0,2297.0,78.311,0.060,1.064
青森県,33.0,35.0,82.461,0.057,1.061
茨城県,524.0,555.0,84.418,0.056,1.059
香川県,74.0,78.0,92.167,0.051,1.054
佐賀県,227.0,239.0,94.189,0.050,1.053
大分県,143.0,150.0,101.527,0.047,1.049
栃木県,294.0,307.0,112.139,0.042,1.044
奈良県,502.0,524.0,113.123,0.042,1.044
新潟県,139.0,145.0,114.814,0.041,1.043
北海道,1727.0,1797.0,122.116,0.039,1.041
鹿児島県,349.0,363.0,123.364,0.039,1.040
宮崎県,325.0,338.0,123.711,0.038,1.040
岐阜県,549.0,562.0,207.322,0.023,1.024
山梨県,169.0,173.0,207.415,0.023,1.024
岡山県,142.0,145.0,232.080,0.021,1.021
秋田県,48.0,49.0,235.315,0.020,1.021
広島県,452.0,459.0,315.722,0.015,1.015
和歌山県,228.0,231.0,371.175,0.013,1.013
山形県,77.0,78.0,376.027,0.013,1.013
鳥取県,22.0,22.0,5000,0.000,1
島根県,137.0,137.0,5000,0.000,1
愛媛県,114.0,114.0,5000,0.000,1
