20200418 09:28:03 JST
都道府県,2020/04/11,2020/04/18,Td
島根県,2.0,14.0,2.493
香川県,4.0,21.0,2.926
広島県,25.0,118.0,3.127
群馬県,35.0,109.0,4.271
富山県,23.0,65.0,4.670
福岡県,224.0,459.0,6.763
宮城県,37.0,75.0,6.867
山形県,27.0,50.0,7.874
沖縄県,49.0,86.0,8.625
三重県,15.0,26.0,8.821
山口県,17.0,29.0,9.085
滋賀県,34.0,57.0,9.391
埼玉県,325.0,535.0,9.734
岐阜県,82.0,132.0,10.192
長野県,28.0,45.0,10.226
山梨県,27.0,43.0,10.426
石川県,92.0,146.0,10.506
神奈川県,425.0,673.0,10.556
青森県,14.0,22.0,10.735
全国,5902.0,9027.0,11.418
東京都,1717.0,2606.0,11.629
茨城県,82.0,123.0,11.967
大阪府,697.0,1021.0,12.710
愛媛県,28.0,41.0,12.723
奈良県,37.0,54.0,12.834
千葉県,375.0,539.0,13.374
兵庫県,316.0,453.0,13.472
静岡県,34.0,48.0,14.070
北海道,239.0,336.0,14.244
福島県,36.0,49.0,15.738
福井県,76.0,103.0,15.961
栃木県,31.0,42.0,15.977
熊本県,23.0,31.0,16.255
京都府,168.0,225.0,16.609
秋田県,12.0,16.0,16.866
鹿児島県,3.0,4.0,16.866
佐賀県,12.0,15.0,21.744
高知県,52.0,62.0,27.585
大分県,42.0,50.0,27.829
愛知県,313.0,364.0,32.143
和歌山県,33.0,38.0,34.392
新潟県,41.0,47.0,35.526
長崎県,14.0,16.0,36.336
岡山県,16.0,18.0,41.195
宮崎県,16.0,17.0,80.034
