Date,High,Low,Open,Close,Volume,Adj Close,Ma25,Ma75,Ma Signal,Max 75,Min 75,MACD,MACD Signal,MACD Hist,RSI
2017-01-03,19938.529296875,19775.9296875,19872.859375,19881.759765625,339180000,19881.759765625,,,,,,0.0,,,
2017-01-04,19956.140625,19878.830078125,19890.939453125,19942.16015625,280010000,19942.16015625,,,,,,4.818264779201854,,,
2017-01-05,19948.599609375,19811.119140625,19924.560546875,19899.2890625,269920000,19899.2890625,,,,,,5.118433241204912,,,
2017-01-06,19999.630859375,19834.080078125,19906.9609375,19963.80078125,277700000,19963.80078125,,,,,,10.441512212961243,,,
2017-01-09,19943.779296875,19887.380859375,19931.41015625,19887.380859375,287510000,19887.380859375,,,,,,8.39684798469898,,,
2017-01-10,19957.119140625,19836.029296875,19876.349609375,19855.529296875,299410000,19855.529296875,,,,,,4.1583471165795345,,,
2017-01-11,19973.419921875,19833.16015625,19887.380859375,19954.279296875,336150000,19954.279296875,,,,,,8.66768863453035,,,
2017-01-12,19929.2890625,19770.470703125,19926.2109375,19891.0,306290000,19891.0,,,,,,7.053950316578266,,,
2017-01-13,19952.029296875,19849.380859375,19912.5390625,19885.73046875,263780000,19885.73046875,,,,,,5.288877058163052,5.993769038213133,-0.7048919800500801,
2017-01-17,19882.990234375,19775.349609375,19848.8203125,19826.76953125,341900000,19826.76953125,,,,,,-0.8577238087818841,5.898466392792923,-6.756190201574807,
2017-01-18,19828.19921875,19739.0,19822.73046875,19804.720703125,279760000,19804.720703125,,,,,,-7.422542984488246,4.5383766412718005,-11.960919625760045,
2017-01-19,19824.140625,19677.939453125,19813.55078125,19732.400390625,301750000,19732.400390625,,,,,,-18.25047418500617,1.9418313716927917,-20.19230555669896,
2017-01-20,19843.939453125,19759.140625,19795.060546875,19827.25,435260000,19827.25,,,,,,-18.959562848547648,-1.3249547462526405,-17.634608102295008,
2017-01-23,19833.98046875,19732.359375,19794.7890625,19799.849609375,326690000,19799.849609375,,,,,,-21.48483939720245,-4.645142233130577,-16.839697164071872,
2017-01-24,19949.240234375,19786.7109375,19794.6796875,19912.7109375,374460000,19912.7109375,,,,,,-14.215308074675704,-6.686659476603381,-7.528648598072323,51.860504979113784
2017-01-25,20082.0,19994.48046875,19994.48046875,20068.509765625,372240000,20068.509765625,,,,,,4.070588032147498,-7.197448432423698,11.268036464571196,56.81355232419748
2017-01-26,20125.580078125,20067.529296875,20076.25,20100.91015625,356730000,20100.91015625,,,,,,20.93540288897566,-5.6550648132684325,26.59046770224409,60.99684252240275
2017-01-27,20115.970703125,20072.640625,20103.359375,20093.779296875,343130000,20093.779296875,,,,,,33.34115334929447,-2.538145225364941,35.879298574659416,57.562678558035195
2017-01-30,20028.619140625,19870.390625,20028.619140625,19971.130859375,317280000,19971.130859375,,,,,,32.89688130710783,1.2123664541783608,31.68451485292947,54.624157773502546
2017-01-31,19918.169921875,19784.76953125,19913.16015625,19864.08984375,373750000,19864.08984375,,,,,,23.635027249179984,4.6632075912526085,18.971819657927377,50.43642424857961
2017-02-01,19967.73046875,19845.990234375,19923.810546875,19890.939453125,426670000,19890.939453125,,,,,,18.25109302574492,8.718937281336062,9.53215574440886,46.515421115065244
2017-02-02,19922.75,19831.08984375,19858.33984375,19884.91015625,347220000,19884.91015625,,,,,,13.343951726463274,12.308216678559498,1.035735047903776,49.6424508742638
2017-02-03,20081.48046875,19964.2109375,19964.2109375,20071.4609375,344220000,20071.4609375,,,,,,24.22880132985665,17.387510092677175,6.841291237179476,58.99081007488087
2017-02-06,20094.94921875,20002.810546875,20025.609375,20052.419921875,281720000,20052.419921875,,,,,,30.961764287447295,22.40718479957973,8.554579487867564,61.36238913770822
2017-02-07,20155.349609375,20068.6796875,20107.619140625,20090.2890625,279670000,20090.2890625,19926.1228125,,,,,38.90493720393715,26.277668040889694,12.627269163047458,64.1539900213165
2017-02-08,20068.279296875,20015.330078125,20049.2890625,20054.33984375,280410000,20054.33984375,19933.026015625,,,,,41.81711577436363,28.597858361488356,13.219257412875272,66.55352003197564
2017-02-09,20206.359375,20061.73046875,20061.73046875,20172.400390625,325310000,20172.400390625,19942.235625,,,,,53.04012419678111,30.786632900097985,22.253491296683123,67.33325094210447
2017-02-10,20298.2109375,20204.759765625,20211.23046875,20269.369140625,312230000,20269.369140625,19957.038828125,,,,,68.96403251410084,34.79409414531943,34.16993836878141,72.03904786003204
2017-02-13,20441.48046875,20322.94921875,20338.5390625,20412.16015625,314620000,20412.16015625,19974.973203125,,,,,92.04485044773537,42.39518561182558,49.64966483590979,72.80321594561143
2017-02-14,20504.41015625,20374.01953125,20374.220703125,20504.41015625,356580000,20504.41015625,19999.654375,,,,,116.43814255587858,53.30485778184043,63.13328477403815,71.12780189674139
2017-02-15,20620.44921875,20496.029296875,20504.26953125,20611.859375,384380000,20611.859375,20029.907578125,,,,,142.7942134519326,67.68822019578147,75.10599325615112,73.0858427727791
2017-02-16,20639.869140625,20556.830078125,20627.310546875,20619.76953125,354120000,20619.76953125,20056.5271875,,,,,162.44728187816145,83.04582914559312,79.40145273256833,73.7487058923126
2017-02-17,20624.05078125,20532.609375,20564.130859375,20624.05078125,340620000,20624.05078125,20085.84921875,,,,,176.3352582020998,99.1984395805545,77.13681862154529,83.0077272610582
2017-02-21,20757.640625,20663.369140625,20663.4296875,20743.0,336880000,20743.0,20120.14,,,,,194.69545928835214,116.50849758993394,78.1869616984182,93.90383347057286
2017-02-22,20781.58984375,20692.390625,20715.41015625,20775.599609375,310530000,20775.599609375,20158.093203125,,,,,209.46201918597217,135.13570908011266,74.3263101058595,93.93865316337815
2017-02-23,20840.69921875,20746.41015625,20817.2109375,20810.3203125,302110000,20810.3203125,20198.3171875,,,,,221.4139724127599,153.84391443744366,67.57005797531625,94.68893835358033
2017-02-24,20821.759765625,20733.94921875,20751.91015625,20821.759765625,292540000,20821.759765625,20241.8915625,,,,,229.1673511455665,171.64428317427317,57.52306797129333,93.60786263545407
2017-02-27,20851.330078125,20774.759765625,20808.7109375,20837.439453125,256540000,20837.439453125,20282.299140625,,,,,233.88114315964413,187.40387125337415,46.477271906269976,95.80482379165888
2017-02-28,20841.240234375,20781.2109375,20833.880859375,20812.240234375,339210000,20812.240234375,20322.794765625,,,,,232.89877878993502,200.34394194604707,32.554836843887955,92.75705312836173
2017-03-01,21169.109375,20957.2890625,20957.2890625,21115.55078125,392820000,21115.55078125,20370.908359375,,,,,253.670716099532,212.6635533513359,41.007162748196095,97.73308688135165
2017-03-02,21129.19921875,20996.609375,21128.91015625,21002.970703125,319910000,21002.970703125,20408.286796875,,,,,258.0734446130373,223.28868254409988,34.7847620689374,87.54401082039347
2017-03-03,21039.9609375,20953.859375,21008.75,21005.7109375,254420000,21005.7109375,20444.478828125,,,,,258.80046206392944,232.45148297319207,26.348979090737373,86.38410478427619
2017-03-06,20986.4296875,20912.109375,20955.7109375,20954.33984375,266620000,20954.33984375,20478.90125,,,,,252.3227906272914,238.85451978862977,13.468270838661624,79.45090666813782
2017-03-07,20970.5390625,20901.259765625,20934.890625,20924.759765625,274630000,20924.759765625,20517.04640625,,,,,242.01255417405628,242.4712458984169,-0.45869172436061945,74.50130806308758
2017-03-08,20951.439453125,20835.580078125,20940.439453125,20855.73046875,296780000,20855.73046875,20556.71203125,,,,,225.67014518877113,242.94415398464037,-17.274008795869236,64.88124749718732
2017-03-09,20900.5703125,20777.16015625,20864.3203125,20858.189453125,275960000,20858.189453125,20595.40203125,,,,,210.49068225655355,240.8689685525278,-30.37828629597425,64.64604774714029
2017-03-10,20940.2890625,20827.66015625,20919.009765625,20902.98046875,315430000,20902.98046875,20636.12484375,,,,,199.7722589007535,237.07909252376217,-37.30683362300866,66.322192201665
2017-03-13,20926.060546875,20845.7109375,20899.279296875,20881.48046875,289260000,20881.48046875,20668.525625,,,,,187.38292711030226,232.02177567046965,-44.63884856016739,59.14666240092471
2017-03-14,20874.0,20786.310546875,20848.599609375,20837.369140625,246820000,20837.369140625,20699.92359375,,,,,172.02191532022698,222.94968669499133,-50.92777137476435,54.01877614504495
2017-03-15,20977.470703125,20859.599609375,20874.779296875,20950.099609375,306590000,20950.099609375,20734.316015625,,,,,167.01931481153588,212.83256116149116,-45.81324634995528,58.25609860204559
2017-03-16,21000.109375,20893.5,20969.26953125,20934.55078125,264360000,20934.55078125,20769.524453125,,,,,159.9561820860763,201.84986338617415,-41.89368130009785,56.629845036886685
2017-03-17,20980.509765625,20911.0703125,20965.369140625,20914.619140625,535280000,20914.619140625,20799.213203125,,,,,151.00953774036316,190.59283528762657,-39.58329754726341,54.514050719671005
2017-03-20,20955.44921875,20885.69921875,20916.26953125,20905.859375,253610000,20905.859375,20824.6728125,,,,,141.5803674169074,179.43370342572112,-37.85333600881373,55.58291383539531
2017-03-21,20970.0390625,20653.259765625,20956.330078125,20668.009765625,369320000,20668.009765625,20834.906796875,,,,,113.60563131685558,166.98209077328607,-53.376459456430496,21.05102244502447
2017-03-22,20686.2109375,20578.94921875,20640.419921875,20661.30078125,325090000,20661.30078125,20841.182421875,,,,,89.8582623274524,153.5784885589415,-63.72022623148911,24.391836304496124
2017-03-23,20757.890625,20618.619140625,20645.0703125,20656.580078125,280050000,20656.580078125,20842.97125,,,,,69.852167715213,139.1429228716592,-69.29075515644621,23.91009268043494
2017-03-24,20718.330078125,20529.669921875,20674.44921875,20596.720703125,292980000,20596.720703125,20842.049296875,,,,,48.60673412766846,123.7233458735888,-75.11661174592034,23.61056263529737
2017-03-27,20578.4609375,20412.80078125,20488.349609375,20550.98046875,269380000,20550.98046875,20839.126484375,,,,,27.75873488099387,107.69410360256289,-79.93536872156902,23.060572361660494
2017-03-28,20735.609375,20520.099609375,20542.140625,20701.5,299670000,20701.5,20837.466484375,,,,,23.115749532382324,91.70481857154583,-68.5890690391635,40.05260532402159
2017-03-29,20684.73046875,20625.029296875,20675.75,20659.3203125,238320000,20659.3203125,20832.8153125,,,,,15.849894207607576,75.69300880727153,-59.84311459966395,37.798708223987724
2017-03-30,20753.779296875,20643.599609375,20662.7890625,20728.490234375,270900000,20728.490234375,20829.542109375,,,,,15.494475465031428,60.635779665568,-45.141304200536574,39.60538655037849
2017-03-31,20722.58984375,20660.6796875,20700.33984375,20663.220703125,303770000,20663.220703125,20823.200546875,,,,,9.832752014692232,45.99715573198854,-36.16440371729631,37.64240390846339
2017-04-03,20692.33984375,20517.8203125,20665.169921875,20650.2109375,285670000,20650.2109375,20815.71140625,,,,,4.247058583350736,33.846203206043555,-29.59914462269282,39.016512196743406
2017-04-04,20701.2890625,20605.30078125,20634.939453125,20689.240234375,237390000,20689.240234375,20810.79140625,,,,,2.9358517017171835,24.188157580961867,-21.252305879244684,33.241653450041156
2017-04-05,20887.5,20639.55078125,20745.060546875,20648.150390625,284980000,20648.150390625,20792.095390625,,,,,-1.4027264300639217,16.270947120375542,-17.673673550439464,32.18543850910549
2017-04-06,20746.4609375,20612.169921875,20653.76953125,20662.94921875,251720000,20662.94921875,20778.49453125,,,,,-3.6053785469266586,10.469601267642751,-14.07497981456941,34.24512822268467
