Date,Open,High,Low,Close,Volume,Ma25,Ma75,Signal
2021-06-21,33312.0703125,33908.08984375,33312.0703125,33876.96875,317260000,34297.9784375,33727.853567708335,1.0169036807707654
2021-06-22,33872.55859375,34040.69921875,33751.05859375,33945.578125,284130000,34282.69,33760.51059895833,1.0154671653887184
2021-06-23,33948.5390625,34009.3984375,33869.828125,33874.23828125,255280000,34275.233125,33788.13458333333,1.0144162602544782
2021-06-24,33933.91015625,34233.01953125,33933.91015625,34196.8203125,275870000,34287.264375,33819.65565104166,1.0138265371115314
2021-06-25,34328.1015625,34501.01953125,34314.80078125,34433.83984375,432550000,34301.25203125,33848.14658854167,1.0133864181166632
2021-06-28,34428.1015625,34449.6484375,34186.12890625,34283.26953125,280280000,34304.26921875,33872.11565104167,1.012758387228022
2021-06-29,34338.890625,34469.828125,34266.828125,34292.2890625,282360000,34300.2015625,33892.29763020833,1.0120352988971777
2021-06-30,34290.73828125,34553.16015625,34245.48046875,34502.51171875,295560000,34307.80359375,33912.951640625,1.011643101942563
2021-07-01,34507.3203125,34640.28125,34498.8515625,34633.53125,268280000,34320.2228125,33937.052734375,1.0112906115072533
2021-07-02,34642.421875,34821.9296875,34613.48828125,34786.3515625,301860000,34333.09125,33960.66580729167,1.0109663763608652
2021-07-06,34790.16015625,34814.19921875,34358.421875,34577.37109375,348430000,34335.008125,33983.53341145833,1.01034250056597
2021-07-07,34604.171875,34708.78125,34435.58984375,34681.7890625,302700000,34339.26734375,34010.91765625,1.0096542436995863
2021-07-08,34569.01171875,34569.01171875,34145.58984375,34421.9296875,335690000,34332.129375,34033.46072916667,1.0087757353920042
2021-07-09,34457.51171875,34893.71875,34457.51171875,34870.16015625,301750000,34343.85421875,34066.087526041665,1.0081537597323438
2021-07-12,34836.75,35014.8984375,34730.1484375,34996.1796875,294800000,34353.44578125,34100.43578125,1.0074195532755952
2021-07-13,34959.9609375,35018.7890625,34876.890625,34888.7890625,322430000,34363.7878125,34130.69322916667,1.0068294711088417
2021-07-14,34920.828125,35069.1796875,34826.87109375,34933.23046875,344340000,34377.12421875,34155.49791666667,1.0064887445829092
2021-07-15,34924.80859375,34990.41015625,34762.87109375,34987.01953125,320450000,34398.719375,34179.7065625,1.0064076855691992
2021-07-16,35007.94140625,35090.01171875,34647.8203125,34687.8515625,322980000,34407.58390625,34201.3184375,1.0060309215601422
2021-07-19,34528.48046875,34528.48046875,33741.76171875,33962.0390625,440440000,34386.88140625,34214.391614583335,1.0050414396844967
2021-07-20,33981.7890625,34621.7890625,33981.7890625,34511.98828125,387020000,34391.6109375,34232.50864583333,1.004647695946351
2021-07-21,34556.9609375,34820.23828125,34556.9609375,34798.0,317090000,34411.5578125,34249.452760416665,1.0047330698454455
2021-07-22,34799.6796875,34879.28125,34673.03125,34823.3515625,291610000,34443.145,34268.027604166666,1.0051102268813406
2021-07-23,34855.109375,35095.328125,34855.109375,35061.55078125,314040000,34492.6690625,34289.564791666664,1.0059232093515136
2021-07-26,35055.859375,35150.37109375,34950.19140625,35144.30859375,259790000,34566.83828125,34311.44130208333,1.0074434931752971
2021-07-27,35078.8984375,35078.8984375,34878.0703125,35058.51953125,326610000,34614.1003125,34328.213541666664,1.0083280410291766
2021-07-28,35109.94921875,35116.37109375,34876.83984375,34930.9296875,347170000,34653.514375,34344.020625,1.00901157594154
2021-07-29,34985.98828125,35171.51953125,34985.98828125,35084.53125,222680000,34701.92609375,34362.78411458333,1.0098694558053212
2021-07-30,35013.26171875,35106.30078125,34871.12890625,34935.46875,276410000,34731.47203125,34378.84515625,1.0102570890149838
2021-08-02,34968.55859375,35192.109375,34808.19921875,34838.16015625,238620000,34747.64484375,34389.54078125,1.0104131679099144
2021-08-03,34864.1015625,35120.94140625,34714.328125,35116.3984375,259820000,34780.97,34401.75046875,1.0110232626561977
2021-08-04,35047.44140625,35047.44140625,34790.62109375,34792.671875,245300000,34800.9853125,34411.284375,1.0113248007035482
2021-08-05,34815.609375,35067.5390625,34815.609375,35064.25,216580000,34823.45484375,34427.85703125,1.0114906313262808
2021-08-06,35077.44140625,35246.7890625,35077.44140625,35208.51171875,231570000,34846.4540625,34442.139739583334,1.011738943224018
2021-08-09,35229.671875,35229.671875,35041.23828125,35101.8515625,207850000,34859.0740625,34459.28578125,1.0116017576158685
2021-08-10,35135.171875,35285.16015625,35091.91015625,35264.671875,255040000,34886.56609375,34475.56822916667,1.0119214239443812
2021-08-11,35300.890625,35501.16015625,35300.890625,35484.96875,232800000,34918.69328125,34495.613541666666,1.012264740242185
2021-08-12,35481.94140625,35510.76953125,35352.53125,35499.8515625,231600000,34961.81015625,34515.8125,1.0129215459218872
2021-08-13,35551.55859375,35610.5703125,35474.78125,35515.37890625,236790000,34987.61890625,34538.4125,1.0130059945937004
2021-08-16,35490.828125,35631.19140625,35231.87109375,35625.3984375,292590000,35012.78765625,34559.2796875,1.0131226105651165
2021-08-17,35500.01171875,35500.01171875,35120.30859375,35343.28125,309410000,35030.96734375,34578.85875,1.013074711256918
2021-08-18,35310.19921875,35356.80078125,34943.41015625,34960.69140625,289800000,35032.06578125,34590.158229166664,1.0127755284944235
2021-08-19,34874.671875,34997.80859375,34690.25,34894.12109375,333550000,35028.34984375,34600.30609375,1.0123710972047535
2021-08-20,34917.9609375,35177.26171875,34867.0703125,35120.078125,269320000,35045.63890625,34612.169270833336,1.0125236194248575
2021-08-23,35160.96875,35428.91015625,35160.96875,35335.7109375,245760000,35100.58578125,34622.665,1.0138036971229685
2021-08-24,35382.71875,35445.46875,35356.1796875,35366.26171875,228710000,35134.75671875,34630.511666666665,1.0145607161955015
2021-08-25,35388.76953125,35501.140625,35287.62890625,35405.5,237230000,35159.05671875,34639.347395833334,1.0150034386323104
2021-08-26,35449.6796875,35498.44921875,35205.1015625,35213.12109375,239740000,35174.6475,34651.933541666665,1.0150846981656825
2021-08-27,35231.109375,35479.1796875,35231.109375,35455.80078125,240990000,35190.4175,34676.84208333334,1.0148103283289889
2021-08-30,35471.80078125,35510.7109375,35374.4609375,35399.83984375,245390000,35200.63875,34695.220625,1.0145673702572109
2021-08-31,35391.37890625,35449.7890625,35289.859375,35360.73046875,337240000,35212.7271875,34708.268645833334,1.0145342467760121
2021-09-01,35387.55078125,35407.37109375,35287.05078125,35312.53125,265520000,35227.99125,34721.39854166667,1.0145902161091065
2021-09-02,35353.05859375,35475.3984375,35348.48046875,35443.8203125,263370000,35242.3628125,34739.84067708333,1.014465297641626
2021-09-03,35401.73046875,35422.7109375,35269.3984375,35369.08984375,221370000,35259.70765625,34759.481354166666,1.0143910749699196
2021-09-07,35373.23828125,35373.23828125,35060.8984375,35100.0,289830000,35270.18125,34773.026041666664,1.014297151123334
2021-09-08,35087.44921875,35175.1484375,34925.609375,35031.0703125,261880000,35266.768125,34784.00244791667,1.0138789570810949
2021-09-09,35013.078125,35199.890625,34847.30078125,34879.37890625,261330000,35270.23640625,34790.47442708333,1.0137900384248046
2021-09-10,34949.58984375,35104.25,34599.609375,34607.71875,333230000,35251.97515625,34794.41119791667,1.0131505015483846
2021-09-13,34665.5,34939.1015625,34665.5,34869.62890625,334190000,35238.41984375,34801.69890625,1.01254883960339
2021-09-14,34906.8984375,34990.359375,34510.30078125,34577.5703125,325140000,35217.44859375,34803.20463541667,1.0119024659560167
2021-09-15,34580.94921875,34880.76953125,34522.03125,34814.390625,317490000,35199.43734375,34807.003854166665,1.0112745552943179
2021-09-16,34810.26953125,34943.55078125,34540.109375,34751.3203125,278270000,35170.09140625,34809.350677083334,1.0103633283054647
2021-09-17,34737.859375,34779.859375,34519.62890625,34584.87890625,560630000,35133.4925,34809.14401041667,1.0093179105319645
2021-09-20,34459.71875,34459.71875,33613.03125,33970.46875,435780000,35071.69609375,34801.05640625,1.0077767664389463
2021-09-21,34025.609375,34313.87890625,33914.01953125,33919.83984375,306970000,35003.47375,34789.902395833335,1.0061388891448066
2021-09-22,34006.87109375,34440.421875,34006.87109375,34258.3203125,296590000,34960.0753125,34784.94348958333,1.0050347019528467
2021-09-23,34296.30078125,34879.78125,34296.30078125,34764.8203125,283890000,34952.24046875,34787.14348958333,1.004745919400255
2021-09-24,34762.30859375,34857.05859375,34648.078125,34798.0,254310000,34948.395625,34791.821614583336,1.0045003107957713
2021-09-27,34739.26953125,35061.12109375,34739.26953125,34869.37109375,289480000,34938.36734375,34797.19671875,1.0040569539592805
2021-09-28,34747.69921875,34798.2109375,34254.6484375,34299.98828125,379020000,34896.9384375,34794.801875,1.0029353971569352
2021-09-29,34360.078125,34580.421875,34305.9609375,34390.71875,290350000,34857.91671875,34794.761458333334,1.0018150795628329
2021-09-30,34467.98046875,34557.37109375,33833.3203125,33843.921875,354830000,34795.45359375,34788.689375,1.000194437297625
2021-10-01,33930.69921875,34490.55859375,33785.5390625,34326.4609375,427580000,34759.9871875,34792.59322916667,0.999062845317338
2021-10-04,34312.9609375,34410.28125,33821.578125,34002.921875,396860000,34701.87203125,34794.98619791667,0.9973239199999383
2021-10-05,34035.25,34490.94921875,34035.25,34314.671875,311520000,34658.4653125,34808.647447916665,0.9956854935072849
2021-10-06,34198.9609375,34432.6796875,33854.69140625,34416.98828125,322170000,34620.715625,34815.847708333335,0.9943953085684416
2021-10-07,34509.71875,34975.19140625,34509.71875,34754.94140625,273290000,34598.41203125,34826.63921875,0.9934467639536941
2021-10-08,34757.5703125,34842.62109375,34661.94921875,34746.25,238080000,34570.50921875,34838.26604166667,0.9923142896206019
2021-10-11,34723.7890625,34951.3515625,34486.51171875,34496.05859375,256820000,34535.58796875,34842.255885416664,0.9911983908942296
2021-10-12,34507.1484375,34611.23828125,34318.94140625,34378.33984375,319010000,34506.7215625,34841.515885416666,0.9903909369495374
2021-10-13,34372.7109375,34449.828125,34115.1015625,34377.80859375,316220000,34480.59109375,34842.77640625,0.9896051534964639
2021-10-14,34443.21875,34923.828125,34443.21875,34912.55859375,338540000,34481.91828125,34851.04666666667,0.9894083988653999
2021-10-15,35023.62890625,35320.96875,35023.62890625,35294.76171875,327870000,34509.4,34861.61,0.9898969095231116
2021-10-18,35221.01953125,35327.5703125,35035.94140625,35258.609375,312640000,34524.95921875,34869.944375,0.9901065183087205
2021-10-19,35325.37109375,35462.6796875,35290.12109375,35457.30859375,278510000,34560.14875,34878.89046875,0.9908614719543449
2021-10-20,35475.16015625,35669.69140625,35465.7109375,35609.33984375,265750000,34591.94671875,34892.650052083336,0.9913820437001922
2021-10-21,35520.3203125,35612.359375,35442.53125,35603.078125,298390000,34626.01703125,34904.93390625,0.9920092421389728
2021-10-22,35607.71875,35765.01953125,35533.94921875,35677.01953125,346290000,34669.70265625,34921.6684375,0.9927848298055707
2021-10-25,35692.62109375,35787.0390625,35629.37109375,35741.1484375,267220000,34740.52984375,34933.281614583335,0.9944822884674864
2021-10-26,35791.05078125,35892.921875,35734.73046875,35756.87890625,321910000,34814.01140625,34943.42427083333,0.996296503067922
2021-10-27,35835.4296875,35835.4296875,35490.4296875,35490.69140625,354180000,34863.30625,34951.44963541667,0.9974781193244886
2021-10-28,35545.41015625,35742.25,35545.41015625,35730.48046875,337400000,34901.93265625,34962.07963541667,0.9982796509877594
2021-10-29,35712.28125,35852.53125,35633.19921875,35819.55859375,399400000,34942.795,34973.18015625,0.9991311869234011
2021-11-01,35833.6484375,36009.73828125,35797.96875,35913.83984375,292880000,34984.57375,34989.526666666665,0.9998584457368102
2021-11-02,35935.109375,36088.80859375,35884.12890625,36052.62890625,304510000,35054.679375,35017.40119791667,1.0010645614982288
2021-11-03,36059.08984375,36178.51171875,35891.73046875,36157.578125,262540000,35125.35375,35039.34239583334,1.0024547080020798
2021-11-04,36107.4609375,36168.03125,35986.48046875,36124.23046875,307640000,35216.56609375,35057.02546875,1.00455088881235
2021-11-05,36268.75,36484.75,36190.19921875,36327.94921875,344600000,35296.625625,35077.08677083333,1.0062587539153685
2021-11-08,36416.4609375,36565.73046875,36334.421875,36432.21875,284400000,35393.7975,35095.36234375,1.0085035496521422
2021-11-09,36404.53125,36416.98046875,36173.0703125,36319.98046875,258020000,35474.00984375,35111.03796875,1.0103378281018935
2021-11-10,36299.25,36346.609375,36009.5,36079.94140625,278390000,35540.52796875,35124.656927083335,1.0118398606007737
2021-11-11,36038.78125,36108.171875,35915.26953125,35921.23046875,270320000,35587.17953125,35137.8609375,1.0127873063915076
2021-11-12,35963.78125,36147.62890625,35934.58984375,36100.30859375,293180000,35641.341875,35151.404635416664,1.0139379135674624
2021-11-15,36128.828125,36236.0703125,36031.78125,36087.44921875,280660000,35704.9975,35166.764375,1.0153051648215503
2021-11-16,36076.1796875,36316.609375,36076.1796875,36142.21875,308290000,35775.55265625,35184.15182291667,1.0168087278701468
2021-11-17,36159.69921875,36159.69921875,35909.48046875,35931.05078125,358310000,35837.68234375,35195.01385416667,1.0182602141384651
2021-11-18,35901.69140625,35952.62890625,35654.390625,35870.94921875,435080000,35876.01796875,35209.390885416666,1.0189332182855069
2021-11-19,35879.08984375,35879.08984375,35555.37109375,35601.98046875,408840000,35888.30671875,35216.560625,1.0190747217169507
2021-11-22,35631.41015625,35929.66015625,35615.55078125,35619.25,420810000,35902.73234375,35222.037135416664,1.0193258330208528
2021-11-23,35619.921875,35841.51953125,35542.87109375,35813.80078125,392520000,35916.99203125,35231.52979166667,1.0194559317644354
2021-11-24,35752.30859375,35825.46875,35591.03125,35804.37890625,280960000,35924.79359375,35238.725885416665,1.0194691405859615
2021-11-26,35366.69140625,35366.69140625,34749.80078125,34899.33984375,324580000,35896.6440625,35230.9175,1.0188960892801047
2021-11-29,35017.7109375,35287.91015625,34895.890625,35135.94140625,416040000,35875.0009375,35226.06536458333,1.0184220282963852
2021-11-30,35056.98828125,35056.98828125,34424.44140625,34483.71875,678800000,35824.70375,35212.309895833336,1.0173914706526859
2021-12-01,34678.94140625,35004.640625,34006.98046875,34022.0390625,496000000,35755.31015625,35190.93177083333,1.016037608469476
2021-12-02,34076.25,34759.6484375,34076.25,34639.7890625,466900000,35721.2740625,35181.551875,1.0153410568532517
2021-12-03,34692.78125,34801.30859375,34264.5703125,34580.078125,439550000,35675.25796875,35176.47703125,1.0141793886026986
2021-12-06,34633.4296875,35356.75,34633.4296875,35227.03125,416720000,35651.556875,35180.91583333333,1.0133777370633639
2021-12-07,35423.98828125,35819.46875,35423.98828125,35719.4296875,474940000,35643.78046875,35188.9071875,1.0129266100486232
2021-12-08,35716.8515625,35840.51953125,35602.6484375,35754.75,387650000,35631.8653125,35194.494375,1.0124272544688317
2021-12-09,35722.26171875,35864.23828125,35577.140625,35754.69140625,353020000,35615.74984375,35199.6734375,1.0118204621127744
2021-12-10,35830.55078125,35982.69140625,35710.4296875,35970.98828125,361200000,35609.62015625,35207.21328125,1.0114296712944988
2021-12-13,35958.9296875,35958.9296875,35609.53125,35650.94921875,441110000,35582.54015625,35213.05098958333,1.0104929608847575
2021-12-14,35605.73046875,35779.46875,35441.73828125,35544.1796875,440900000,35547.01859375,35214.229375,1.0094504188976021
2021-12-15,35549.3515625,35943.83984375,35389.30078125,35927.4296875,424720000,35531.3165625,35221.26390625,1.0088029963114122
2021-12-16,36036.28125,36189.828125,35778.2109375,35897.640625,473620000,35524.02453125,35228.42270833333,1.0083910036326078
2021-12-17,35800.109375,35800.109375,35284.26171875,35365.44140625,750480000,35501.79296875,35229.12817708333,1.0077397541686552
2021-12-20,35222.12109375,35222.12109375,34665.5,34932.16015625,386590000,35455.06703125,35222.30604166666,1.0066083404450574
2021-12-21,35069.5,35508.9609375,35069.5,35492.69921875,346080000,35431.27703125,35223.95416666667,1.0058858486926923
2021-12-22,35491.7109375,35764.671875,35433.12890625,35753.890625,281930000,35415.74390625,35232.67270833333,1.005196063308401
2021-12-23,35782.421875,36060.98828125,35782.421875,35950.55859375,247420000,35416.52421875,35244.93255208333,1.0048685485895907
