2020/09/01 11:26:26 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,312.950,1237.385
South America,Peru,28944,58.854,875.817
Europe,Belgium,9895,129.101,853.141
Europe,Andorra,53,46.722,685.755
Europe,Spain,29094,50.945,622.224
Europe,UK,41501,173.572,610.765
South America,Chile,11289,161.874,589.694
Europe,Italy,35483,144.065,587.047
South America,Brazil,121515,64.434,570.989
North America,USA,187742,99.197,566.625
North America,Mexico,64414,78.684,498.715
Europe,France,30635,35.215,469.186
North America,Panama,2002,79.622,462.788
South America,Bolivia,5027,85.262,429.674
North America,Sint Maarten,17,31.476,395.750
South America,Colombia,19663,44.556,385.737
South America,Ecuador,6556,98.321,370.654
Europe,Netherlands,6224,94.439,363.133
Europe,Ireland,1777,198.703,359.212
Asia,Armenia,881,199.746,297.221
Europe,North Macedonia,603,101.721,289.453
Europe,Channel Islands,48,334.515,275.635
Asia,Iran,21672,113.709,257.492
Europe,Moldova,995,55.474,246.756
North America,Canada,9126,187.100,241.477
Africa,South Africa,14149,192.703,238.058
Europe,Switzerland,2010,85.717,231.947
South America,French Guiana,59,181.839,196.723
Europe,Romania,3681,43.935,191.585
South America,Argentina,8660,27.815,191.325
North America,Honduras,1873,51.021,188.608
Europe,Bosnia and Herzegovina,609,47.593,185.836
Europe,Portugal,1822,120.366,178.770
Asia,Iraq,7042,39.823,174.451
Asia,Kyrgyzstan,1059,253.919,161.893
Europe,Montenegro,100,48.868,159.214
North America,Dominican Republic,1710,145.472,157.378
North America,Guatemala,2760,62.406,153.586
Africa,Mayotte,40,247.825,146.053
North America,Bermuda,9,206.202,144.628
Asia,Oman,689,291.384,134.379
North America,Saint Martin,5,25.429,128.944
North America,Bahamas,50,23.162,126.951
Asia,Kuwait,531,97.084,124.039
South America,Suriname,71,46.221,120.844
Europe,Russia,17299,123.411,118.527
Europe,Germany,9371,134.474,111.782
Asia,Saudi Arabia,3897,212.813,111.651
North America,El Salvador,724,121.720,111.516
Asia,Bahrain,190,109.482,111.064
All,Total:,855377,64.766,109.738
All,World,855377,64.766,109.721
Europe,Denmark,624,137.716,107.680
North America,Turks and Caicos,4,17.179,103.079
Asia,Israel,946,42.077,102.854
Europe,Albania,284,48.368,98.697
North America,Aruba,10,23.239,93.594
Europe,Bulgaria,629,87.237,90.642
North America,Costa Rica,436,26.857,85.453
Europe,Serbia,713,217.771,81.661
Europe,Austria,734,60.010,81.414
Asia,Kazakhstan,1523,527.152,80.946
Africa,Eswatini,91,78.896,78.295
Asia,Turkey,6370,123.091,75.388
Europe,Belarus,681,288.539,72.069
Africa,Cabo Verde,40,51.073,71.813
Asia,Qatar,197,378.729,70.162
Africa,Sao Tome and Principe,15,1084.427,68.237
Europe,Slovenia,133,52.314,63.953
Europe,Hungary,616,25.978,63.795
Europe,Finland,336,191.217,60.622
Africa,Djibouti,60,6532.045,60.579
Europe,Ukraine,2605,33.667,59.620
Africa,Equatorial Guinea,83,1595.832,58.861
Europe,Poland,2058,56.263,54.388
Africa,Egypt,5421,326.148,52.819
Asia,Azerbaijan,534,172.769,52.587
Asia,Maldives,28,39.975,51.651
South America,Guyana,39,20.354,49.541
Europe,Norway,264,132.739,48.628
Europe,Estonia,64,94.392,48.234
Asia,India,65469,31.494,47.362
South America,Paraguay,326,18.576,45.609
Europe,Croatia,187,21.510,45.592
North America,Martinique,16,17.222,42.641
North America,Guadeloupe,16,9.737,39.981
Europe,Czechia,424,46.546,39.579
Africa,Gambia,96,35.552,39.560
Asia,UAE,384,113.109,38.749
