2020/10/01 07:37:38 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,392.201,1237.164
South America,Peru,32463,120.592,981.186
Europe,Belgium,10016,47.228,863.247
Europe,Andorra,53,31.001,685.665
South America,Bolivia,7965,195.255,680.060
Europe,Spain,31791,54.974,679.888
South America,Brazil,143962,127.951,676.087
South America,Chile,12741,195.367,665.077
South America,Ecuador,11355,110.242,641.213
North America,USA,211752,128.906,638.779
Europe,UK,42143,57.138,619.969
North America,Mexico,77646,106.281,600.615
Europe,Italy,35894,142.532,593.937
Europe,Sweden,5893,172.611,582.618
North America,Panama,2372,116.192,547.607
North America,Sint Maarten,22,60.999,511.673
South America,Colombia,25998,86.200,509.601
Europe,France,31956,38.766,489.319
South America,Argentina,16937,39.796,373.899
Europe,Netherlands,6406,30.629,373.668
Europe,Ireland,1804,78.727,364.343
Europe,North Macedonia,739,109.815,354.722
Europe,Moldova,1320,60.481,327.424
Asia,Armenia,963,92.484,324.825
Asia,Iran,26169,103.701,310.558
Africa,South Africa,16734,446.392,281.283
Europe,Channel Islands,48,290.895,275.441
Europe,Montenegro,169,47.074,269.079
Europe,Bosnia and Herzegovina,856,113.151,261.328
North America,Aruba,27,90.444,252.620
Europe,Romania,4825,62.576,251.250
North America,Canada,9297,74.809,245.780
North America,Bahamas,96,37.135,243.551
Europe,Switzerland,2074,141.988,239.194
North America,Honduras,2353,85.864,236.646
Asia,Iraq,9181,65.610,227.008
South America,French Guiana,66,290.306,219.593
North America,Saint Martin,8,113.702,206.037
Europe,Luxembourg,124,115.181,197.301
North America,Dominican Republic,2105,258.439,193.562
Europe,Portugal,1971,81.118,193.442
Asia,Oman,935,176.180,181.973
North America,Guatemala,3246,114.303,180.369
North America,Costa Rica,904,55.877,177.053
South America,Suriname,104,239.029,176.887
Asia,Israel,1571,30.937,170.805
Asia,Kyrgyzstan,1065,207.227,162.589
North America,Turks and Caicos,6,254.724,154.450
Africa,Mayotte,42,74.589,153.052
Asia,Bahrain,251,86.859,146.302
North America,Guadeloupe,57,23.255,142.448
Asia,Kuwait,610,150.772,142.319
Europe,Russia,20722,117.839,141.971
Asia,Saudi Arabia,4768,588.369,136.440
Europe,Albania,387,88.521,134.510
All,World,1018899,87.654,130.723
All,Total:,1018899,87.654,130.714
North America,El Salvador,848,158.615,130.567
South America,Paraguay,857,35.645,119.788
Europe,Bulgaria,825,62.757,118.960
Europe,Germany,9571,120.436,114.135
Europe,Denmark,650,41.604,112.110
Africa,Cabo Verde,60,51.166,107.629
South America,Guyana,80,36.634,101.589
Asia,Turkey,8195,171.817,96.901
Europe,Ukraine,4193,38.998,96.033
Africa,Eswatini,109,246.153,93.710
Asia,Kazakhstan,1725,1161.833,91.603
Europe,Austria,799,51.936,88.596
Europe,Belarus,833,190.251,88.161
Europe,Serbia,749,417.132,85.814
Europe,Hungary,781,19.162,80.906
Africa,Libya,551,40.556,79.925
Europe,Malta,35,90.287,79.214
Asia,Qatar,214,454.642,76.215
Europe,Slovenia,150,29.095,72.153
Asia,India,98708,59.233,71.350
Europe,Croatia,280,76.402,68.308
Africa,Sao Tome and Principe,15,1470.973,68.134
North America,Belize,27,31.306,67.608
Europe,Poland,2513,48.542,66.426
Asia,Maldives,34,120.544,62.628
Europe,Finland,344,76.637,62.073
Africa,Djibouti,61,2917.417,61.518
Europe,Czechia,658,21.882,61.412
Asia,Palestine,311,81.428,60.619
Africa,Morocco,2194,41.792,59.262
Africa,Equatorial Guinea,83,2031.382,58.694
Asia,Azerbaijan,591,357.039,58.161
Africa,Egypt,5930,605.979,57.692
North America,Martinique,21,27.093,55.977
North America,Trinidad and Tobago,76,68.693,54.262
Asia,Lebanon,367,25.716,53.827
Europe,Monaco,2,78.914,50.872
Europe,Norway,274,97.641,50.436
Asia,Philippines,5504,98.789,50.061
Europe,Estonia,64,52.982,48.242
Africa,Namibia,121,101.665,47.412
Africa,Gambia,112,640.734,46.033
Asia,UAE,419,78.322,42.238
Africa,Algeria,1736,260.474,39.416
Asia,Indonesia,10740,53.271,39.179
Europe,Greece,391,46.039,37.566
Asia,Afghanistan,1458,1941.752,37.241
North America,Jamaica,107,32.694,36.101
Australia/Oceania,Australia,888,1130.940,34.739
Africa,Mauritania,161,470.296,34.402
Europe,Lithuania,92,34.066,33.914
Asia,Bangladesh,5251,215.429,31.811
North America,Antigua and Barbuda,3,120.071,30.564
Europe,Iceland,10,58.820,29.256
Asia,Pakistan,6484,328.303,29.206
Australia/Oceania,French Polynesia,7,20.942,24.882
North America,Barbados,7,919.458,24.353
Africa,Gabon,54,848.230,24.123
North America,Nicaragua,151,256.175,22.723
Africa,Tunisia,265,14.933,22.365
South America,Venezuela,628,61.680,22.103
North America,Haiti,229,431.579,20.011
Europe,Latvia,37,35.998,19.677
Asia,Yemen,587,1971.379,19.624
Africa,Sudan,836,1376.358,18.939
Africa,Senegal,311,435.480,18.454
Asia,Cyprus,22,81.860,18.189
Africa,Zambia,332,264.772,17.928
Africa,Réunion,16,36.899,17.839
Asia,Nepal,498,41.864,17.017
Africa,Lesotho,36,186.319,16.770
Africa,Liberia,82,1300.828,16.119
Africa,Congo,89,291.519,16.037
Africa,Cameroon,418,800.005,15.646
Africa,Zimbabwe,228,334.119,15.272
Asia,Uzbekistan,471,84.984,14.023
Asia,Hong Kong,105,793.931,13.971
South America,Uruguay,48,96.826,13.795
Africa,Kenya,711,177.317,13.157
Africa,CAR,62,865.366,12.788
Asia,Japan,1564,121.792,12.379
Asia,Syria,200,71.382,11.381
North America,Cuba,122,80.598,10.768
Africa,Ethiopia,1198,96.898,10.364
Asia,Georgia,39,11.784,9.779
Africa,Ghana,301,475.859,9.638
Africa,Malawi,179,1074.909,9.302
Africa,Sierra Leone,72,249.307,8.972
Europe,Slovakia,48,17.047,8.790
Africa,Madagascar,230,364.445,8.256
Asia,S. Korea,415,209.079,8.095
Africa,Comoros,7,462.394,8.008
Asia,Tajikistan,76,187.923,7.928
Africa,Mauritius,10,129.603,7.848
Asia,Brunei ,3,705.968,6.842
Africa,Botswana,16,22.928,6.769
Africa,Mali,131,194.040,6.428
Africa,Somalia,99,139.097,6.181
Asia,Jordan,61,8.301,5.963
Africa,Togo,48,109.972,5.758
Asia,Myanmar,310,10.286,5.679
Africa,Angola,183,37.134,5.521
Africa,Nigeria,1112,251.598,5.367
Africa,Chad,85,198.338,5.171
Africa,Guinea,66,234.647,4.994
Australia/Oceania,New Zealand,25,424.548,4.992
Asia,Singapore,27,2522.596,4.606
Africa,Ivory Coast,120,426.724,4.520
Africa,South Sudan,49,372.423,4.367
Asia,Malaysia,136,81.592,4.192
Africa,Benin,41,354.951,3.357
Asia,China,4634,4141.887,3.201
Africa,DRC,272,494.856,3.011
Africa,Niger,69,1449.543,2.825
Africa,Burkina Faso,58,76.098,2.765
Africa,Rwanda,29,458.037,2.223
Africa,Mozambique,61,29.372,1.936
Africa,Uganda,75,34.552,1.624
Asia,Thailand,59,324.302,0.843
Australia/Oceania,Papua New Guinea,7,861.233,0.773
Asia,Sri Lanka,13,346.502,0.608
Asia,Vietnam,35,209.889,0.352
Asia,Taiwan,7,414.035,0.299
