2020/09/24 20:48:28 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
South America,Peru,31870,96.722,963.517
Europe,Belgium,9959,44.940,858.404
Europe,Andorra,53,29.009,685.705
Europe,Spain,31118,41.021,665.480
South America,Bolivia,7731,202.959,660.231
South America,Brazil,139294,123.124,654.231
South America,Chile,12469,206.582,650.984
South America,Ecuador,11213,69.131,633.385
North America,USA,207262,111.329,625.320
Europe,UK,41902,55.676,616.509
Europe,Italy,35781,128.253,591.994
Europe,Sweden,5878,179.795,581.166
North America,Mexico,74949,115.875,579.917
North America,Panama,2291,113.377,529.079
North America,Sint Maarten,21,48.192,488.523
South America,Colombia,24746,77.006,485.159
Europe,France,31511,27.011,482.516
Europe,Netherlands,6312,30.722,368.166
Europe,Ireland,1797,81.233,363.005
Europe,North Macedonia,712,87.676,341.760
Asia,Armenia,945,145.735,318.767
South America,Argentina,14376,40.087,317.406
Europe,Moldova,1252,57.369,310.538
Asia,Iran,25015,88.921,296.979
Europe,Isle of Man,24,1647.263,281.929
Europe,Channel Islands,48,209.113,275.523
Africa,South Africa,16283,279.569,273.764
Europe,Montenegro,154,16.892,245.192
Europe,Bosnia and Herzegovina,802,72.173,244.812
North America,Canada,9246,85.067,244.467
Europe,Romania,4591,58.711,239.012
Europe,Switzerland,2061,90.189,237.752
North America,Aruba,25,40.105,233.926
North America,Honduras,2222,114.513,223.530
Asia,Iraq,8799,52.570,217.661
South America,French Guiana,65,282.006,216.379
North America,Saint Martin,8,45.658,206.104
North America,Bahamas,80,30.569,202.985
Europe,Luxembourg,124,49.344,197.354
North America,Dominican Republic,2076,131.607,190.931
Europe,Portugal,1931,70.078,189.502
North America,Guatemala,3170,82.728,176.213
Asia,Oman,885,109.579,172.327
South America,Suriname,101,170.606,171.820
Asia,Kyrgyzstan,1063,365.142,162.318
North America,Costa Rica,795,36.522,155.740
Asia,Israel,1378,25.419,149.822
Africa,Mayotte,40,100.435,145.835
North America,Bermuda,9,290.306,144.646
Asia,Kuwait,592,120.275,138.155
Europe,Russia,19948,123.310,136.670
Asia,Bahrain,231,69.324,134.734
Asia,Saudi Arabia,4599,431.230,131.641
North America,Turks and Caicos,5,190.503,128.743
Europe,Albania,370,61.975,128.602
North America,El Salvador,823,141.291,126.743
All,World,985585,74.744,126.451
All,Total:,985585,74.744,126.442
Europe,Germany,9519,108.449,113.513
Europe,Bulgaria,779,124.164,112.307
Europe,Denmark,645,31.828,111.262
North America,Guadeloupe,42,17.984,104.967
South America,Paraguay,727,31.011,101.638
Africa,Cabo Verde,55,61.447,98.677
Africa,Eswatini,108,116.101,92.870
Asia,Turkey,7785,125.472,92.076
Asia,Kazakhstan,1699,1100.604,90.236
South America,Guyana,69,18.787,87.618
Europe,Austria,783,37.425,86.825
Europe,Ukraine,3757,39.272,86.023
Europe,Serbia,745,341.388,85.344
Europe,Belarus,802,221.071,84.876
Asia,Qatar,212,346.133,75.504
Europe,Hungary,709,14.497,73.442
Europe,Slovenia,145,28.332,69.730
Africa,Libya,474,28.405,68.767
Africa,Sao Tome and Principe,15,4403.217,68.161
Asia,India,92317,44.297,66.745
Europe,Croatia,261,55.973,63.674
Asia,Maldives,34,120.223,62.651
Europe,Poland,2369,61.953,62.623
Europe,Finland,343,76.009,61.878
Africa,Djibouti,61,3276.939,61.542
Europe,Malta,27,43.936,61.109
Africa,Equatorial Guinea,83,1519.291,58.735
Asia,Azerbaijan,581,209.399,57.184
Africa,Egypt,5822,565.258,56.642
North America,Belize,22,46.223,55.103
Asia,Palestine,274,46.196,53.436
North America,Martinique,20,34.774,53.302
Europe,Czechia,567,17.115,52.926
Africa,Morocco,1956,31.767,52.853
Europe,Norway,270,81.003,49.724
Asia,Lebanon,329,23.808,48.249
Europe,Estonia,64,47.616,48.229
North America,Trinidad and Tobago,67,20.600,47.846
Asia,Philippines,5127,67.899,46.648
Africa,Namibia,119,76.265,46.647
Africa,Gambia,110,151.440,45.245
Asia,UAE,407,69.571,41.039
Africa,Algeria,1703,174.755,38.687
Asia,Afghanistan,1451,635.336,37.081
Asia,Indonesia,10105,40.778,36.869
Europe,Greece,366,33.742,35.154
Africa,Mauritania,161,384.949,34.433
Australia/Oceania,Australia,861,781.450,33.668
Europe,Lithuania,89,32.404,32.801
Asia,Bangladesh,5072,152.627,30.727
North America,Antigua and Barbuda,3,232.889,30.588
Europe,Iceland,10,35.253,29.260
Asia,Pakistan,6437,323.878,29.009
North America,Jamaica,77,19.809,25.974
North America,Barbados,7,226.824,24.333
Africa,Gabon,54,1110.475,24.131
North America,Nicaragua,149,217.336,22.440
South America,Venezuela,574,53.476,20.203
North America,Haiti,227,328.729,19.851
Africa,Guinea-Bissau,39,227.690,19.718
Asia,Yemen,586,1403.968,19.639
Europe,Latvia,36,74.889,19.129
Africa,Sudan,836,1154.569,18.944
Asia,Cyprus,22,81.146,18.196
Africa,Senegal,304,360.638,18.056
Africa,Zambia,332,113.965,17.939
Australia/Oceania,French Polynesia,5,16.721,17.774
Africa,Lesotho,35,30.726,16.306
Africa,Liberia,82,1295.976,16.118
Africa,Congo,89,339.602,16.040
Africa,Cameroon,418,243.276,15.661
Asia,Nepal,453,32.078,15.485
Africa,Zimbabwe,227,292.701,15.221
Africa,Tunisia,180,9.777,15.193
Asia,Hong Kong,104,387.041,13.841
South America,Uruguay,47,102.467,13.525
Asia,Uzbekistan,446,59.629,13.280
Africa,CAR,62,1162.545,12.782
Africa,Kenya,669,196.795,12.385
Africa,Réunion,11,39.781,12.266
Asia,Japan,1512,114.134,11.961
North America,Cuba,118,73.423,10.412
Asia,Syria,181,79.263,10.286
Africa,Ethiopia,1148,70.405,9.929
Africa,Ghana,299,507.674,9.575
Africa,Malawi,179,772.144,9.313
Africa,Sierra Leone,72,190.586,8.984
Africa,Madagascar,227,292.903,8.146
Africa,Comoros,7,326.120,8.004
Africa,Mauritius,10,1778.268,7.847
Asia,Tajikistan,74,148.513,7.719
Asia,S. Korea,393,163.134,7.661
Europe,Slovakia,41,20.498,7.508
Asia,Georgia,26,12.010,6.519
Africa,Mali,130,194.298,6.370
Africa,Somalia,98,221.729,6.137
Africa,Nigeria,1102,247.636,5.307
Africa,Togo,44,90.613,5.284
Australia/Oceania,New Zealand,25,490.051,4.995
Africa,Chad,82,99.014,4.972
Africa,Guinea,65,178.370,4.921
Africa,Angola,159,34.397,4.810
Asia,Singapore,27,2290.515,4.607
Africa,Ivory Coast,120,273.425,4.523
Africa,South Sudan,49,170.230,4.369
Asia,Malaysia,133,95.483,4.100
Asia,Jordan,36,10.386,3.523
Africa,Benin,40,248.254,3.286
Asia,China,4634,4546.432,3.205
Africa,DRC,271,450.784,3.004
Africa,Niger,69,523.795,2.834
Asia,Myanmar,150,6.697,2.750
Africa,Burkina Faso,56,55.314,2.671
Africa,Rwanda,27,168.418,2.075
Africa,Mozambique,51,26.499,1.620
Africa,Uganda,70,17.817,1.516
Asia,Thailand,59,653.715,0.839
Australia/Oceania,Papua New Guinea,7,169.324,0.778
Asia,Sri Lanka,13,271.665,0.605
Asia,Vietnam,35,1726.513,0.360
Asia,Taiwan,7,409.183,0.289
