2020/04/12 22:29:46 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3339,1037.047,2.320
S.Korea,214,183.034,4.173
Martinique,6,122.902,15.987
Guadeloupe,8,74.641,19.972
Taiwan,6,72.851,0.247
TrinidadandTobago,8,58.460,5.735
Venezuela,9,50.604,0.309
Zambia,2,49.694,0.093
SaintMartin,2,49.289,51.750
Australia,59,46.463,2.318
Jordan,7,40.422,0.684
HongKong,4,39.927,0.533
Norway,128,36.951,23.606
Iceland,8,35.907,23.445
Austria,350,33.239,38.853
Luxembourg,66,30.885,105.427
Thailand,38,29.910,0.551
Uruguay,7,29.315,2.017
SriLanka,7,27.471,0.333
Estonia,25,27.462,18.850
Lebanon,20,27.179,2.921
Switzerland,1106,26.077,127.811
Slovenia,53,25.607,25.510
Italy,19899,25.170,329.098
Greece,98,24.558,9.411
Latvia,5,24.262,2.650
Iran,4474,23.331,53.237
Tunisia,31,23.282,2.631
Armenia,13,23.223,4.389
Albania,23,22.947,7.993
Palestine,2,22.614,0.393
Jamaica,4,21.396,1.333
Senegal,2,20.904,0.121
Cameroon,12,20.884,0.454
Barbados,4,20.444,13.915
Montenegro,3,20.231,4.776
Bulgaria,29,20.221,4.167
Andorra,29,20.072,375.318
Spain,17209,19.916,368.047
Germany,3022,19.754,36.069
Malaysia,76,19.729,2.353
NewZealand,4,19.650,0.830
Paraguay,6,19.144,0.851
Lithuania,23,18.581,8.453
Czechia,138,17.961,12.891
CostaRica,3,17.940,0.590
SouthAfrica,25,17.818,0.426
Syria,2,17.680,0.080
Israel,103,17.379,11.903
Congo,5,16.866,0.917
SanMarino,35,16.649,1031.517
Bermuda,4,16.114,64.240
Croatia,23,16.024,5.606
Kenya,8,14.821,0.162
AntiguaandBarbuda,2,14.420,20.381
Iraq,76,14.214,1.911
Denmark,273,14.031,47.136
Cyprus,11,13.857,9.106
Mauritius,9,13.637,7.083
Philippines,297,13.515,2.684
Netherlands,2737,13.477,159.704
BurkinaFaso,27,13.292,1.304
Nigeria,10,13.257,0.062
Algeria,293,13.058,6.736
Tanzania,3,12.949,0.047
Mayotte,3,12.759,10.990
World,114053,12.713,14.616
Total:,114053,12.713,14.634
Honduras,25,12.674,2.545
Portugal,504,12.582,49.443
France,14393,12.506,220.469
Argentina,90,12.457,1.975
Georgia,3,12.440,0.747
NorthMacedonia,34,12.129,16.302
Belgium,3600,11.857,310.615
DRC,20,11.598,0.256
Slovakia,2,11.411,0.367
Sweden,899,11.325,89.017
BosniaandHerzegovina,39,11.320,11.886
ChannelIslands,9,11.249,51.766
Finland,56,11.181,10.112
Zimbabwe,3,10.982,0.193
Haiti,3,10.735,0.273
Canada,713,10.684,18.902
Sudan,2,10.559,0.042
Chile,80,10.145,4.181
Bahrain,6,10.021,3.528
Poland,232,9.968,6.118
Kazakhstan,10,9.951,0.536
Romania,316,9.925,16.402
Bahamas,8,9.774,20.348
Ethiopia,3,9.675,0.025
Pakistan,91,9.612,0.418
Malta,3,9.515,6.794
Morocco,118,9.376,3.197
USA,21991,9.363,66.432
DominicanRepublic,173,9.141,15.976
Togo,3,8.878,0.355
Afghanistan,18,8.767,0.474
Egypt,159,8.579,1.540
UK,10612,8.558,156.261
IsleofMan,2,8.292,23.518
Panama,79,8.289,18.321
Qatar,7,7.837,2.430
SaudiArabia,59,7.835,1.693
Indonesia,373,7.779,1.407
Colombia,109,7.756,2.160
Guyana,6,7.719,7.600
Azerbaijan,11,7.685,1.082
Angola,2,7.559,0.063
Serbia,80,7.544,9.146
Bolivia,24,7.493,2.080
Moldova,31,7.417,7.685
Hungary,99,7.417,10.251
Ireland,334,7.360,67.630
Singapore,8,7.354,1.368
Myanmar,4,7.252,0.078
SintMaarten,9,7.000,209.880
Oman,4,6.950,0.781
ElSalvador,6,6.920,0.912
Ecuador,333,6.770,18.867
Brazil,1223,6.589,5.731
Cuba,18,6.579,1.587
Turkey,1198,6.523,14.198
Ukraine,83,6.445,1.883
Japan,108,6.340,0.848
IvoryCoast,5,6.157,0.192
Mexico,273,6.042,2.135
UAE,22,5.846,2.225
Mali,9,5.726,0.429
Uzbekistan,4,5.229,0.120
Guatemala,5,5.203,0.290
Kyrgyzstan,5,5.152,0.769
India,331,5.150,0.252
Ghana,8,4.989,0.254
Belize,2,4.712,5.000
Niger,12,4.594,0.499
Russia,130,4.519,0.890
Malawi,2,4.117,0.108
Peru,193,4.068,5.852
Djibouti,2,3.766,2.028
Liberia,5,3.602,1.000
Belarus,26,3.185,2.753
Bangladesh,34,2.483,0.219
