2020/03/31 02:07:18 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3304,1566.203,2.312
S.Korea,158,87.008,3.075
SriLanka,2,27.099,0.098
SanMarino,25,23.443,736.739
Bangladesh,5,21.257,0.031
Bahrain,4,17.779,2.353
Lebanon,11,14.344,1.603
Taiwan,5,13.930,0.212
Guadeloupe,4,13.009,10.000
TrinidadandTobago,3,12.912,2.133
Italy,11591,12.578,191.742
Venezuela,3,12.302,0.111
Norway,32,11.056,5.903
Slovenia,11,10.681,5.296
Singapore,3,10.677,0.512
Switzerland,359,10.161,41.487
Malaysia,37,10.096,1.141
Denmark,77,10.061,13.296
Greece,46,9.916,4.403
Egypt,41,9.908,0.375
Japan,56,9.844,0.430
Bulgaria,8,9.727,1.159
Iran,2757,9.435,32.822
Iceland,2,9.396,5.860
Finland,13,9.073,2.346
Jordan,5,8.758,0.485
Sweden,146,8.652,14.462
HongKong,4,8.541,0.533
Pakistan,21,8.528,0.098
DRC,8,8.255,0.089
Luxembourg,22,8.186,35.147
Albania,11,8.155,3.798
Ecuador,62,8.125,3.501
Austria,108,8.098,11.993
Thailand,9,7.937,0.130
Cyprus,7,7.854,5.783
CostaRica,2,7.789,0.394
SaudiArabia,8,7.594,0.231
Australia,19,7.409,0.746
NorthMacedonia,7,7.405,3.365
Armenia,3,7.346,1.015
Estonia,3,7.335,2.262
Iraq,46,7.032,1.168
France,3024,7.013,46.361
Germany,645,6.865,7.695
Brazil,163,6.711,0.775
Indonesia,122,6.708,0.431
Croatia,6,6.678,1.458
Spain,7716,6.576,165.012
Cameroon,6,6.514,0.216
Colombia,14,6.493,0.281
Netherlands,864,6.484,50.443
Argentina,23,6.462,0.505
Czechia,23,6.328,2.146
BurkinaFaso,12,6.308,0.585
Ireland,54,6.191,10.930
BosniaandHerzegovina,10,6.188,3.043
Algeria,35,6.111,0.779
India,32,6.064,0.023
Andorra,8,5.963,103.546
Poland,31,5.885,0.815
Peru,24,5.876,0.733
Afghanistan,4,5.834,0.094
Lithuania,7,5.681,2.566
Moldova,2,5.585,0.497
Hungary,15,5.568,1.544
SouthAfrica,3,5.559,0.050
Panama,27,5.473,6.254
Israel,16,5.458,1.847
UAE,5,5.381,0.507
Serbia,16,5.097,1.834
Chile,8,4.967,0.418
Romania,65,4.967,3.390
Canada,89,4.945,2.354
Mexico,20,4.875,0.161
Portugal,140,4.862,13.720
UK,1408,4.812,20.731
Belgium,513,4.733,44.277
Philippines,78,4.711,0.706
Ghana,5,4.605,0.164
DominicanRepublic,42,4.575,3.869
Nigeria,2,4.447,0.009
USA,3148,4.444,9.513
Uzbekistan,2,4.444,0.054
Mauritius,3,4.354,2.367
Azerbaijan,4,4.243,0.396
Tunisia,10,4.199,0.856
Morocco,33,4.095,0.890
Cuba,4,3.837,0.353
Russia,9,3.702,0.064
Ukraine,13,2.886,0.308
Turkey,168,2.765,1.986
