2020/04/10 19:44:42 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3336,1382.295,2.322
Zambia,2,191.645,0.100
S.Korea,208,128.238,4.060
Taiwan,6,52.050,0.251
Guadeloupe,8,50.908,19.972
TrinidadandTobago,8,45.610,5.725
Martinique,6,44.230,15.974
Australia,53,32.798,2.076
Venezuela,9,30.698,0.316
HongKong,4,30.638,0.533
Norway,113,30.439,20.849
Austria,319,29.606,35.418
Syria,2,28.234,0.105
SriLanka,7,27.240,0.332
Lebanon,20,26.757,2.923
Jordan,7,26.612,0.677
Zimbabwe,3,24.179,0.191
Iceland,7,23.623,20.515
Italy,18849,23.293,311.772
Luxembourg,54,23.083,86.269
Latvia,3,22.440,1.588
Slovenia,45,22.391,21.647
Greece,92,22.001,8.829
Thailand,33,21.724,0.467
Switzerland,1002,21.573,115.786
Armenia,12,20.095,4.047
Senegal,2,19.643,0.121
Uruguay,7,19.541,2.013
Iran,4232,19.518,50.393
Malaysia,70,18.283,2.158
Estonia,24,18.017,18.086
Bulgaria,25,18.005,3.583
Barbados,4,17.782,13.910
Germany,2688,17.567,32.080
SouthAfrica,24,16.974,0.407
Spain,15970,16.826,341.561
Jamaica,4,16.561,1.333
CostaRica,3,16.522,0.591
Myanmar,3,16.168,0.056
Tunisia,25,15.950,2.124
Israel,95,15.816,10.973
Albania,23,15.469,8.017
Andorra,26,15.448,336.486
Bermuda,4,15.362,64.250
Bahrain,6,15.185,3.529
Palestine,2,14.950,0.390
Croatia,21,14.879,5.113
Czechia,119,14.833,11.116
Philippines,221,14.734,2.002
Paraguay,6,14.354,0.837
SanMarino,34,14.297,1002.012
Lithuania,22,13.425,8.082
SaintMartin,2,12.949,51.750
Montenegro,2,12.695,3.184
BurkinaFaso,24,12.664,1.138
Netherlands,2511,12.617,146.548
NewZealand,2,12.417,0.415
Mayotte,2,12.123,7.330
Argentina,81,12.021,1.796
Sudan,2,11.967,0.040
Cyprus,10,11.917,8.286
Algeria,256,11.892,5.815
Georgia,3,11.780,0.756
Nigeria,7,11.665,0.024
Total:,101983,11.210,13.083
Denmark,247,11.090,42.659
Kenya,7,11.085,0.148
BosniaandHerzegovina,36,10.972,10.988
Iraq,70,10.915,1.751
Portugal,435,10.833,42.651
Sweden,870,10.612,86.147
Slovakia,2,10.479,0.366
Belgium,3019,10.461,260.499
Tanzania,3,10.323,0.047
DRC,20,10.262,0.186
Guyana,6,10.206,7.622
Cameroon,12,10.175,0.454
NorthMacedonia,32,9.648,15.347
Bahamas,8,9.060,20.293
Mauritius,9,9.047,7.075
Finland,48,8.999,8.667
ChannelIslands,9,8.990,51.761
Romania,270,8.970,14.026
Honduras,23,8.940,2.348
Haiti,2,8.925,0.194
Malta,2,8.827,4.531
Chile,65,8.763,3.399
Pakistan,66,8.677,0.295
Kazakhstan,10,8.670,0.530
Colombia,69,8.630,1.366
DominicanRepublic,126,8.576,11.638
Indonesia,306,8.511,1.133
Canada,556,8.402,14.728
SaudiArabia,47,8.329,1.352
USA,18255,8.244,55.136
Egypt,135,8.093,1.355
Poland,181,8.078,4.772
Ghana,6,7.930,0.190
Afghanistan,15,7.859,0.374
Ethiopia,3,7.838,0.028
Panama,66,7.780,15.301
Singapore,7,7.608,1.195
Ireland,287,7.603,58.117
Togo,3,7.559,0.355
Morocco,107,7.542,2.882
Hungary,77,7.497,7.959
Oman,3,7.434,0.589
UK,8958,7.365,131.896
France,13197,7.317,202.179
Bolivia,19,6.851,1.631
IvoryCoast,3,6.821,0.115
Ukraine,69,6.736,1.566
Cuba,15,6.554,1.330
Serbia,71,6.524,8.118
AntiguaandBarbuda,2,6.493,20.421
Japan,99,6.485,0.788
Ecuador,297,6.432,16.839
Brazil,1057,6.268,4.952
SintMaarten,8,6.248,186.560
Mali,7,6.047,0.322
Azerbaijan,10,6.026,0.989
Turkey,1006,5.990,11.936
Mexico,194,5.891,1.522
Kyrgyzstan,5,5.849,0.772
Qatar,6,5.717,2.083
Angola,2,5.609,0.063
Moldova,29,5.457,7.179
Belize,2,5.295,5.000
Guatemala,3,5.250,0.167
ElSalvador,6,5.197,0.923
UAE,16,4.963,1.619
Congo,5,4.836,0.917
Uzbekistan,3,4.798,0.091
Russia,94,4.599,0.647
India,246,4.471,0.194
Niger,11,3.949,0.456
Peru,169,3.711,5.130
Liberia,5,2.914,0.946
Belarus,19,2.804,2.014
Bangladesh,27,2.503,0.191
