2020/04/08 20:18:03 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3333,1597.999,2.322
S.Korea,200,98.929,3.910
Guadeloupe,8,40.284,19.972
Martinique,6,36.848,15.974
Taiwan,5,34.295,0.211
Venezuela,7,32.533,0.253
SanMarino,34,28.988,1002.086
TrinidadandTobago,8,26.342,5.682
Lebanon,19,26.312,2.771
Austria,273,25.100,30.303
Bermuda,2,24.527,32.103
Australia,50,22.880,1.962
Norway,101,21.628,18.637
Uruguay,7,21.404,2.014
HongKong,4,21.272,0.533
Italy,17669,20.930,292.240
Senegal,2,19.397,0.123
Jordan,6,19.185,0.587
Latvia,2,18.841,1.061
SriLanka,7,18.796,0.333
Slovenia,40,18.643,19.248
Luxembourg,46,18.054,73.488
Iceland,6,17.261,17.584
Greece,83,16.949,7.974
SouthAfrica,18,16.708,0.302
Thailand,30,16.678,0.431
CostaRica,2,16.635,0.394
Switzerland,895,15.909,103.405
Iran,3993,15.892,47.543
Zimbabwe,3,15.236,0.191
Croatia,19,14.588,4.626
Bulgaria,24,14.263,3.440
Malaysia,65,13.937,2.004
Germany,2192,13.638,26.158
Spain,14673,13.418,313.786
Andorra,23,13.152,297.695
Bahrain,5,13.146,2.940
Myanmar,3,12.669,0.055
BurkinaFaso,23,12.637,1.111
Tunisia,24,12.278,2.025
Czechia,99,12.202,9.253
Netherlands,2248,11.785,131.167
Estonia,24,11.567,18.086
Armenia,9,11.188,3.034
Israel,73,11.176,8.430
Albania,22,11.163,7.645
Lithuania,15,10.761,5.510
Nigeria,6,10.517,0.022
Portugal,380,10.425,37.274
Ghana,6,10.254,0.192
Ecuador,242,10.066,13.704
Singapore,6,10.019,1.024
Total:,87825,9.996,11.268
Argentina,63,9.967,1.396
Cyprus,9,9.763,7.460
DominicanRepublic,108,9.759,9.976
Iraq,69,9.676,1.722
DRC,18,9.673,0.200
Jamaica,4,9.598,1.333
Colombia,50,9.446,0.983
Philippines,182,9.411,1.646
Belgium,2240,9.396,193.247
Mauritius,7,9.188,5.513
Sweden,687,9.125,68.055
Hungary,58,9.096,6.027
Slovakia,2,9.094,0.367
Finland,40,8.948,7.222
Paraguay,5,8.903,0.714
Denmark,218,8.772,37.652
NorthMacedonia,29,8.733,13.912
BosniaandHerzegovina,34,8.608,10.374
Ireland,235,8.565,47.588
Indonesia,240,8.560,0.893
Georgia,3,8.228,0.754
Honduras,22,8.148,2.256
SaudiArabia,41,8.139,1.182
Mayotte,2,8.109,7.333
Bolivia,15,8.058,1.286
Chile,48,8.031,2.510
Barbados,3,7.867,10.429
Algeria,205,7.846,4.695
Afghanistan,14,7.834,0.347
Ethiopia,2,7.581,0.018
Syria,2,7.559,0.105
Mali,7,7.539,0.356
Panama,59,7.533,13.668
Kazakhstan,7,7.479,0.376
Romania,220,7.348,11.414
Togo,3,7.297,0.343
Japan,93,7.240,0.743
Pakistan,60,7.097,0.272
France,10869,7.093,166.475
Morocco,93,7.072,2.553
Oman,2,7.024,0.391
Sudan,2,7.000,0.043
Egypt,103,6.987,0.990
Montenegro,2,6.919,3.185
Canada,427,6.887,11.323
USA,14473,6.848,43.709
Poland,159,6.815,4.216
ChannelIslands,8,6.802,46.017
UK,7097,6.711,104.586
Ukraine,52,6.537,1.185
SaintMartin,2,6.404,51.750
IvoryCoast,3,6.357,0.117
Cuba,12,6.317,1.050
Kenya,6,6.119,0.101
Guatemala,3,6.047,0.172
Azerbaijan,8,5.857,0.788
Mexico,141,5.849,1.114
Congo,5,5.627,0.889
Bahamas,6,5.542,15.333
Angola,2,5.468,0.059
Kyrgyzstan,4,5.459,0.607
Turkey,812,5.444,9.623
SintMaarten,6,5.295,139.950
Serbia,65,5.261,7.436
Qatar,6,4.985,2.082
Brazil,800,4.905,3.767
AntiguaandBarbuda,2,4.859,20.421
Guyana,6,4.796,7.636
Moldova,27,4.753,6.693
ElSalvador,5,4.548,0.753
Cameroon,9,4.499,0.342
Uzbekistan,3,4.402,0.088
Russia,63,4.261,0.429
India,178,4.143,0.120
UAE,12,4.099,1.214
Peru,121,4.083,3.678
Bangladesh,20,3.477,0.092
MSZaandam,2,3.226,0.444
Liberia,4,2.955,0.774
Belarus,13,2.584,1.378
Niger,11,2.309,0.435
