2020/07/07 01:13:57 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,Belgium,9771,508.442,843.083
Europe,Spain,28388,573.473,607.143
Europe,Italy,34869,943.030,576.778
Europe,Sweden,5433,63.263,537.938
Europe,France,29920,228.682,458.394
North America,USA,132978,42.415,401.711
Europe,Netherlands,6128,637.647,357.589
Europe,Ireland,1741,2133.387,352.551
North America,Sint Maarten,15,376.027,349.808
South America,Chile,6384,73.137,333.915
South America,Peru,10772,69.936,326.645
South America,Brazil,65556,30.058,308.374
South America,Ecuador,4821,48.419,273.200
Europe,Channel Islands,47,464.173,270.270
North America,Mexico,30639,31.948,237.623
North America,Canada,8693,284.558,230.260
Europe,Switzerland,1965,258.454,226.995
North America,Panama,770,26.642,178.435
Europe,Luxembourg,110,88.243,175.705
Europe,North Macedonia,346,41.281,166.055
Asia,Armenia,491,38.890,165.697
Europe,Portugal,1620,105.259,158.883
Europe,Moldova,592,64.737,146.760
Asia,Iran,11731,74.180,139.632
Africa,Mayotte,34,168.596,124.603
South America,Bolivia,1434,24.078,122.830
Europe,Germany,9092,419.792,108.522
Europe,Denmark,607,565.611,104.780
Europe,Monaco,4,102.359,101.926
Europe,Romania,1768,60.476,91.900
Asia,Kuwait,373,52.769,87.328
South America,Colombia,4210,20.603,82.743
Europe,Austria,706,146.321,78.385
North America,Dominican Republic,804,30.783,74.099
Europe,Russia,10296,80.961,70.545
All,Total:,540136,44.784,69.295
All,World,540136,44.784,69.286
South America,French Guiana,20,20.834,66.949
North America,Honduras,639,20.144,64.506
Asia,Iraq,2567,20.428,63.809
Asia,Turkey,5241,142.215,62.129
Europe,Hungary,589,595.369,61.023
Europe,Bosnia and Herzegovina,199,23.842,60.670
Europe,Finland,329,816.436,59.390
Africa,Sao Tome and Principe,13,497.329,59.302
Asia,Bahrain,98,37.917,57.592
Asia,Saudi Arabia,1968,42.824,56.522
Africa,South Africa,3310,15.761,55.799
Africa,Djibouti,55,164.680,55.662
North America,Guatemala,981,15.167,54.755
Europe,Slovenia,111,69.322,53.365
Europe,Estonia,69,1932.563,52.010
North America,Turks and Caicos,2,30.781,51.667
Asia,Qatar,133,111.927,47.368
Europe,Norway,251,758.234,46.290
Europe,Belarus,429,181.181,45.399
Asia,Oman,218,27.720,42.682
Europe,Poland,1521,97.114,40.176
North America,Martinique,14,170.156,37.333
Africa,Equatorial Guinea,51,11.327,36.353
Asia,Israel,334,24.596,36.312
Europe,Serbia,317,40.451,36.275
Europe,Bulgaria,250,23.988,35.974
South America,Argentina,1582,18.942,35.004
North America,Guadeloupe,14,443.956,35.000
North America,El Salvador,223,21.995,34.365
Africa,Egypt,3422,44.279,33.447
Asia,UAE,324,71.829,32.756
Europe,Czechia,350,88.417,32.671
North America,Antigua and Barbuda,3,337.210,30.643
Africa,Cabo Verde,17,27.581,30.572
Europe,Iceland,10,374.814,29.303
Europe,Lithuania,79,369.760,29.051
Europe,Ukraine,1262,48.066,28.872
Africa,Mauritania,133,38.562,28.600
North America,Aruba,3,252.298,28.086
Europe,Croatia,113,32.782,27.513
Europe,Albania,79,31.034,27.453
Asia,Azerbaijan,258,28.021,25.445
North America,Barbados,7,473.069,24.357
South America,Suriname,14,27.595,23.873
Asia,Afghanistan,898,93.811,23.052
Europe,Montenegro,14,11.328,22.290
Asia,Maldives,12,90.525,22.193
Africa,Algeria,959,29.383,21.865
Asia,Pakistan,4762,47.566,21.549
Africa,Gabon,46,77.392,20.665
Europe,Malta,9,1627.855,20.384
South America,Guyana,15,32.371,19.066
Europe,Greece,192,110.517,18.435
Europe,Latvia,30,605.153,15.918
Asia,Cyprus,19,809.478,15.726
Asia,India,20174,23.466,14.619
Asia,Kyrgyzstan,92,13.005,14.103
Africa,Sudan,616,72.910,14.071
Asia,Kazakhstan,264,6.063,14.060
Asia,Bangladesh,2096,37.431,12.719
Africa,Guinea-Bissau,25,61.403,12.696
North America,Nicaragua,83,32.535,12.521
Asia,Philippines,1303,22.980,11.896
Asia,Indonesia,3241,34.281,11.825
Asia,Yemen,345,46.977,11.554
