2020/04/09 00:11:27 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3333,1860.980,2.322
S.Korea,200,121.047,3.910
Myanmar,3,50.908,0.055
Guadeloupe,8,50.161,19.972
Bermuda,3,44.838,48.154
Martinique,6,44.230,15.974
Taiwan,5,43.502,0.211
TrinidadandTobago,8,37.458,5.682
SanMarino,34,37.337,1002.086
Venezuela,9,32.744,0.323
Austria,273,32.034,30.312
Lebanon,19,31.594,2.771
Norway,101,30.082,18.639
Australia,50,29.671,1.958
Syria,2,28.234,0.105
Jordan,6,26.942,0.587
HongKong,4,26.827,0.533
Italy,17669,25.474,292.240
Slovenia,40,24.781,19.248
Luxembourg,46,24.406,73.488
Greece,83,24.380,7.974
Zimbabwe,3,24.179,0.191
Iceland,6,23.892,17.584
Switzerland,895,22.854,103.417
Senegal,2,21.645,0.123
SriLanka,7,21.616,0.333
Latvia,2,21.007,1.061
SouthAfrica,18,20.853,0.302
Thailand,30,20.748,0.431
CostaRica,3,20.457,0.592
Iran,3993,19.671,47.543
Bahrain,5,19.659,2.940
Bulgaria,24,18.625,3.440
Uruguay,7,18.340,2.011
Andorra,23,17.584,297.695
Malaysia,65,17.387,2.004
Spain,14792,17.352,316.358
Croatia,19,17.087,4.626
Armenia,9,17.068,3.034
Germany,2349,16.740,28.031
Barbados,3,15.428,10.429
Israel,73,15.361,8.430
Tunisia,24,15.057,2.025
Estonia,24,15.027,18.086
Czechia,99,14.542,9.244
Netherlands,2248,14.476,131.167
Lithuania,15,14.262,5.510
Ecuador,242,14.213,13.704
Honduras,22,13.709,2.256
Jamaica,4,13.517,1.333
BurkinaFaso,23,13.370,1.111
Albania,22,13.205,7.645
SaintMartin,2,12.949,51.750
Portugal,380,12.948,37.274
DRC,18,12.743,0.200
Philippines,182,12.598,1.646
Mayotte,2,12.503,7.333
Cyprus,9,12.429,7.460
Total:,88403,12.023,11.342
Nigeria,6,11.967,0.022
BosniaandHerzegovina,34,11.750,10.361
Sweden,687,11.735,68.055
Belgium,2240,11.501,193.247
DominicanRepublic,108,11.414,9.976
Hungary,58,11.411,6.027
Ghana,6,11.334,0.192
Paraguay,5,11.146,0.714
Singapore,6,11.117,1.024
SaudiArabia,41,10.983,1.175
Iraq,69,10.959,1.722
Georgia,3,10.687,0.754
Ireland,235,10.636,47.588
Argentina,65,10.545,1.448
Algeria,205,10.402,4.695
Denmark,218,10.387,37.652
Slovakia,2,10.311,0.367
NorthMacedonia,29,10.231,13.912
Mauritius,7,10.117,5.513
Afghanistan,14,9.976,0.347
Kenya,6,9.965,0.101
Chile,48,9.940,2.510
Finland,40,9.828,7.222
Mali,7,9.822,0.356
Indonesia,240,9.673,0.893
Kazakhstan,7,9.447,0.376
Bolivia,15,9.071,1.286
Montenegro,2,8.925,3.185
Romania,220,8.770,11.414
Canada,427,8.703,11.313
Sudan,2,8.670,0.043
Poland,159,8.525,4.216
Colombia,55,8.505,1.071
USA,14736,8.401,44.516
Pakistan,61,8.360,0.272
Togo,3,8.295,0.343
Morocco,93,8.248,2.553
UK,7097,8.245,104.586
Egypt,103,8.228,0.990
Oman,2,8.148,0.391
ChannelIslands,8,8.112,46.017
Guatemala,3,7.880,0.172
Ukraine,52,7.822,1.185
Ethiopia,2,7.581,0.018
Bahamas,7,7.530,17.850
France,10869,7.492,166.475
Panama,63,7.441,14.604
Guyana,6,7.280,7.622
Japan,94,7.223,0.745
Cuba,12,7.203,1.050
IvoryCoast,3,7.106,0.117
Mexico,141,6.896,1.114
Congo,5,6.780,0.889
Brazil,820,6.775,3.850
Azerbaijan,8,6.736,0.788
Turkey,812,6.507,9.623
AntiguaandBarbuda,2,6.493,20.421
ElSalvador,5,5.924,0.753
Serbia,65,5.898,7.436
Moldova,27,5.751,6.693
Kyrgyzstan,4,5.743,0.607
Qatar,6,5.740,2.082
India,178,5.728,0.120
Angola,2,5.609,0.063
Cameroon,10,5.581,0.370
Russia,63,5.429,0.429
SintMaarten,6,5.295,139.950
UAE,12,5.085,1.214
Uzbekistan,3,4.962,0.088
Peru,121,4.325,3.678
Niger,11,3.882,0.450
Belarus,13,3.867,1.378
Bangladesh,20,3.570,0.092
Liberia,4,2.955,0.774
