2020/09/28 21:57:35 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,879.428,1237.180
South America,Peru,32262,104.879,975.229
Europe,Belgium,9980,44.147,860.169
Europe,Andorra,53,30.981,685.684
Europe,Spain,31411,44.805,671.780
South America,Bolivia,7858,199.019,671.006
South America,Brazil,141877,126.127,666.310
South America,Chile,12698,180.333,662.868
South America,Ecuador,11280,76.886,637.026
North America,USA,209709,113.801,632.670
Europe,UK,42001,50.276,617.942
Europe,Italy,35851,124.962,593.210
North America,Mexico,76430,106.073,591.290
Europe,Sweden,5880,161.807,581.320
North America,Panama,2340,140.795,540.303
North America,Sint Maarten,22,49.613,511.705
South America,Colombia,25488,90.112,499.631
Europe,France,31808,28.635,487.051
Europe,Netherlands,6380,27.470,372.139
Europe,Ireland,1802,73.633,363.945
Europe,North Macedonia,729,93.476,349.899
South America,Argentina,15749,40.689,347.692
Asia,Armenia,957,116.516,322.809
Europe,Moldova,1301,54.017,322.696
Asia,Iran,25779,86.739,305.995
Africa,South Africa,16586,332.404,278.817
Europe,Channel Islands,48,793.304,275.488
Europe,Montenegro,163,29.189,259.526
Europe,Bosnia and Herzegovina,829,86.071,253.081
Europe,Romania,4748,55.615,247.199
North America,Canada,9271,75.896,245.103
Europe,Switzerland,2065,110.184,238.170
North America,Aruba,25,63.463,233.917
North America,Honduras,2289,101.887,230.244
North America,Bahamas,89,37.312,225.793
Asia,Iraq,9052,53.399,223.864
South America,French Guiana,65,259.921,216.316
North America,Saint Martin,8,32.577,206.057
Europe,Luxembourg,124,85.900,197.325
North America,Dominican Republic,2098,185.495,192.936
Europe,Portugal,1957,71.929,192.055
Asia,Oman,924,116.323,179.877
North America,Guatemala,3234,93.135,179.716
South America,Suriname,102,207.025,173.495
North America,Costa Rica,861,41.617,168.652
Asia,Israel,1507,24.227,163.850
Asia,Kyrgyzstan,1064,251.996,162.440
North America,Bermuda,9,875.789,144.646
Asia,Bahrain,245,80.290,142.848
Asia,Kuwait,605,123.154,141.171
Europe,Russia,20385,110.131,139.671
