2020/04/15 19:46:15 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3342,807.506,2.315
S.Korea,225,245.816,4.398
Martinique,8,189.219,21.316
Guadeloupe,8,173.449,19.972
Taiwan,6,117.342,0.258
HongKong,4,85.667,0.535
TrinidadandTobago,8,76.567,5.684
Iceland,8,73.038,23.444
Australia,63,69.622,2.472
SaintMartin,2,54.145,51.714
Norway,150,47.537,27.663
Austria,393,47.253,43.642
Luxembourg,69,45.808,110.220
Thailand,43,44.332,0.618
Angola,2,43.623,0.063
Jordan,7,42.776,0.681
Switzerland,1239,38.904,143.161
Lebanon,21,36.455,3.064
Slovenia,61,36.089,29.327
NewZealand,9,35.729,1.864
Latvia,5,33.824,2.650
Togo,3,33.244,0.370
Barbados,5,32.934,17.397
Uruguay,8,32.620,2.309
Montenegro,4,32.448,6.375
Greece,102,32.044,9.772
Palestine,2,30.720,0.390
Iraq,79,29.741,1.954
Estonia,35,29.101,26.375
Iran,4777,28.908,56.844
Italy,21645,28.646,358.052
Venezuela,9,28.339,0.320
Mauritius,9,28.329,7.083
Tunisia,34,27.962,2.867
Czechia,166,27.815,15.489
Andorra,33,27.461,427.088
Lithuania,30,27.075,11.027
Germany,3592,25.951,42.876
AntiguaandBarbuda,2,25.396,20.435
Spain,18579,25.350,397.345
Zambia,2,23.368,0.125
Malaysia,83,23.313,2.569
Albania,25,22.988,8.704
Denmark,309,22.833,53.327
Cameroon,17,22.730,0.642
CostaRica,4,21.980,0.786
Kenya,10,21.214,0.178
SriLanka,7,21.048,0.324
Bulgaria,36,21.016,5.205
Armenia,17,20.918,5.738
Slovakia,6,20.613,1.098
Mayotte,3,20.367,10.991
ChannelIslands,15,20.069,86.275
BurkinaFaso,30,19.948,1.420
Senegal,2,19.237,0.121
Croatia,34,18.694,8.280
SintMaarten,9,18.493,209.942
Finland,72,18.409,12.990
France,17167,18.014,262.968
Israel,130,17.044,15.016
SanMarino,36,16.866,1060.935
Malta,3,16.817,6.797
Honduras,31,16.455,3.107
Nigeria,11,16.110,0.059
Paraguay,8,16.051,1.143
SouthAfrica,34,15.846,0.570
Cyprus,12,15.806,9.936
Bahamas,8,15.738,20.408
Netherlands,3134,15.411,182.899
Algeria,336,15.270,7.622
Portugal,599,15.178,58.738
World,133359,15.070,17.079
Total:,133359,15.070,17.111
BosniaandHerzegovina,41,14.986,12.485
Philippines,349,14.150,3.200
DRC,21,14.089,0.248
Sweden,1203,13.930,119.120
Argentina,111,13.714,2.454
Belgium,4440,13.446,383.126
Georgia,3,13.053,0.755
Guyana,6,12.949,7.625
Poland,286,12.899,7.544
Bermuda,5,12.786,80.263
Canada,1006,12.608,26.644
Chile,94,12.132,4.920
USA,27866,11.809,84.185
Romania,372,11.668,19.332
Haiti,3,11.615,0.293
Pakistan,111,11.566,0.504
Azerbaijan,13,11.510,1.287
Ethiopia,3,11.146,0.025
NorthMacedonia,45,10.628,21.622
Morocco,127,10.499,3.451
Panama,95,10.475,22.009
Egypt,183,10.245,1.753
IsleofMan,4,10.054,47.047
UK,12868,10.039,189.604
Zimbabwe,3,9.852,0.167
Kuwait,3,9.769,0.702
IvoryCoast,6,9.557,0.226
Kyrgyzstan,5,9.540,0.768
Jamaica,5,9.498,1.667
Colombia,127,9.422,2.515
Qatar,7,9.361,2.430
ElSalvador,6,9.047,0.943
DominicanRepublic,189,9.024,17.415
Syria,2,8.789,0.121
Indonesia,469,8.783,1.735
Moldova,46,8.712,11.405
Hungary,134,8.546,13.833
Afghanistan,25,8.534,0.638
Ecuador,388,8.533,21.973
Brazil,1736,8.430,8.153
Cuba,24,8.405,2.123
Kazakhstan,16,8.404,0.853
Turkey,1518,8.137,18.004
Serbia,99,8.045,11.336
SaudiArabia,79,7.701,2.264
Bolivia,28,7.619,2.398
Japan,146,7.542,1.154
Liberia,6,7.539,1.220
Mexico,406,7.330,3.158
Malawi,2,7.000,0.100
UAE,33,6.912,3.334
Bahrain,7,6.851,4.114
Ghana,8,6.844,0.252
Niger,14,6.758,0.589
Ireland,444,6.688,89.918
Guatemala,5,6.674,0.278
India,405,6.613,0.296
Oman,4,6.256,0.782
Belize,2,5.983,5.000
Ukraine,108,5.962,2.468
Singapore,10,5.890,1.709
Sudan,5,5.869,0.109
Uzbekistan,4,5.571,0.120
Mali,13,5.276,0.615
Congo,5,5.078,0.897
Peru,254,4.993,7.703
Russia,198,4.674,1.358
Djibouti,2,4.147,2.023
Myanmar,4,4.000,0.054
Belarus,36,3.876,3.814
Tanzania,4,3.856,0.045
Bangladesh,50,2.803,0.284
Somalia,5,2.558,0.312
