2020/09/09 00:13:34 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,3471.627,1237.299
South America,Peru,29976,94.968,906.768
Europe,Belgium,9909,119.468,854.280
Europe,Andorra,53,77.008,685.722
Europe,Spain,29594,38.339,632.892
Europe,UK,41586,108.694,611.947
South America,Chile,11682,164.127,610.123
South America,Bolivia,7054,115.421,602.761
South America,Brazil,127517,92.730,599.113
Europe,Italy,35563,133.982,588.373
North America,USA,193986,121.168,585.400
Europe,Sweden,5838,348.203,577.349
North America,Mexico,67781,79.059,524.697
North America,Panama,2107,95.900,486.888
Europe,France,30764,30.386,471.100
North America,Sint Maarten,19,60.133,442.192
South America,Colombia,21817,57.005,427.920
Europe,Netherlands,6244,66.083,364.209
Europe,Ireland,1778,135.900,359.324
Asia,Armenia,903,200.460,304.629
Europe,North Macedonia,631,93.373,302.860
Europe,Isle of Man,24,1632.707,281.947
Europe,Moldova,1087,56.314,269.579
Asia,Iran,22542,131.030,267.718
Africa,South Africa,15086,252.651,253.765
North America,Canada,9153,147.676,242.122
Europe,Switzerland,2018,86.565,232.869
South America,Argentina,10405,31.305,229.831
South America,French Guiana,62,193.040,206.607
Europe,Romania,3967,53.320,206.500
Europe,Bosnia and Herzegovina,669,59.241,204.164
North America,Honduras,2023,80.307,203.661
Europe,Luxembourg,124,121.963,197.486
Asia,Iraq,7657,39.394,189.594
Europe,Portugal,1846,108.968,181.129
Europe,Montenegro,112,27.257,178.323
North America,Dominican Republic,1889,91.854,173.806
Asia,Kyrgyzstan,1060,405.607,161.977
North America,Guatemala,2890,97.334,160.762
South America,Suriname,91,62.516,154.859
North America,Saint Martin,6,42.129,154.695
North America,Bahamas,59,38.113,149.771
Africa,Mayotte,40,221.822,145.975
Asia,Oman,742,253.276,144.630
North America,Bermuda,9,280.602,144.617
North America,Aruba,15,23.391,140.382
North America,Turks and Caicos,5,29.445,128.815
Asia,Kuwait,548,79.036,127.967
Europe,Russia,17993,138.174,123.284
Asia,Saudi Arabia,4137,278.419,118.485
Asia,Bahrain,202,61.048,117.988
North America,El Salvador,765,183.717,117.819
All,Total:,900804,71.053,115.566
All,World,900804,71.053,115.560
Asia,Israel,1040,32.594,113.076
Europe,Germany,9409,135.701,112.226
Europe,Albania,321,51.605,111.573
Europe,Denmark,628,67.564,108.350
North America,Costa Rica,531,28.895,104.057
Europe,Bulgaria,692,95.345,99.725
Asia,Kazakhstan,1588,931.346,84.380
Europe,Serbia,727,300.762,83.280
Europe,Austria,747,57.382,82.843
Africa,Eswatini,96,80.747,82.591
Asia,Turkey,6782,116.401,80.253
Europe,Belarus,721,282.645,76.307
Africa,Cabo Verde,42,47.181,75.390
Asia,Qatar,205,366.687,73.010
Africa,Sao Tome and Principe,15,2176.135,68.202
Europe,Ukraine,2934,37.205,67.168
Europe,Slovenia,135,48.448,64.952
Europe,Hungary,626,12.230,64.861
South America,Paraguay,449,17.371,62.813
Africa,Djibouti,61,26140.313,61.577
South America,Guyana,48,30.119,60.975
Europe,Finland,336,205.007,60.615
Africa,Equatorial Guinea,83,1206.941,58.824
Europe,Poland,2136,93.848,56.442
Asia,Azerbaijan,552,183.700,54.352
Africa,Egypt,5560,434.505,54.142
Asia,Maldives,29,55.007,53.475
Asia,India,73923,32.754,53.469
Europe,Croatia,203,29.366,49.507
Europe,Norway,264,72.540,48.630
Europe,Estonia,64,71.159,48.250
North America,Martinique,18,331.917,47.968
Africa,Libya,314,16.617,45.586
North America,Guadeloupe,18,67.900,44.980
Europe,Czechia,441,27.958,41.167
Africa,Gambia,99,62.138,40.749
North America,Belize,16,22.161,40.104
Asia,UAE,391,82.427,39.445
Africa,Morocco,1427,28.275,38.577
Asia,Palestine,190,30.033,37.086
Asia,Afghanistan,1418,574.423,36.260
Africa,Algeria,1571,105.748,35.712
Africa,Namibia,91,32.561,35.695
Asia,Philippines,3916,63.792,35.650
Africa,Mauritania,160,383.844,34.255
Europe,Malta,14,51.138,31.688
Europe,Lithuania,86,72.753,31.670
North America,Antigua and Barbuda,3,458.513,30.600
Asia,Lebanon,207,26.670,30.355
Australia/Oceania,Australia,770,228.137,30.130
Asia,Indonesia,8230,40.732,30.034
Europe,Iceland,10,304.387,29.270
Asia,Pakistan,6350,468.350,28.648
Europe,Greece,290,41.417,27.843
