2020/03/27 13:07:35 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3292,1055.653,2.307
S.Korea,139,64.130,2.711
Japan,47,13.299,0.373
SanMarino,21,13.195,618.894
Bahrain,4,10.852,2.352
Denmark,52,10.302,8.977
Iran,2378,9.737,28.317
Italy,8215,9.006,135.882
Egypt,24,8.789,0.242
Sweden,77,8.539,7.612
Singapore,2,8.464,0.343
Greece,27,8.239,2.603
Slovenia,9,7.864,4.329
Norway,16,7.650,2.950
Cyprus,3,7.284,2.486
Taiwan,2,7.115,0.082
HongKong,4,6.884,0.533
CostaRica,2,6.786,0.390
Malaysia,26,6.548,0.806
Bulgaria,3,6.251,0.435
Iceland,2,6.241,5.861
Iraq,40,6.147,0.961
Peru,9,6.135,0.279
Lebanon,7,6.122,1.020
Switzerland,207,5.897,23.910
Finland,5,5.805,0.901
France,1696,5.790,26.003
UAE,2,5.600,0.204
Germany,285,5.577,3.399
Bangladesh,5,5.542,0.031
Czechia,9,5.353,0.842
Netherlands,434,5.337,25.347
Pakistan,9,5.298,0.043
BosniaandHerzegovina,3,5.110,0.913
Albania,8,4.965,2.796
Ireland,19,4.953,3.844
Moldova,2,4.918,0.497
Azerbaijan,3,4.758,0.295
Austria,58,4.727,6.441
DRC,3,4.659,0.035
Indonesia,87,4.657,0.333
NorthMacedonia,3,4.585,1.438
Paraguay,3,4.574,0.404
UK,578,4.518,8.528
Spain,4858,4.446,103.896
Luxembourg,9,4.414,14.376
Chile,4,4.404,0.208
Poland,16,4.373,0.422
Brazil,77,4.313,0.361
SaudiArabia,3,4.161,0.087
Belgium,289,4.141,24.917
Ecuador,34,4.071,1.939
Panama,9,3.994,2.083
India,20,3.979,0.014
Serbia,8,3.979,0.910
Colombia,6,3.978,0.122
Morocco,11,3.890,0.280
Philippines,54,3.881,0.471
Thailand,5,3.849,0.070
Hungary,10,3.847,1.033
Andorra,3,3.821,38.831
Mexico,8,3.815,0.068
Australia,13,3.767,0.511
Argentina,13,3.687,0.287
Canada,39,3.668,1.032
BurkinaFaso,7,3.634,0.322
Algeria,25,3.562,0.545
Afghanistan,4,3.554,0.085
Russia,3,3.442,0.020
Portugal,76,3.390,7.461
Cuba,2,3.388,0.179
Romania,24,3.384,1.245
Tunisia,6,3.379,0.502
Croatia,3,3.360,0.730
Israel,11,3.324,1.272
Cameroon,2,3.275,0.068
USA,1304,3.263,3.938
SouthAfrica,2,3.184,0.035
Turkey,75,2.872,0.889
Lithuania,5,2.853,1.841
Ukraine,5,2.842,0.111
DominicanRepublic,10,2.535,0.922
Ghana,4,2.267,0.118
