2020/05/15 11:04:57 UTC
Country,Total deaths,Td,Deaths/Mil.
Iceland,10,8740.932,29.329
China,4633,8559.136,3.240
NewZealand,21,906.114,4.360
Tunisia,45,832.121,3.794
Ecuador,2338,723.045,132.759
ChannelIslands,43,663.512,247.583
HongKong,4,636.219,0.536
Thailand,56,584.666,0.796
IsleofMan,23,534.528,270.666
Monaco,4,463.365,102.042
Slovenia,103,441.834,49.567
Andorra,49,407.835,634.296
Israel,266,384.542,30.803
Switzerland,1874,379.153,216.732
Guadeloupe,13,373.601,32.458
Luxembourg,103,336.777,164.905
Australia,98,318.855,3.854
S.Korea,260,270.320,5.074
Norway,232,243.043,42.828
Cyprus,17,242.054,14.095
Austria,628,217.106,69.786
France,27425,210.333,420.260
Slovakia,27,202.736,4.944
SaintMartin,3,186.793,77.769
Estonia,63,183.839,47.482
Myanmar,6,173.206,0.099
Germany,7928,150.669,94.651
Martinique,14,150.400,37.333
Italy,31368,147.114,518.685
Bermuda,9,145.547,144.443
Greece,156,143.649,14.981
Barbados,7,135.034,24.376
Czechia,293,123.802,27.364
Netherlands,5590,121.150,326.290
Japan,697,119.198,5.491
SanMarino,41,118.485,1208.677
Jamaica,9,115.161,3.041
Bahamas,11,114.006,27.958
Croatia,94,109.810,22.897
BurkinaFaso,51,98.922,2.441
Serbia,224,93.247,25.630
Cuba,79,85.464,6.993
Uruguay,19,85.373,5.485
Malaysia,112,83.274,3.464
Portugal,1184,83.214,116.063
Tanzania,21,82.712,0.371
Belgium,8959,79.787,773.526
Lithuania,54,79.656,19.820
Ireland,1506,77.722,305.473
Syria,3,75.180,0.188
Latvia,19,74.703,10.068
Spain,27459,73.566,587.277
Denmark,537,71.499,92.760
Malta,6,67.900,13.598
Hungary,442,66.914,45.791
Turkey,4007,61.228,47.586
CostaRica,8,59.498,1.571
Albania,31,57.600,10.762
Zimbabwe,4,57.382,0.216
Georgia,12,55.676,3.004
NorthMacedonia,95,52.901,45.598
Finland,287,51.984,51.796
BosniaandHerzegovina,128,49.444,38.984
Iran,6854,46.287,81.746
Niger,50,42.268,2.055
SriLanka,9,41.964,0.418
USA,86912,40.442,262.766
UK,33614,40.318,495.521
Canada,5472,39.527,145.148
Djibouti,3,38.782,3.042
Romania,1056,38.675,54.865
Lebanon,26,37.926,3.793
Liberia,20,37.644,4.000
Bulgaria,102,35.517,14.646
Uzbekistan,11,33.865,0.328
Panama,260,32.907,60.395
World,303855,32.673,38.975
Total:,303855,32.673,38.981
Sweden,3529,32.543,349.665
Philippines,806,31.073,7.399
Jordan,9,28.410,0.891
Poland,893,28.404,23.613
Morocco,190,27.395,5.164
Venezuela,10,27.336,0.352
Mali,46,26.801,2.303
Moldova,194,25.920,48.072
Guyana,10,24.909,12.743
Eswatini,2,24.179,1.722
Kyrgyzstan,14,23.787,2.155
Iraq,115,22.905,2.854
Kazakhstan,34,22.332,1.811
Algeria,529,22.293,12.071
DominicanRepublic,422,22.171,38.957
Kenya,42,21.841,0.776
IvoryCoast,24,21.391,0.913
SaoTomeandPrincipe,7,21.236,32.021
Ukraine,476,20.586,10.877
Guinea,15,19.450,1.146
Singapore,21,19.394,3.593
Indonesia,1076,18.987,3.914
UAE,208,18.588,21.062
Cameroon,139,18.330,5.270
Azerbaijan,35,18.161,3.453
Belarus,151,17.129,15.979
EquatorialGuinea,7,17.103,5.019
Argentina,353,17.093,7.818
Angola,2,16.866,0.042
Egypt,571,15.900,5.589
Honduras,133,15.213,13.484
Peru,2267,15.159,68.879
Somalia,53,14.943,3.343
SaudiArabia,283,14.751,8.145
Armenia,52,14.353,17.552
Mayotte,16,13.925,58.843
Congo,15,13.645,2.724
Mexico,4477,13.351,34.790
Colombia,525,13.324,10.338
Pakistan,803,13.294,3.646
CaboVerde,2,13.182,3.600
DRC,50,13.130,0.578
India,2649,12.860,1.932
Nigeria,167,12.730,0.809
Malawi,3,12.704,0.143
Senegal,23,12.658,1.376
Bahrain,10,12.461,5.907
Russia,2418,12.299,16.568
Brazil,13999,12.039,65.942
Qatar,14,12.033,4.870
Ethiopia,5,11.915,0.052
Chile,368,11.834,19.274
Maldives,4,11.672,7.418
SouthAfrica,238,11.112,4.017
Nicaragua,8,10.872,1.280
Oman,19,10.856,3.734
Chad,46,10.650,2.767
Bangladesh,298,10.124,1.812
Guinea-Bissau,3,10.073,1.528
Bolivia,152,10.053,13.027
Paraguay,11,9.906,1.546
Afghanistan,153,9.156,3.943
ElSalvador,23,8.751,3.555
Togo,11,8.557,1.340
SierraLeone,26,8.530,3.250
Ghana,24,8.341,0.773
Kuwait,88,8.076,20.650
Guatemala,29,8.069,1.624
Sudan,90,7.239,2.079
Tajikistan,29,7.170,3.037
Haiti,20,6.472,1.758
Gabon,10,6.188,4.511
Benin,2,5.487,0.165
Mauritania,2,5.295,0.400
Yemen,12,3.965,0.424
Zambia,7,3.340,0.385
