2020/09/10 22:01:52 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
South America,Peru,30236,84.230,914.597
Europe,Belgium,9917,112.684,854.916
Europe,Andorra,53,59.428,685.741
Europe,Spain,29699,33.563,635.148
South America,Chile,11781,146.873,615.256
Europe,UK,41608,86.838,612.262
South America,Bolivia,7146,108.036,610.578
South America,Brazil,129522,84.314,608.518
North America,USA,196076,106.971,591.685
Europe,Italy,35587,115.345,588.760
Europe,Sweden,5843,249.200,577.833
North America,Mexico,69095,83.507,534.827
North America,Panama,2116,94.478,488.952
Europe,France,30813,25.688,471.844
North America,Sint Maarten,19,71.020,442.162
South America,Colombia,22053,59.814,432.516
Europe,Netherlands,6249,54.839,364.540
Europe,Ireland,1781,115.781,359.896
Europe,North Macedonia,637,89.431,305.772
Asia,Armenia,906,173.361,305.645
Europe,Isle of Man,24,1632.707,281.947
Europe,Moldova,1106,48.580,274.299
Asia,Iran,22798,112.215,270.760
Africa,South Africa,15265,223.443,256.770
North America,Canada,9163,132.068,242.357
South America,Argentina,10713,31.506,236.618
Europe,Switzerland,2020,72.781,233.062
Europe,Romania,4065,46.922,211.602
South America,French Guiana,63,179.025,209.927
Europe,Bosnia and Herzegovina,680,51.499,207.523
North America,Honduras,2044,101.195,205.749
Europe,Luxembourg,124,97.820,197.476
Asia,Iraq,7814,34.903,193.457
Europe,Portugal,1852,83.848,181.724
Europe,Montenegro,114,25.001,181.513
North America,Dominican Republic,1926,78.602,177.213
North America,Guatemala,2918,81.129,162.313
Asia,Kyrgyzstan,1061,332.149,162.128
North America,Bahamas,63,31.894,159.920
South America,Suriname,92,69.952,156.568
North America,Saint Martin,6,70.612,154.688
North America,Aruba,16,19.972,149.738
Asia,Oman,762,175.485,148.523
Africa,Mayotte,40,221.822,145.963
North America,Bermuda,9,169.324,144.610
Asia,Kuwait,556,68.538,129.832
North America,Turks and Caicos,5,31.368,128.814
Europe,Russia,18263,120.280,125.143
Asia,Bahrain,207,49.835,120.899
Asia,Saudi Arabia,4189,249.523,119.969
North America,El Salvador,774,162.729,119.226
Asia,Israel,1077,26.846,117.094
All,World,912393,62.984,117.052
All,Total:,912393,62.984,117.052
Europe,Albania,324,44.078,112.624
Europe,Germany,9419,114.423,112.361
North America,Costa Rica,567,25.078,111.115
Europe,Denmark,629,50.641,108.523
Europe,Bulgaria,702,100.972,101.183
Asia,Kazakhstan,1634,934.436,86.817
Africa,Eswatini,98,71.875,84.303
Europe,Serbia,729,278.513,83.503
Europe,Austria,748,43.780,82.970
Asia,Turkey,6895,103.218,81.574
Europe,Belarus,732,243.818,77.466
Africa,Cabo Verde,43,40.966,77.177
Asia,Qatar,205,315.741,73.011
Europe,Ukraine,3023,33.156,69.195
Africa,Sao Tome and Principe,15,871.908,68.208
South America,Paraguay,474,18.088,66.310
Europe,Hungary,630,11.255,65.219
Europe,Slovenia,135,37.628,64.931
South America,Guyana,49,20.552,62.244
Africa,Djibouti,61,3736.409,61.577
Europe,Finland,337,130.974,60.802
Africa,Equatorial Guinea,83,966.037,58.815
North America,Guadeloupe,23,9.375,57.485
Asia,Maldives,31,54.358,57.162
Europe,Poland,2159,86.866,57.064
Asia,India,76304,28.829,55.190
Asia,Azerbaijan,556,158.477,54.743
Africa,Egypt,5577,431.370,54.324
Europe,Croatia,208,26.091,50.724
Africa,Libya,339,15.012,49.201
Europe,Norway,265,72.200,48.819
Europe,Estonia,64,65.735,48.246
North America,Martinique,18,22.113,47.981
North America,Belize,18,22.574,45.112
Europe,Czechia,447,23.232,41.732
Africa,Gambia,100,58.975,41.171
Africa,Morocco,1491,24.533,40.300
Asia,UAE,398,67.024,40.146
Asia,Palestine,198,26.541,38.648
Africa,Namibia,96,29.313,37.649
Asia,Philippines,4066,51.203,37.010
Asia,Afghanistan,1420,566.423,36.336
Africa,Algeria,1591,96.443,36.150
Africa,Mauritania,161,261.035,34.465
Asia,Lebanon,219,24.294,32.113
Europe,Malta,14,36.692,31.691
Europe,Lithuania,86,61.947,31.669
Asia,Indonesia,8456,35.375,30.853
Australia/Oceania,Australia,788,274.812,30.821
North America,Antigua and Barbuda,3,458.513,30.600
Europe,Iceland,10,288.285,29.268
Asia,Pakistan,6365,509.680,28.720
North America,Trinidad and Tobago,40,14.832,28.569
Europe,Greece,297,33.159,28.527
Asia,Bangladesh,4634,102.177,28.085
North America,Barbados,7,215.906,24.344
Africa,Gabon,53,501.538,23.706
North America,Nicaragua,144,153.408,21.699
Africa,Guinea-Bissau,39,155.252,19.731
Asia,Yemen,580,357.517,19.401
Africa,Sudan,833,260.456,18.908
North America,Haiti,215,236.734,18.824
Europe,Latvia,35,164.842,18.588
Asia,Cyprus,22,332.138,18.200
Africa,Senegal,293,166.251,17.414
Africa,Zambia,300,77.792,16.233
Africa,Liberia,82,635.613,16.151
South America,Venezuela,452,32.511,15.905
Africa,Cameroon,415,174.401,15.556
Africa,Congo,83,87.785,14.967
Africa,Zimbabwe,222,41.898,14.893
Africa,Réunion,13,14.496,14.502
Africa,Lesotho,31,69.036,14.461
Asia,Hong Kong,99,284.831,13.176
South America,Uruguay,45,71.002,12.949
North America,Jamaica,38,24.610,12.825
Africa,CAR,62,655.645,12.800
Africa,Kenya,612,153.189,11.328
Asia,Uzbekistan,370,70.219,11.025
Asia,Japan,1393,92.283,11.014
Asia,Nepal,317,25.271,10.842
North America,Cuba,106,49.491,9.363
Africa,Malawi,176,358.598,9.150
Africa,Ghana,283,333.232,9.075
Africa,Sierra Leone,72,248.537,8.978
Africa,Ethiopia,974,34.686,8.436
Africa,Tunisia,99,14.365,8.365
Asia,Syria,147,29.505,8.348
Africa,Comoros,7,73.841,8.013
Africa,Mauritius,10,347.885,7.867
Asia,Tajikistan,72,149.744,7.515
Africa,Madagascar,208,123.695,7.482
Asia,Brunei ,3,701.116,6.848
Europe,Slovakia,37,21.487,6.778
Asia,S. Korea,346,93.547,6.747
Africa,Mali,128,129.471,6.292
Africa,Somalia,97,265.701,6.071
Africa,Nigeria,1070,228.471,5.174
Africa,Chad,79,147.546,4.811
Australia/Oceania,New Zealand,24,261.046,4.795
Africa,Guinea,63,100.891,4.776
Asia,Georgia,19,28.993,4.766
Asia,Singapore,27,750.083,4.608
Africa,Ivory Coast,119,126.871,4.490
Africa,Togo,37,69.950,4.453
Africa,South Sudan,49,536.568,4.373
Africa,Botswana,10,18.161,4.236
Asia,Malaysia,128,171.874,3.948
Africa,Angola,130,32.989,3.920
Africa,Benin,40,224.195,3.283
Asia,China,4634,5433.954,3.211
Africa,DRC,262,216.711,2.913
Africa,Niger,69,2855.419,2.812
Africa,Burkina Faso,56,65.106,2.656
Australia/Oceania,Fiji,2,49.289,2.250
Asia,Jordan,20,20.471,1.957
Africa,Rwanda,22,80.815,1.690
Africa,Uganda,48,15.103,1.040
Africa,Mozambique,31,30.299,0.988
Asia,Thailand,58,618.271,0.823
Asia,Sri Lanka,12,281.051,0.559
Australia/Oceania,Papua New Guinea,5,65.877,0.552
Asia,Vietnam,35,392.823,0.364
Asia,Taiwan,7,341.369,0.296
Asia,Myanmar,14,6.297,0.254
