2020/11/05 21:31:16 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,27.096,1236.886
Europe,Belgium,12331,20.223,1062.354
South America,Peru,34671,259.979,1046.533
Europe,Andorra,75,48.744,970.139
Europe,Spain,38486,49.730,823.033
South America,Brazil,161736,195.639,759.038
South America,Chile,14404,260.520,751.259
South America,Bolivia,8758,927.787,746.756
North America,USA,240667,65.021,725.615
North America,Mexico,93228,122.086,720.429
South America,Ecuador,12730,118.793,717.782
South America,Argentina,32520,75.155,717.263
Europe,UK,47742,37.401,701.974
Europe,Italy,40192,16.672,665.092
North America,Panama,2744,135.720,632.542
South America,Colombia,32013,78.827,626.864
Europe,France,39037,21.872,597.585
Europe,Sweden,6002,30.906,593.028
Europe,Montenegro,328,25.085,522.214
Europe,North Macedonia,1084,23.389,520.303
North America,Sint Maarten,22,62.485,511.108
Asia,Armenia,1476,30.760,497.787
Europe,Moldova,1866,69.936,462.947
Europe,Netherlands,7769,28.962,453.063
Asia,Iran,36985,52.330,438.386
Europe,Bosnia and Herzegovina,1402,23.165,428.260
Europe,Czechia,4301,20.468,401.365
Europe,Romania,7540,25.617,392.851
Europe,Ireland,1933,80.439,389.974
North America,Bahamas,150,97.829,380.187
North America,Aruba,39,238.269,364.749
North America,Guadeloupe,133,126.235,332.374
Africa,South Africa,19677,277.385,330.344
North America,Saint Martin,12,74.669,308.563
Europe,Switzerland,2628,14.539,302.882
Asia,Israel,2639,322.327,286.920
North America,Costa Rica,1444,79.190,282.570
Europe,Isle of Man,24,344.003,281.748
Europe,Luxembourg,177,18.887,281.198
Asia,Iraq,11175,106.440,275.739
Europe,Channel Islands,48,61.181,275.218
North America,Canada,10381,50.088,274.220
North America,Honduras,2730,120.093,274.146
Europe,Portugal,2740,24.740,268.990
Asia,Oman,1286,205.577,249.688
South America,French Guiana,70,272.368,232.333
Europe,Slovenia,471,16.649,226.549
Europe,Hungary,2147,14.631,222.445
Europe,Bulgaria,1466,13.815,211.533
North America,Guatemala,3766,171.799,208.889
North America,Dominican Republic,2260,212.288,207.625
South America,Paraguay,1454,77.345,203.000
Europe,Russia,29509,60.903,202.170
Asia,Bahrain,328,225.275,190.553
South America,Suriname,112,902.129,190.336
Europe,Albania,543,43.349,188.751
Asia,Kuwait,799,124.068,186.151
Europe,Ukraine,7924,32.295,181.576
Europe,Poland,6842,12.775,180.859
Asia,Kyrgyzstan,1167,82.276,177.880
Africa,Cabo Verde,97,78.852,173.813
Europe,Croatia,683,15.883,166.729
South America,Guyana,130,81.471,164.995
Africa,Mayotte,45,117.540,163.612
North America,Belize,64,26.922,159.959
All,World,1237541,61.538,158.765
All,Total:,1237541,61.538,158.765
Europe,Malta,70,34.063,158.390
Asia,Saudi Arabia,5489,581.328,156.837
North America,Turks and Caicos,6,1707.914,154.255
North America,El Salvador,997,123.784,153.440
North America,Bermuda,9,74.807,144.696
Europe,Austria,1268,14.107,140.507
