2020/08/21 05:19:27 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,680.737,1237.449
Europe,Belgium,9976,83.409,860.262
South America,Peru,27034,37.686,818.373
Europe,Andorra,53,113.103,685.791
Europe,Spain,28813,77.833,616.206
Europe,UK,41403,181.920,609.457
Europe,Italy,35418,317.602,585.925
Europe,Sweden,5805,210.206,574.276
South America,Chile,10671,158.481,557.557
North America,USA,177424,81.883,535.581
South America,Brazil,112423,59.277,528.390
Europe,France,30480,52.065,466.854
North America,Mexico,59106,66.880,457.800
North America,Panama,1844,72.767,426.459
North America,Sint Maarten,17,13.744,395.864
South America,Bolivia,4305,44.340,368.136
Europe,Netherlands,6191,79.535,361.159
Europe,Ireland,1776,177.328,359.102
South America,Ecuador,6200,68.994,350.699
South America,Colombia,16183,28.696,317.568
Asia,Armenia,836,155.997,282.058
Europe,Channel Islands,48,294.997,275.706
Europe,North Macedonia,554,74.032,265.915
Asia,Iran,20264,102.928,240.829
North America,Canada,9054,225.317,239.592
Europe,Switzerland,1998,114.227,230.641
Asia,Kyrgyzstan,1498,124.361,229.104
Europe,Moldova,921,51.908,228.397
Africa,South Africa,12618,105.069,212.382
Europe,Luxembourg,124,135.310,197.666
South America,French Guiana,54,153.522,180.189
Europe,Portugal,1788,182.344,175.412
Europe,Romania,3154,41.180,164.089
North America,Honduras,1619,59.117,163.098
Europe,Bosnia and Herzegovina,515,42.311,157.110
Asia,Iraq,6208,30.309,153.882
North America,Bermuda,9,112.619,144.596
South America,Argentina,6517,32.257,144.015
Africa,Mayotte,39,371.530,142.510
North America,Guatemala,2506,53.714,139.537
North America,Dominican Republic,1505,71.045,138.546
North America,Saint Martin,5,17.708,129.008
Europe,Montenegro,81,52.696,128.960
Asia,Kuwait,509,86.825,118.948
Asia,Oman,609,325.880,118.864
Europe,Germany,9324,122.039,111.227
Europe,Russia,16099,130.642,110.305
Europe,Denmark,621,90.075,107.174
Asia,Bahrain,179,88.498,104.744
All,Total:,797117,59.683,102.264
All,World,797117,59.683,102.260
Europe,Monaco,4,118.858,101.840
Asia,Saudi Arabia,3548,153.568,101.699
North America,El Salvador,640,56.532,98.601
South America,Suriname,55,24.489,93.644
Asia,Israel,795,46.960,86.437
Europe,Albania,238,36.331,82.719
Europe,Austria,729,62.071,80.864
Europe,Serbia,689,118.594,78.892
Europe,Bulgaria,532,65.454,76.660
Asia,Kazakhstan,1415,184.653,75.243
Asia,Turkey,6058,136.551,71.714
Africa,Eswatini,81,36.545,69.727
Asia,Qatar,193,287.800,68.737
Africa,Sao Tome and Principe,15,859.292,68.277
Africa,Cabo Verde,37,52.932,66.453
Europe,Belarus,627,451.920,66.357
North America,Costa Rica,333,27.989,65.293
Europe,Hungary,609,102.634,63.121
Europe,Slovenia,129,57.857,62.058
Europe,Finland,334,236.871,60.267
Africa,Djibouti,59,1627.248,59.604
Africa,Equatorial Guinea,83,331.880,58.925
North America,Bahamas,23,12.410,58.414
North America,Aruba,6,11.048,56.163
North America,Turks and Caicos,2,14.868,51.563
Europe,Poland,1925,56.444,50.866
Africa,Egypt,5212,510.949,50.817
Asia,Azerbaijan,510,197.388,50.238
Europe,Ukraine,2184,36.086,49.980
Europe,Norway,264,140.555,48.647
Europe,Estonia,63,201.441,47.498
Asia,Maldives,24,32.797,44.296
Europe,Croatia,168,25.300,40.963
Asia,India,54975,29.104,39.786
Europe,Czechia,406,59.652,37.909
North America,Guadeloupe,15,14.746,37.500
Asia,UAE,369,135.594,37.247
South America,Guyana,29,16.548,36.850
Asia,Afghanistan,1385,422.751,35.488
Africa,Mauritania,158,167.956,33.870
Africa,Gambia,81,11.186,33.399
Africa,Algeria,1411,61.148,32.105
North America,Antigua and Barbuda,3,225.611,30.606
Europe,Lithuania,82,59.490,30.199
Europe,Iceland,10,152.220,29.279
Asia,Pakistan,6219,285.478,28.089
Asia,Philippines,2883,25.822,26.268
Africa,Libya,173,12.632,25.129
North America,Barbados,7,60.618,24.365
South America,Paraguay,170,12.510,23.795
Africa,Gabon,53,164.356,23.738
Asia,Palestine,120,32.455,23.454
Asia,Indonesia,6418,47.152,23.412
Asia,Bangladesh,3822,71.691,23.174
Europe,Greece,235,22.274,22.570
Africa,Morocco,775,21.304,20.970
Europe,Malta,9,25.143,20.378
North America,Nicaragua,133,104.275,20.053
Australia/Oceania,Australia,472,55.334,18.488
Africa,Sudan,812,128.283,18.457
Asia,Yemen,541,174.755,17.948
Europe,Latvia,33,319.500,17.532
North America,Haiti,196,177.200,17.156
Africa,Guinea-Bissau,33,168.497,16.723
Asia,Lebanon,113,13.828,16.570
Asia,Cyprus,20,72.753,16.545
Africa,Liberia,82,192.251,16.157
Africa,Namibia,41,14.864,16.101
Africa,Senegal,261,71.950,15.545
Africa,Cameroon,408,198.079,15.331
Africa,Zambia,274,26.948,14.847
Africa,Lesotho,30,40.674,13.976
Africa,Congo,77,175.471,13.900
Africa,CAR,61,838.411,12.607
North America,Belize,5,6.787,12.545
South America,Uruguay,41,72.879,11.788
South America,Venezuela,311,18.968,10.944
Africa,Zimbabwe,151,34.437,10.146
Asia,Hong Kong,73,74.067,9.733
Africa,Kenya,516,54.312,9.568
Asia,Japan,1144,36.118,9.054
Africa,Sierra Leone,69,327.004,8.621
Africa,Malawi,165,66.811,8.590
North America,Trinidad and Tobago,12,7.569,8.574
Africa,Ghana,261,134.301,8.374
Africa,Comoros,7,109.962,8.024
