2020/10/21 19:28:43 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Africa,Cameroon,425,282.740,15.901
Asia,Uzbekistan,534,141.948,15.884
Africa,Kenya,858,59.682,15.861
Africa,Zimbabwe,233,260.636,15.596
South America,Uruguay,52,42.027,14.948
Asia,Syria,254,68.544,14.416
Asia,Hong Kong,105,373.601,13.967
Asia,Japan,1679,117.717,13.281
Africa,CAR,62,5890.364,12.775
Africa,Ethiopia,1384,91.859,11.954
North America,Cuba,127,90.338,11.208
Africa,Ghana,312,684.981,9.979
Africa,Malawi,183,810.495,9.487
Africa,Sierra Leone,73,402.540,9.090
Africa,Botswana,21,10.382,8.877
Asia,S. Korea,450,228.141,8.779
Africa,Madagascar,238,1454.048,8.523
Asia,Tajikistan,80,183.464,8.329
Africa,Comoros,7,303.245,8.000
Africa,Mauritius,10,166.979,7.852
Africa,Angola,251,26.026,7.578
Asia,Brunei ,3,710.820,6.837
Africa,Mali,132,216.417,6.469
Africa,Somalia,101,723.510,6.309
Asia,Malaysia,199,18.028,6.129
Africa,Togo,51,74.886,6.108
Africa,Chad,96,88.382,5.812
Africa,Nigeria,1125,304.266,5.421
Africa,Guinea,70,134.491,5.287
Australia/Oceania,New Zealand,25,241.700,4.995
Africa,South Sudan,55,190.971,4.887
Asia,Singapore,28,6386.043,4.775
Africa,Ivory Coast,121,787.171,4.556
Africa,Benin,41,670.386,3.351
Africa,DRC,303,274.333,3.341
Asia,China,4634,3996.533,3.244
Africa,Burkina Faso,65,113.141,3.080
Africa,Niger,69,650.978,2.847
Africa,Rwanda,34,335.323,2.605
Africa,Mozambique,79,56.089,2.510
Australia/Oceania,Fiji,2,157.679,2.242
Africa,Uganda,98,58.938,2.124
Asia,Thailand,59,313.290,0.843
Australia/Oceania,Papua New Guinea,7,937.248,0.783
Asia,Sri Lanka,13,33.452,0.607
Asia,Vietnam,35,249.872,0.367
Asia,Taiwan,7,186.099,0.296
