2020/03/29 18:40:58 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3300,1023.921,2.310
S.Korea,152,65.324,2.966
SanMarino,22,19.655,648.411
Bahrain,4,11.908,2.349
TrinidadandTobago,3,11.588,2.132
Italy,10779,9.667,178.309
Venezuela,2,9.144,0.067
Denmark,72,8.977,12.416
Japan,54,8.964,0.434
Slovenia,11,8.555,5.289
Taiwan,2,8.554,0.087
Lebanon,10,8.530,1.461
Iran,2640,8.494,31.424
Bangladesh,5,8.433,0.031
Iceland,2,8.288,5.861
Guadeloupe,2,8.092,5.000
Greece,38,7.869,3.649
Singapore,3,7.853,0.512
Bulgaria,8,7.750,1.156
Norway,25,7.707,4.609
Malaysia,35,7.614,1.077
Sweden,110,7.461,10.881
Egypt,36,7.215,0.375
Finland,11,7.099,1.987
Switzerland,300,7.082,34.655
HongKong,4,6.891,0.537
Estonia,3,6.613,2.262
DRC,6,6.275,0.065
Armenia,3,6.206,1.012
CostaRica,2,6.149,0.393
NorthMacedonia,6,5.976,2.873
Cyprus,5,5.975,4.136
Cameroon,2,5.903,0.066
Jordan,2,5.788,0.193
Thailand,7,5.774,0.101
Peru,18,5.687,0.549
Iraq,42,5.685,1.075
Albania,10,5.590,3.491
Ecuador,57,5.554,3.227
Pakistan,14,5.460,0.062
Luxembourg,21,5.431,33.546
Germany,482,5.426,5.753
Czechia,16,5.417,1.493
Indonesia,114,5.295,0.444
France,2606,5.277,39.894
SaudiArabia,8,5.201,0.228
Algeria,31,5.200,0.728
Netherlands,771,5.110,44.986
India,27,5.107,0.018
Colombia,6,5.014,0.118
Austria,86,5.002,9.547
Spain,6606,4.788,141.260
Moldova,2,4.716,0.494
Croatia,6,4.701,1.464
Ireland,46,4.577,9.323
Australia,16,4.497,0.627
Andorra,6,4.477,77.659
BurkinaFaso,12,4.471,0.595
Poland,22,4.458,0.579
Afghanistan,4,4.417,0.100
Hungary,13,4.271,1.338
ChannelIslands,2,4.258,11.500
Belgium,431,4.187,37.189
Azerbaijan,4,4.154,0.402
Argentina,19,4.053,0.408
Serbia,13,4.026,1.491
Uzbekistan,2,4.015,0.056
Brazil,118,4.001,0.552
Mexico,16,3.985,0.132
Chile,7,3.980,0.367
UK,1228,3.932,18.116
BosniaandHerzegovina,6,3.931,1.820
Lithuania,7,3.816,2.572
Panama,17,3.726,3.943
Tunisia,8,3.703,0.691
Portugal,119,3.689,11.676
UAE,3,3.689,0.305
Philippines,71,3.685,0.651
Israel,15,3.522,1.734
Cuba,3,3.518,0.259
Romania,42,3.460,2.172
Russia,8,3.392,0.057
USA,2385,3.386,7.210
Morocco,26,3.355,0.730
DominicanRepublic,39,3.352,3.587
Canada,63,3.286,1.665
Turkey,131,2.415,1.549
Ukraine,9,2.220,0.215
