2020/09/02 00:45:44 UTC
Continent,Country,Total deaths,Td,Deaths/Mil.
Europe,San Marino,42,691.411,1237.385
South America,Peru,29068,61.635,879.566
Europe,Belgium,9895,145.846,853.141
Europe,Andorra,53,43.858,685.777
Europe,Spain,29152,45.389,623.492
Europe,UK,41504,172.157,610.802
South America,Chile,11321,162.413,591.363
Europe,Italy,35491,142.981,587.162
South America,Brazil,122681,66.382,576.473
North America,USA,188874,98.373,570.048
North America,Mexico,64414,91.579,498.715
Europe,France,30661,34.181,469.552
North America,Panama,2018,85.332,466.471
South America,Bolivia,5027,98.597,429.674
North America,Sint Maarten,17,37.342,395.750
South America,Colombia,20052,46.417,393.381
South America,Ecuador,6571,102.618,371.523
Europe,Netherlands,6230,93.794,363.487
Europe,Ireland,1777,168.473,359.196
Asia,Armenia,881,260.079,297.221
Europe,North Macedonia,604,104.470,289.903
Europe,Channel Islands,48,303.245,275.657
Asia,Iran,21672,132.708,257.492
Europe,Moldova,1008,60.887,249.968
North America,Canada,9132,179.268,241.591
Africa,South Africa,14263,197.560,239.987
Europe,Switzerland,2011,94.077,232.062
South America,French Guiana,60,175.225,200.044
South America,Argentina,8919,27.792,197.025
Europe,Romania,3681,49.937,191.585
Europe,Bosnia and Herzegovina,620,48.989,189.181
North America,Honduras,1873,55.168,188.608
Europe,Portugal,1824,118.792,178.977
Asia,Iraq,7123,41.345,176.448
Europe,Montenegro,102,47.972,162.408
Asia,Kyrgyzstan,1059,353.044,161.869
North America,Dominican Republic,1738,164.413,159.950
North America,Guatemala,2778,66.866,154.603
Africa,Mayotte,40,247.825,146.041
North America,Bermuda,9,206.202,144.628
Asia,Oman,689,324.312,134.371
North America,Saint Martin,5,66.443,128.944
North America,Bahamas,50,20.582,126.933
Asia,Kuwait,534,95.797,124.733
South America,Suriname,72,48.275,122.553
Europe,Russia,17299,163.832,118.527
Asia,Saudi Arabia,3929,220.181,112.558
Europe,Germany,9381,139.453,111.923
North America,El Salvador,724,181.798,111.516
Asia,Bahrain,190,105.187,111.054
All,Total:,860270,67.088,110.364
All,World,860270,67.088,110.351
Europe,Denmark,625,134.798,107.849
Asia,Israel,957,48.900,104.049
North America,Turks and Caicos,4,29.518,103.079
Europe,Albania,290,52.565,100.803
North America,Aruba,10,21.003,93.593
Europe,Bulgaria,642,89.847,92.511
North America,Costa Rica,443,27.256,86.827
Asia,Kazakhstan,1588,642.106,84.401
Europe,Serbia,715,228.308,81.897
Europe,Austria,734,80.906,81.414
Africa,Eswatini,94,74.547,80.871
Asia,Turkey,6417,122.981,75.954
Europe,Belarus,686,280.289,72.602
Africa,Cabo Verde,40,45.448,71.809
Asia,Qatar,198,383.506,70.518
Africa,Sao Tome and Principe,15,1084.427,68.237
Europe,Slovenia,133,67.779,63.953
Europe,Hungary,616,28.836,63.795
Europe,Finland,336,242.940,60.622
Africa,Djibouti,60,6532.045,60.579
Europe,Ukraine,2605,42.790,59.620
Africa,Equatorial Guinea,83,615.272,58.861
Europe,Poland,2058,77.539,54.388
Asia,Maldives,29,38.141,53.492
Africa,Egypt,5440,319.031,53.020
Asia,Azerbaijan,536,171.731,52.782
South America,Guyana,41,18.753,52.079
Europe,Norway,264,124.048,48.642
Europe,Estonia,64,135.900,48.234
Asia,India,66460,32.186,48.088
North America,Martinique,18,10.189,47.976
Europe,Croatia,187,24.313,45.610
South America,Paraguay,326,22.442,45.609
North America,Guadeloupe,16,15.885,39.981
Europe,Czechia,425,44.968,39.679
Africa,Gambia,96,40.373,39.554
