2020/04/07 18:52:50 UTC
Country,Total deaths,Td,Deaths/Mil.
China,3331,1784.082,2.323
S.Korea,192,89.527,3.754
Taiwan,5,31.296,0.213
Martinique,4,29.362,10.649
Lebanon,19,28.787,2.774
SanMarino,32,26.095,943.134
TrinidadandTobago,8,24.563,5.736
Guadeloupe,7,24.471,17.475
Venezuela,7,24.179,0.255
Austria,243,22.029,26.985
Norway,89,20.064,16.419
Italy,17127,19.554,283.332
Jordan,6,19.152,0.595
SouthAfrica,13,18.900,0.216
SriLanka,6,18.842,0.292
Uruguay,6,18.665,1.720
Australia,48,18.617,1.881
HongKong,4,17.922,0.534
Slovenia,36,17.455,17.303
Switzerland,821,16.573,94.854
CostaRica,2,16.337,0.394
Senegal,2,15.999,0.118
Luxembourg,44,15.644,70.296
Thailand,27,15.497,0.383
Latvia,2,15.171,1.062
Greece,81,14.600,7.782
BurkinaFaso,18,14.587,0.841
Andorra,21,14.535,271.800
Iceland,6,14.502,17.584
Iran,3872,14.324,46.089
Bahrain,5,13.557,2.941
Malaysia,63,13.493,1.939
Bermuda,2,13.195,32.103
Bulgaria,23,13.153,3.308
Spain,13897,12.710,297.204
Croatia,18,12.405,4.381
Germany,1983,11.988,23.676
Czechia,88,11.625,8.223
Estonia,21,11.199,15.828
Netherlands,2101,10.997,122.648
Albania,22,10.664,7.640
Singapore,6,10.332,1.025
Slovakia,2,10.316,0.365
Armenia,8,10.277,2.701
Iraq,65,10.100,1.622
Finland,34,9.960,6.143
Lithuania,15,9.823,5.506
Jamaica,3,9.822,1.017
DRC,18,9.774,0.224
Total:,81097,9.625,10.404
Hungary,47,9.567,4.890
Portugal,345,9.443,33.829
Ecuador,191,9.431,10.807
Argentina,56,9.296,1.238
Tunisia,23,8.937,1.957
Israel,65,8.889,7.506
Sweden,591,8.809,58.539
Belgium,2035,8.785,175.589
Colombia,46,8.734,0.903
Mayotte,2,8.718,7.329
Nigeria,5,8.557,0.021
DominicanRepublic,98,8.551,9.018
Ireland,210,8.542,42.522
Paraguay,5,8.504,0.696
Denmark,203,8.472,35.028
Georgia,3,8.400,0.750
Ghana,5,8.393,0.157
SaudiArabia,41,8.348,1.174
Indonesia,221,8.319,0.807
Philippines,177,8.207,1.599
Bolivia,14,8.154,1.227
BosniaandHerzegovina,33,8.110,10.064
NorthMacedonia,26,8.097,12.501
Barbados,3,7.867,10.429
Egypt,85,7.805,0.836
Chile,43,7.761,2.253
Mauritius,7,7.724,5.511
Cyprus,9,7.651,7.451
Syria,2,7.559,0.105
Togo,3,7.487,0.369
IvoryCoast,3,7.423,0.111
Oman,2,7.366,0.394
Panama,55,7.246,12.755
Morocco,90,7.173,2.432
Romania,197,7.170,10.258
Japan,92,7.000,0.730
Mali,5,7.000,0.268
Ethiopia,2,7.000,0.019
Sudan,2,7.000,0.043
Guatemala,3,6.870,0.156
Kazakhstan,6,6.843,0.319
Algeria,193,6.758,4.339
Pakistan,56,6.675,0.251
France,10328,6.572,158.231
USA,12275,6.559,37.087
Canada,375,6.550,9.943
Poland,129,6.549,3.406
Cuba,11,6.421,0.972
Kyrgyzstan,4,6.414,0.614
SaintMartin,2,6.404,51.750
Honduras,22,6.289,2.236
UK,6159,6.166,90.754
Brazil,586,6.134,2.742
Montenegro,2,6.115,3.187
Mexico,125,6.052,0.974
Ukraine,45,5.929,1.016
Angola,2,5.869,0.062
Bahamas,5,5.659,12.727
Congo,5,5.627,0.889
ChannelIslands,7,5.607,40.266
Azerbaijan,8,5.526,0.792
Afghanistan,14,5.462,0.364
ElSalvador,4,5.446,0.615
Turkey,725,5.248,8.587
Guyana,5,5.112,6.290
Qatar,6,5.010,2.083
Serbia,61,4.851,6.980
Peru,92,4.756,2.803
Kenya,6,4.535,0.105
Uzbekistan,2,4.513,0.060
Moldova,22,4.428,5.458
Russia,58,4.163,0.395
Bangladesh,17,4.154,0.104
Cameroon,9,3.956,0.342
UAE,12,3.827,1.216
India,150,3.633,0.113
MSZaandam,2,3.226,0.667
Liberia,3,3.150,0.643
Belarus,13,2.798,1.374
SintMaarten,6,2.558,139.950
Niger,10,2.168,0.395
