2020/05/11 20:34:34 UTC
Country,Total deaths,Td,Deaths/Mil.
China,4633,10871.105,3.241
Iceland,10,4366.827,29.306
Montenegro,9,1569.631,14.333
ChannelIslands,41,1322.177,235.788
Taiwan,7,1065.019,0.286
Andorra,48,730.228,621.266
HongKong,4,723.990,0.534
NewZealand,21,723.920,4.349
Thailand,56,520.030,0.799
S.Korea,256,487.670,4.998
Aruba,3,487.625,28.099
Monaco,4,463.365,101.917
Switzerland,1845,403.161,213.175
Guadeloupe,13,371.175,32.500
Tunisia,45,355.232,3.794
Slovenia,102,334.900,49.044
IsleofMan,23,317.802,270.494
Luxembourg,101,311.979,161.345
Libya,3,308.098,0.422
Israel,258,305.597,29.808
Austria,620,292.816,68.824
Australia,97,271.647,3.797
Estonia,61,219.865,45.969
Barbados,7,201.350,24.333
Bermuda,7,188.410,112.415
SaintMartin,3,186.793,77.615
Norway,224,178.334,41.314
Cyprus,16,159.476,13.248
Slovakia,26,158.230,4.765
Martinique,14,148.782,37.283
Greece,151,138.269,14.513
Palestine,2,137.522,0.395
Germany,7611,133.646,90.822
Italy,30739,132.976,508.462
Czechia,281,114.652,26.250
Croatia,91,109.715,22.170
Japan,624,107.070,4.944
Lithuania,50,106.726,18.350
France,26643,105.690,408.153
Malta,5,103.667,11.322
Netherlands,5456,100.433,318.398
Latvia,18,89.352,9.552
Malaysia,109,85.044,3.371
Zimbabwe,4,84.887,0.222
Tanzania,21,82.712,0.371
Ireland,1467,79.906,297.078
Belgium,8707,79.050,751.308
Serbia,218,77.313,24.958
Jamaica,9,76.120,3.048
Nicaragua,5,75.180,0.625
Syria,3,73.562,0.191
Cuba,77,72.775,6.780
Georgia,11,66.335,2.759
Uruguay,19,66.152,5.482
SanMarino,41,63.784,1208.325
CostaRica,7,63.416,1.372
Spain,26744,63.113,571.996
Hungary,421,61.534,43.587
Djibouti,3,59.998,3.037
Portugal,1144,59.861,112.214
Albania,31,58.859,10.772
Denmark,533,58.050,92.019
Niger,46,57.896,1.905
Turkey,3841,53.529,45.535
NorthMacedonia,91,52.837,43.695
Iran,6685,47.374,79.582
Bahamas,11,47.131,27.978
BosniaandHerzegovina,113,45.848,34.465
BurkinaFaso,49,43.654,2.349
Myanmar,6,43.495,0.100
Finland,271,41.720,48.910
Guyana,10,39.575,12.692
Uzbekistan,10,38.136,0.298
USA,81455,37.484,246.057
SriLanka,9,34.904,0.417
Canada,4992,34.648,132.250
Romania,982,33.949,51.028
Venezuela,10,32.755,0.362
Lebanon,26,32.538,3.814
Congo,10,32.499,1.825
World,286267,32.118,36.736
Total:,286267,32.118,36.722
Poland,811,31.656,21.410
Philippines,726,31.108,6.614
UK,32065,30.836,472.364
Sweden,3256,30.278,322.426
Panama,244,30.275,56.552
Moldova,175,29.953,43.373
IvoryCoast,21,28.282,0.791
Iraq,110,26.468,2.732
Bulgaria,93,26.065,13.366
Jordan,9,25.609,0.881
Kyrgyzstan,12,23.996,1.843
Cameroon,114,23.836,4.288
Mali,39,23.663,1.917
Indonesia,991,23.335,3.612
Argentina,305,23.014,6.773
Morocco,188,22.303,5.088
Guinea,11,21.364,0.836
Algeria,507,20.474,11.533
Singapore,21,20.393,3.590
Ukraine,408,20.367,9.334
Liberia,20,20.228,3.981
UAE,201,19.556,20.326
Angola,2,19.307,0.044
Kazakhstan,32,19.290,1.702
DominicanRepublic,393,18.978,36.218
Azerbaijan,32,18.230,3.152
Armenia,46,16.049,15.528
Oman,17,15.973,3.331
Belarus,135,15.524,14.287
Colombia,463,14.813,9.082
Malawi,3,14.726,0.158
EquatorialGuinea,4,14.618,2.852
CaboVerde,2,14.248,3.593
Mexico,3465,14.233,26.911
Kenya,33,13.604,0.613
Egypt,533,13.552,5.195
SaudiArabia,255,13.532,7.324
Togo,11,13.395,1.337
Somalia,52,13.294,3.295
Peru,1961,12.991,59.467
Chile,323,12.907,16.900
Qatar,14,12.844,4.859
SouthAfrica,206,12.477,3.481
Pakistan,667,12.429,3.018
Bahrain,8,12.333,4.701
Senegal,19,12.294,1.138
Mayotte,11,12.142,40.323
Guatemala,26,12.037,1.458
DRC,41,11.938,0.440
Eswatini,2,11.800,1.726
Brazil,11207,11.769,52.707
Bolivia,118,11.579,10.110
Russia,2009,11.521,13.769
India,2294,11.517,1.653
Bangladesh,239,11.121,1.447
Nigeria,143,10.757,0.683
Maldives,3,10.416,5.551
Afghanistan,122,10.063,3.124
ElSalvador,18,8.888,2.781
Ghana,22,8.865,0.707
Guinea-Bissau,3,8.601,1.525
Kuwait,65,8.588,15.218
Ethiopia,5,8.368,0.040
Gabon,8,8.246,3.595
Haiti,15,8.102,1.319
Paraguay,10,8.041,1.409
Honduras,108,7.757,10.899
SierraLeone,19,7.566,2.361
Zambia,7,7.271,0.393
Sudan,70,6.934,1.590
Chad,31,4.793,1.925
Tajikistan,21,4.596,2.192
Benin,2,4.041,0.163
Yemen,9,3.150,0.321
SaoTomeandPrincipe,5,2.203,22.812
