20200908 05:57:40 JST
都道府県,2020/09/01,2020/09/08,Td,K,R0
岩手県,19.0,23.0,25.396,0.174,1.211
宮城県,203.0,239.0,29.720,0.151,1.177
三重県,365.0,424.0,32.382,0.139,1.162
長野県,249.0,287.0,34.162,0.132,1.153
福井県,211.0,243.0,34.362,0.132,1.152
徳島県,128.0,145.0,38.909,0.117,1.133
石川県,624.0,704.0,40.223,0.114,1.128
福島県,158.0,178.0,40.709,0.112,1.127
山口県,164.0,184.0,42.166,0.109,1.122
神奈川県,4912.0,5431.0,48.307,0.096,1.106
群馬県,437.0,482.0,49.505,0.093,1.103
香川県,77.0,84.0,55.763,0.083,1.091
大分県,145.0,157.0,61.023,0.076,1.083
京都府,1401.0,1512.0,63.636,0.073,1.079
茨城県,544.0,583.0,70.078,0.067,1.072
福岡県,4488.0,4782.0,76.468,0.061,1.066
大阪府,8491.0,9043.0,77.036,0.061,1.065
熊本県,511.0,543.0,79.882,0.059,1.063
全国,66928.0,70876.0,84.656,0.056,1.059
千葉県,3033.0,3211.0,85.078,0.055,1.059
高知県,125.0,132.0,89.047,0.053,1.056
埼玉県,3904.0,4122.0,89.295,0.053,1.056
東京都,20717.0,21772.0,97.685,0.048,1.051
沖縄県,2117.0,2220.0,102.133,0.046,1.049
愛知県,4457.0,4671.0,103.461,0.046,1.048
奈良県,515.0,538.0,111.052,0.043,1.045
富山県,385.0,402.0,112.293,0.042,1.044
滋賀県,444.0,462.0,122.093,0.039,1.041
兵庫県,2255.0,2339.0,132.665,0.036,1.037
北海道,1769.0,1824.0,158.473,0.030,1.031
新潟県,142.0,146.0,174.662,0.027,1.028
鹿児島県,361.0,371.0,177.573,0.027,1.028
栃木県,303.0,310.0,212.440,0.023,1.023
秋田県,49.0,50.0,240.167,0.020,1.020
静岡県,478.0,487.0,260.115,0.018,1.019
長崎県,230.0,234.0,281.411,0.017,1.017
岐阜県,555.0,564.0,301.628,0.016,1.016
和歌山県,230.0,233.0,374.410,0.013,1.013
佐賀県,237.0,240.0,385.731,0.012,1.013
宮崎県,335.0,339.0,408.779,0.012,1.012
山梨県,172.0,174.0,419.696,0.011,1.012
岡山県,145.0,146.0,705.968,0.007,1.007
広島県,457.0,459.0,1111.113,0.004,1.004
青森県,35.0,35.0,5000,0.000,1
山形県,78.0,78.0,5000,0.000,1
鳥取県,22.0,22.0,5000,0.000,1
島根県,137.0,137.0,5000,0.000,1
愛媛県,114.0,114.0,5000,0.000,1
