20200721 10:34:36 JST
都道府県,2020/07/14,2020/07/21,Td,K,R0
長崎県,19.0,40.0,6.518,0.525,2.105
香川県,29.0,44.0,11.639,0.341,1.517
岡山県,28.0,41.0,12.723,0.317,1.464
栃木県,93.0,124.0,16.866,0.250,1.333
奈良県,119.0,154.0,18.819,0.227,1.294
宮城県,104.0,132.0,20.352,0.212,1.269
埼玉県,1462.0,1754.0,26.646,0.166,1.200
東京都,7927.0,9411.0,28.274,0.158,1.187
三重県,48.0,56.0,31.476,0.143,1.167
京都府,420.0,490.0,31.476,0.143,1.167
広島県,178.0,207.0,32.146,0.140,1.163
千葉県,1119.0,1300.0,32.362,0.139,1.162
愛知県,528.0,613.0,32.505,0.139,1.161
全国,21310.0,24477.0,35.018,0.129,1.149
神奈川県,1743.0,1998.0,35.536,0.128,1.146
大阪府,1967.0,2245.0,36.703,0.124,1.141
鹿児島県,145.0,165.0,37.551,0.121,1.138
山口県,37.0,42.0,38.280,0.119,1.135
茨城県,199.0,225.0,39.513,0.116,1.131
和歌山県,80.0,89.0,45.512,0.101,1.113
兵庫県,731.0,813.0,45.637,0.101,1.112
宮崎県,18.0,20.0,46.052,0.100,1.111
静岡県,94.0,104.0,47.994,0.096,1.106
岐阜県,162.0,177.0,54.792,0.085,1.093
福岡県,917.0,996.0,58.713,0.079,1.086
群馬県,155.0,167.0,65.068,0.072,1.077
長野県,78.0,84.0,65.472,0.071,1.077
山形県,71.0,75.0,88.527,0.053,1.056
島根県,24.0,25.0,118.858,0.040,1.042
北海道,1290.0,1339.0,130.148,0.037,1.038
滋賀県,106.0,110.0,130.990,0.036,1.038
青森県,29.0,30.0,143.121,0.033,1.034
高知県,74.0,76.0,181.940,0.026,1.027
福井県,123.0,126.0,201.350,0.024,1.024
新潟県,87.0,89.0,213.480,0.022,1.023
熊本県,49.0,50.0,240.167,0.020,1.020
沖縄県,148.0,151.0,241.785,0.020,1.020
山梨県,76.0,77.0,371.175,0.013,1.013
福島県,83.0,84.0,405.140,0.012,1.012
石川県,300.0,303.0,487.625,0.010,1.010
富山県,230.0,231.0,1118.391,0.004,1.004
岩手県,0.0,0.0,5000,0,1
秋田県,16.0,16.0,5000,0.000,1
鳥取県,5.0,5.0,5000,0.000,1
徳島県,10.0,10.0,5000,0.000,1
愛媛県,82.0,82.0,5000,0.000,1
佐賀県,47.0,47.0,5000,0.000,1
大分県,60.0,60.0,5000,0.000,1
