20200426 13:34:49 JST
都道府県,2020/04/19,2020/04/26,Td
鳥取県,1.0,3.0,4.417
富山県,69.0,163.0,5.644
佐賀県,16.0,32.0,7.000
徳島県,3.0,5.0,9.498
鹿児島県,6.0,10.0,9.498
北海道,370.0,562.0,11.608
長野県,47.0,67.0,13.685
三重県,32.0,45.0,14.232
石川県,160.0,222.0,14.815
滋賀県,68.0,93.0,15.497
奈良県,56.0,76.0,15.888
大阪府,1076.0,1448.0,16.340
東京都,2807.0,3747.0,16.798
埼玉県,575.0,767.0,16.840
和歌山県,39.0,52.0,16.866
沖縄県,101.0,133.0,17.629
全国,9654.0,12590.0,18.273
神奈川県,710.0,912.0,19.379
福島県,52.0,66.0,20.352
愛知県,374.0,474.0,20.477
千葉県,609.0,768.0,20.916
兵庫県,480.0,605.0,20.964
熊本県,35.0,43.0,23.570
群馬県,114.0,140.0,23.617
福岡県,476.0,584.0,23.728
新潟県,53.0,65.0,23.773
京都府,235.0,286.0,24.704
栃木県,44.0,53.0,26.072
茨城県,131.0,157.0,26.800
香川県,24.0,28.0,31.476
静岡県,51.0,59.0,33.299
福井県,104.0,120.0,33.906
愛媛県,41.0,47.0,35.526
広島県,124.0,142.0,35.796
山形県,58.0,66.0,37.551
高知県,63.0,71.0,40.587
岡山県,18.0,20.0,46.052
大分県,54.0,60.0,46.052
山梨県,46.0,51.0,47.023
岐阜県,136.0,146.0,68.385
島根県,15.0,16.0,75.180
宮城県,79.0,84.0,79.063
山口県,30.0,31.0,147.974
