20200907 10:19:30 JST
都道府県,2020/08/31,2020/09/07,Td,K,R0
岩手県,19.0,23.0,25.396,0.174,1.211
長野県,237.0,286.0,25.818,0.171,1.207
宮城県,198.0,231.0,31.476,0.143,1.167
山口県,158.0,181.0,35.702,0.127,1.146
福井県,211.0,241.0,36.498,0.124,1.142
徳島県,128.0,145.0,38.909,0.117,1.133
石川県,620.0,697.0,41.447,0.110,1.124
福島県,157.0,175.0,44.703,0.103,1.115
神奈川県,4848.0,5352.0,49.058,0.094,1.104
三重県,365.0,399.0,54.478,0.085,1.093
群馬県,434.0,474.0,55.035,0.084,1.092
香川県,77.0,84.0,55.763,0.083,1.091
大分県,144.0,157.0,56.137,0.083,1.090
福岡県,4412.0,4782.0,60.251,0.077,1.084
京都府,1401.0,1512.0,63.636,0.073,1.079
沖縄県,2084.0,2220.0,76.751,0.061,1.065
大阪府,8429.0,8976.0,77.168,0.061,1.065
千葉県,2994.0,3188.0,77.282,0.061,1.065
全国,66332.0,70443.0,80.690,0.058,1.062
埼玉県,3862.0,4101.0,80.806,0.058,1.062
熊本県,509.0,540.0,82.069,0.057,1.061
富山県,379.0,402.0,82.355,0.057,1.061
茨城県,542.0,573.0,87.236,0.054,1.057
高知県,124.0,131.0,88.354,0.053,1.056
東京都,20569.0,21656.0,94.219,0.050,1.053
愛知県,4412.0,4637.0,97.549,0.049,1.051
滋賀県,441.0,462.0,104.300,0.045,1.048
奈良県,510.0,534.0,105.513,0.045,1.047
兵庫県,2235.0,2335.0,110.851,0.043,1.045
北海道,1760.0,1814.0,160.554,0.030,1.031
鹿児島県,359.0,370.0,160.766,0.030,1.031
新潟県,142.0,146.0,174.662,0.027,1.028
長崎県,229.0,234.0,224.640,0.021,1.022
秋田県,49.0,50.0,240.167,0.020,1.020
栃木県,303.0,309.0,247.446,0.019,1.020
静岡県,478.0,487.0,260.115,0.018,1.019
岐阜県,555.0,564.0,301.628,0.016,1.016
宮崎県,333.0,338.0,325.565,0.015,1.015
山形県,77.0,78.0,376.027,0.013,1.013
佐賀県,237.0,240.0,385.731,0.012,1.013
山梨県,172.0,174.0,419.696,0.011,1.012
和歌山県,230.0,232.0,560.406,0.009,1.009
岡山県,145.0,146.0,705.968,0.007,1.007
広島県,456.0,459.0,739.932,0.007,1.007
青森県,35.0,35.0,5000,0.000,1
鳥取県,22.0,22.0,5000,0.000,1
島根県,137.0,137.0,5000,0.000,1
愛媛県,114.0,114.0,5000,0.000,1
